TIPO_AGENTE,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,ANO,PAIS,CANTIDAD_REGISTROS
EDITORIAL COMERCIAL,FRANCÉS,BABEL LIBROS S.A.S.,840 - LITERATURA DE LAS LENGUAS ROMANCES,2019,COLOMBIA,1.0
EDITORIAL COMERCIAL,FRANCÉS,"BACA ESPINOZA, HECTOR USHIYAMA",840 - LITERATURA DE LAS LENGUAS ROMANCES,2019,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,"BACA ESPINOZA, HECTOR USHIYAMA",840 - LITERATURA DE LAS LENGUAS ROMANCES,2022,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,BAMBOO EDITORIAL LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2013,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,BARAJAS MARTINEZ LILIA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2015,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,"BARRETO, FERNANDO HORACIO",800 - LITERATURA Y RETÓRICA: GENERAL,2019,ARGENTINA,1.0
EDITORIAL COMERCIAL,FRANCÉS,BBM EDICIONES,800 - LITERATURA Y RETÓRICA: GENERAL,2016,MÉXICO,2.0
EDITORIAL COMERCIAL,FRANCÉS,BCD UNIAO DE EDITORAS S/A,810 - LITERATURA AMERICANA EN INGLÉS,2014,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,BCD UNIAO DE EDITORAS S/A,810 - LITERATURA AMERICANA EN INGLÉS,2017,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,BCD UNIAO DE EDITORAS S/A,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2014,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,BCD UNIAO DE EDITORAS S/A,840 - LITERATURA DE LAS LENGUAS ROMANCES,2014,BRASIL,33.0
EDITORIAL COMERCIAL,FRANCÉS,BCD UNIAO DE EDITORAS S/A,840 - LITERATURA DE LAS LENGUAS ROMANCES,2018,BRASIL,3.0
EDITORIAL COMERCIAL,FRANCÉS,BCD UNIAO DE EDITORAS S/A,840 - LITERATURA DE LAS LENGUAS ROMANCES,2019,BRASIL,2.0
EDITORIAL COMERCIAL,FRANCÉS,BCD UNIAO DE EDITORAS S/A,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",2014,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,BCD UNIAO DE EDITORAS S/A,890 - LITERATURAS DE OTRAS LENGUAS,2014,BRASIL,5.0
EDITORIAL COMERCIAL,FRANCÉS,BCD UNIAO DE EDITORAS S/A,890 - LITERATURAS DE OTRAS LENGUAS,2017,BRASIL,2.0
EDITORIAL COMERCIAL,FRANCÉS,BERLENDIS & VERTECCHIA EDITORES LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2013,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,BERLENDIS & VERTECCHIA EDITORES LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,4.0
EDITORIAL COMERCIAL,FRANCÉS,BERLENDIS & VERTECCHIA EDITORES LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2018,BRASIL,6.0
EDITORIAL COMERCIAL,FRANCÉS,BERLENDIS & VERTECCHIA EDITORES LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2019,BRASIL,2.0
EDITORIAL COMERCIAL,FRANCÉS,BERTRAND BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,2024,BRASIL,2.0
EDITORIAL COMERCIAL,FRANCÉS,BERTRAND BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,2021,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,BERTRAND BRASIL,840 - LITERATURA DE LAS LENGUAS ROMANCES,2024,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,BEUVEDRAIS EDITORES,840 - LITERATURA DE LAS LENGUAS ROMANCES,2011,CHILE,1.0
EDITORIAL COMERCIAL,FRANCÉS,BICIRIK PARTICIPACOES E EDITORA LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2017,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,BICIRIK PARTICIPACOES E EDITORA LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2014,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,BID & CO. EDITOR,800 - LITERATURA Y RETÓRICA: GENERAL,2010,VENEZUELA,1.0
EDITORIAL COMERCIAL,FRANCÉS,BIZARRO EDICIONES S.A.C.,800 - LITERATURA Y RETÓRICA: GENERAL,2019,PERÚ,1.0
EDITORIAL COMERCIAL,FRANCÉS,BLU EDITORA LTDA-ME,SIN DATO,2011,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,BOA VIAGEM DISTRIBUIDORA DE LIVROS LTDA,SIN DATO,2011,BRASIL,3.0
EDITORIAL COMERCIAL,FRANCÉS,BONILLA DISTRIBUCION Y EDICION,800 - LITERATURA Y RETÓRICA: GENERAL,2019,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,BONILLA DISTRIBUCION Y EDICION,800 - LITERATURA Y RETÓRICA: GENERAL,2020,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,BONILLA DISTRIBUCION Y EDICION,800 - LITERATURA Y RETÓRICA: GENERAL,2024,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,BONOBOS EDITORES,840 - LITERATURA DE LAS LENGUAS ROMANCES,2015,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,BONOBOS EDITORES,840 - LITERATURA DE LAS LENGUAS ROMANCES,2017,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,BOTELLA AL MAR,800 - LITERATURA Y RETÓRICA: GENERAL,2017,ARGENTINA,1.0
EDITORIAL COMERCIAL,FRANCÉS,BOTELLA AL MAR,840 - LITERATURA DE LAS LENGUAS ROMANCES,2013,URUGUAY,1.0
EDITORIAL COMERCIAL,FRANCÉS,BRINQUE-BOOK EDITORA DE LIVROS LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2016,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,BRINQUE-BOOK EDITORA DE LIVROS LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,3.0
EDITORIAL COMERCIAL,FRANCÉS,BRINQUE-BOOK EDITORA DE LIVROS LTDA,SIN DATO,2010,BRASIL,3.0
EDITORIAL COMERCIAL,FRANCÉS,BRINQUE-BOOK EDITORA DE LIVROS LTDA,SIN DATO,2012,BRASIL,3.0
EDITORIAL COMERCIAL,FRANCÉS,BUCH DIAZ LOMBARDO ELISA ISABEL,840 - LITERATURA DE LAS LENGUAS ROMANCES,2016,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,BUENOS AIRES POETRY,800 - LITERATURA Y RETÓRICA: GENERAL,2017,ARGENTINA,1.0
EDITORIAL COMERCIAL,FRANCÉS,BULK EDITORES LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,2021,CHILE,1.0
EDITORIAL COMERCIAL,FRANCÉS,BURO BLANCO,840 - LITERATURA DE LAS LENGUAS ROMANCES,2012,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,CAJA NEGRA,800 - LITERATURA Y RETÓRICA: GENERAL,2016,ARGENTINA,1.0
EDITORIAL COMERCIAL,FRANCÉS,CALIGRAFIX SPA,800 - LITERATURA Y RETÓRICA: GENERAL,2021,CHILE,1.0
EDITORIAL COMERCIAL,FRANCÉS,CALIXTA EDITORES S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,2019,COLOMBIA,2.0
EDITORIAL COMERCIAL,FRANCÉS,CALIXTA EDITORES S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,2020,COLOMBIA,2.0
EDITORIAL COMERCIAL,FRANCÉS,CALIXTA EDITORES S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,2021,COLOMBIA,6.0
EDITORIAL COMERCIAL,FRANCÉS,CALIXTA EDITORES S.A.S,800 - LITERATURA Y RETÓRICA: GENERAL,2022,COLOMBIA,2.0
EDITORIAL COMERCIAL,FRANCÉS,CAMELIA EDICIONES,800 - LITERATURA Y RETÓRICA: GENERAL,2012,VENEZUELA,1.0
EDITORIAL COMERCIAL,FRANCÉS,CAMILA MEDEIROS HOCHMULLER ABADIE 99625679049,800 - LITERATURA Y RETÓRICA: GENERAL,2019,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,"CAMPANARO, RAUL ALEJANDRO",870 - LITERATURAS LATINAS E ITALIANAS,2018,ARGENTINA,1.0
EDITORIAL COMERCIAL,FRANCÉS,CAMPUS EDITORIAL S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,2020,COLOMBIA,1.0
EDITORIAL COMERCIAL,FRANCÉS,CANGREJO EDITORES LTDA.,800 - LITERATURA Y RETÓRICA: GENERAL,2018,COLOMBIA,1.0
EDITORIAL COMERCIAL,FRANCÉS,CANGREJO EDITORES LTDA.,840 - LITERATURA DE LAS LENGUAS ROMANCES,2013,COLOMBIA,1.0
EDITORIAL COMERCIAL,FRANCÉS,CANGREJO EDITORES LTDA.,840 - LITERATURA DE LAS LENGUAS ROMANCES,2017,COLOMBIA,5.0
EDITORIAL COMERCIAL,FRANCÉS,CANTA MARES CASA EDITORIAL,800 - LITERATURA Y RETÓRICA: GENERAL,2016,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,CANTA MARES CASA EDITORIAL,840 - LITERATURA DE LAS LENGUAS ROMANCES,2017,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,CANTA MARES CASA EDITORIAL,840 - LITERATURA DE LAS LENGUAS ROMANCES,2018,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,CANTA MARES CASA EDITORIAL,840 - LITERATURA DE LAS LENGUAS ROMANCES,2020,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,CANTA MARES CASA EDITORIAL,840 - LITERATURA DE LAS LENGUAS ROMANCES,2021,MÉXICO,3.0
EDITORIAL COMERCIAL,FRANCÉS,CANTA MARES CASA EDITORIAL,840 - LITERATURA DE LAS LENGUAS ROMANCES,2022,MÉXICO,3.0
EDITORIAL COMERCIAL,FRANCÉS,CANTA MARES CASA EDITORIAL,840 - LITERATURA DE LAS LENGUAS ROMANCES,2023,MÉXICO,3.0
EDITORIAL COMERCIAL,FRANCÉS,CANTA MARES CASA EDITORIAL,840 - LITERATURA DE LAS LENGUAS ROMANCES,2024,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,CANTAROS EDITORA LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2017,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,CAPITAL INTELECTUAL,800 - LITERATURA Y RETÓRICA: GENERAL,2016,ARGENTINA,2.0
EDITORIAL COMERCIAL,FRANCÉS,CARAL EDITORES E.I.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,2024,PERÚ,2.0
EDITORIAL COMERCIAL,FRANCÉS,CASA CARTON PERU E.I.R.L,800 - LITERATURA Y RETÓRICA: GENERAL,2018,PERÚ,1.0
EDITORIAL COMERCIAL,FRANCÉS,CASA EDITORIAL BOEK MEXICO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2018,MÉXICO,2.0
EDITORIAL COMERCIAL,FRANCÉS,CASA EDITORIAL BOEK MEXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,2017,MÉXICO,2.0
EDITORIAL COMERCIAL,FRANCÉS,CASA EDITORIAL BOEK MEXICO,840 - LITERATURA DE LAS LENGUAS ROMANCES,2019,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,CASA EDITORIAL HUM - ESTUARIO,800 - LITERATURA Y RETÓRICA: GENERAL,2010,URUGUAY,1.0
EDITORIAL COMERCIAL,FRANCÉS,CASA EDITORIAL HUM - ESTUARIO,840 - LITERATURA DE LAS LENGUAS ROMANCES,2011,URUGUAY,1.0
EDITORIAL COMERCIAL,FRANCÉS,CASA EDITORIAL HUM - ESTUARIO,840 - LITERATURA DE LAS LENGUAS ROMANCES,2024,URUGUAY,1.0
EDITORIAL COMERCIAL,FRANCÉS,CASA EDITORIAL HUM - ESTUARIO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2021,URUGUAY,1.0
EDITORIAL COMERCIAL,FRANCÉS,CASA EDITORIAL HUM - ESTUARIO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2024,URUGUAY,1.0
EDITORIAL COMERCIAL,FRANCÉS,CASA EDITORIAL JATZIRI,800 - LITERATURA Y RETÓRICA: GENERAL,2019,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,CASA EDITORIAL JATZIRI,840 - LITERATURA DE LAS LENGUAS ROMANCES,2020,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,"CASSARA, WALTER",800 - LITERATURA Y RETÓRICA: GENERAL,2020,ARGENTINA,1.0
EDITORIAL COMERCIAL,FRANCÉS,CATAPLUM LIBROS SAS,800 - LITERATURA Y RETÓRICA: GENERAL,2019,COLOMBIA,2.0
EDITORIAL COMERCIAL,FRANCÉS,CATAPLUM LIBROS SAS,800 - LITERATURA Y RETÓRICA: GENERAL,2020,COLOMBIA,1.0
EDITORIAL COMERCIAL,FRANCÉS,CATAPLUM LIBROS SAS,800 - LITERATURA Y RETÓRICA: GENERAL,2022,COLOMBIA,2.0
EDITORIAL COMERCIAL,FRANCÉS,CATAPULTA,800 - LITERATURA Y RETÓRICA: GENERAL,2017,ARGENTINA,1.0
EDITORIAL COMERCIAL,FRANCÉS,CATAPULTA CHILDREN ENTERTAINMENT S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,2019,ARGENTINA,15.0
EDITORIAL COMERCIAL,FRANCÉS,CATAPULTA EDITORES LTDA.,080 - COLECCIONES GENERALES,2018,BRASIL,10.0
EDITORIAL COMERCIAL,FRANCÉS,CDG EDICOES E PUBLICACOES LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2015,BRASIL,2.0
EDITORIAL COMERCIAL,FRANCÉS,CEDET - CENTRO DE DESENVOLVIMENTO PROFISSIONAL E TECNOLOGICO LTDA.,840 - LITERATURA DE LAS LENGUAS ROMANCES,2014,BRASIL,3.0
EDITORIAL COMERCIAL,FRANCÉS,CEIBO EDICIONES LTDA.,800 - LITERATURA Y RETÓRICA: GENERAL,2015,CHILE,1.0
EDITORIAL COMERCIAL,FRANCÉS,CEIBO EDICIONES LTDA.,840 - LITERATURA DE LAS LENGUAS ROMANCES,2013,CHILE,1.0
EDITORIAL COMERCIAL,FRANCÉS,CELSO MACEDO POSSAS JUNIOR,840 - LITERATURA DE LAS LENGUAS ROMANCES,2017,BRASIL,2.0
EDITORIAL COMERCIAL,FRANCÉS,CELSO MACEDO POSSAS JUNIOR,840 - LITERATURA DE LAS LENGUAS ROMANCES,2018,BRASIL,2.0
EDITORIAL COMERCIAL,FRANCÉS,CELSO MACEDO POSSAS JUNIOR,840 - LITERATURA DE LAS LENGUAS ROMANCES,2019,BRASIL,4.0
EDITORIAL COMERCIAL,FRANCÉS,CENTRO DE PRODUCOES TECNICAS E EDITORA LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,2019,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,CENTRO EDITORIAL LA CASTALIA - EDICIONES PUERTA DEL SOL,840 - LITERATURA DE LAS LENGUAS ROMANCES,2021,VENEZUELA,1.0
EDITORIAL COMERCIAL,FRANCÉS,"CERRO ELBERTO EDITORES, C.A.",800 - LITERATURA Y RETÓRICA: GENERAL,2014,VENEZUELA,1.0
EDITORIAL COMERCIAL,FRANCÉS,CHANCACAZO PUBLICACIONES SPA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2010,CHILE,1.0
EDITORIAL COMERCIAL,FRANCÉS,CHANCACAZO PUBLICACIONES SPA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2011,CHILE,1.0
EDITORIAL COMERCIAL,FRANCÉS,CHANCACAZO PUBLICACIONES SPA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2013,CHILE,1.0
EDITORIAL COMERCIAL,FRANCÉS,CHANCACAZO PUBLICACIONES SPA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2014,CHILE,1.0
EDITORIAL COMERCIAL,FRANCÉS,CHANCACAZO PUBLICACIONES SPA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2020,CHILE,4.0
EDITORIAL COMERCIAL,FRANCÉS,CHANCACAZO PUBLICACIONES SPA,890 - LITERATURAS DE OTRAS LENGUAS,2013,CHILE,1.0
EDITORIAL COMERCIAL,FRANCÉS,CHANCACAZO PUBLICACIONES SPA,890 - LITERATURAS DE OTRAS LENGUAS,2020,CHILE,1.0
EDITORIAL COMERCIAL,FRANCÉS,CIDCLI,800 - LITERATURA Y RETÓRICA: GENERAL,2011,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,CIDCLI,800 - LITERATURA Y RETÓRICA: GENERAL,2012,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,CIDCLI,800 - LITERATURA Y RETÓRICA: GENERAL,2013,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,CIDCLI,800 - LITERATURA Y RETÓRICA: GENERAL,2014,MÉXICO,3.0
EDITORIAL COMERCIAL,FRANCÉS,CIDCLI,800 - LITERATURA Y RETÓRICA: GENERAL,2015,MÉXICO,4.0
EDITORIAL COMERCIAL,FRANCÉS,CIDCLI,800 - LITERATURA Y RETÓRICA: GENERAL,2016,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,CIDCLI,800 - LITERATURA Y RETÓRICA: GENERAL,2017,MÉXICO,2.0
EDITORIAL COMERCIAL,FRANCÉS,CIDCLI,800 - LITERATURA Y RETÓRICA: GENERAL,2020,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,CINAR EDITORES,800 - LITERATURA Y RETÓRICA: GENERAL,2011,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,CINAR EDITORES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2012,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,CIRANDA CULTURAL,800 - LITERATURA Y RETÓRICA: GENERAL,2019,BRASIL,2.0
EDITORIAL COMERCIAL,FRANCÉS,CIRANDA CULTURAL,840 - LITERATURA DE LAS LENGUAS ROMANCES,2019,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,CIRANDA CULTURAL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2017,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,CIRCULO EDITORIAL S.A.C.,800 - LITERATURA Y RETÓRICA: GENERAL,2024,PERÚ,1.0
EDITORIAL COMERCIAL,FRANCÉS,CIRCULO EDITORIAL S.A.C.,840 - LITERATURA DE LAS LENGUAS ROMANCES,2016,PERÚ,1.0
EDITORIAL COMERCIAL,FRANCÉS,CL EDITORIAL PRAXIS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2015,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,CL EDITORIAL PRAXIS,840 - LITERATURA DE LAS LENGUAS ROMANCES,2018,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,CLAUDINEI VIEIRA DA SILVA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2021,BRASIL,2.0
EDITORIAL COMERCIAL,FRANCÉS,CLAUDIO ROBERTO MARTINI-ME,SIN DATO,2010,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,CLAUDIO ROBERTO MARTINI-ME,SIN DATO,2012,BRASIL,2.0
EDITORIAL COMERCIAL,FRANCÉS,CLAUSIO CAVALCANTE CEDRAZ-ME,890 - LITERATURAS DE OTRAS LENGUAS,2013,BRASIL,2.0
EDITORIAL COMERCIAL,FRANCÉS,CLAYTON CARLOS CORREA ALVES 509934759391,840 - LITERATURA DE LAS LENGUAS ROMANCES,2014,BRASIL,2.0
EDITORIAL COMERCIAL,FRANCÉS,"COLABELLI, IGNACIO JAVIER",800 - LITERATURA Y RETÓRICA: GENERAL,2020,ARGENTINA,1.0
EDITORIAL COMERCIAL,FRANCÉS,COLECCION SUR,800 - LITERATURA Y RETÓRICA: GENERAL,2014,CUBA,2.0
EDITORIAL COMERCIAL,FRANCÉS,COLECCION SUR,840 - LITERATURA DE LAS LENGUAS ROMANCES,2017,CUBA,1.0
EDITORIAL COMERCIAL,FRANCÉS,COLIHUE 950-563,800 - LITERATURA Y RETÓRICA: GENERAL,2017,ARGENTINA,1.0
EDITORIAL COMERCIAL,FRANCÉS,COLOFON,800 - LITERATURA Y RETÓRICA: GENERAL,2015,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,COLOFON,840 - LITERATURA DE LAS LENGUAS ROMANCES,2011,MÉXICO,2.0
EDITORIAL COMERCIAL,FRANCÉS,COLOFON,840 - LITERATURA DE LAS LENGUAS ROMANCES,2013,MÉXICO,1.0
EDITORIAL COMERCIAL,FRANCÉS,COLOFON,840 - LITERATURA DE LAS LENGUAS ROMANCES,2014,MÉXICO,6.0
EDITORIAL COMERCIAL,FRANCÉS,COLOFON,840 - LITERATURA DE LAS LENGUAS ROMANCES,2016,MÉXICO,7.0
EDITORIAL COMERCIAL,FRANCÉS,COLOFON,840 - LITERATURA DE LAS LENGUAS ROMANCES,2017,MÉXICO,7.0
EDITORIAL COMERCIAL,FRANCÉS,COLOFON,840 - LITERATURA DE LAS LENGUAS ROMANCES,2018,MÉXICO,3.0
EDITORIAL COMERCIAL,FRANCÉS,COLOFON,890 - LITERATURAS DE OTRAS LENGUAS,2019,MÉXICO,3.0
EDITORIAL COMERCIAL,FRANCÉS,COLUMBA EDICIONES LTDA.,800 - LITERATURA Y RETÓRICA: GENERAL,2024,CHILE,1.0
EDITORIAL COMERCIAL,FRANCÉS,COMBOIO DO CORDA EDITORA LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2013,BRASIL,3.0
EDITORIAL COMERCIAL,FRANCÉS,COMBOIO DO CORDA EDITORA LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2014,BRASIL,2.0
EDITORIAL COMERCIAL,FRANCÉS,COMBOIO DO CORDA EDITORA LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2018,BRASIL,3.0
EDITORIAL COMERCIAL,FRANCÉS,COMBOIO DO CORDA EDITORA LTDA,SIN DATO,2010,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,COMBOIO DO CORDA EDITORA LTDA,SIN DATO,2011,BRASIL,2.0
EDITORIAL COMERCIAL,FRANCÉS,COMBOIO DO CORDA EDITORA LTDA,SIN DATO,2012,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,COMERCIALIZADORA CONO SUR LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,2015,COLOMBIA,1.0
EDITORIAL COMERCIAL,FRANCÉS,COMERCIALIZADORA CONO SUR LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,2016,COLOMBIA,3.0
EDITORIAL COMERCIAL,FRANCÉS,COMERCIALIZADORA CONO SUR LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,2021,COLOMBIA,1.0
EDITORIAL COMERCIAL,FRANCÉS,COMERCIALIZADORA CONO SUR LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2016,COLOMBIA,2.0
EDITORIAL COMERCIAL,FRANCÉS,COMERCIALIZADORA CONO SUR LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2017,COLOMBIA,3.0
EDITORIAL COMERCIAL,FRANCÉS,COMERCIALIZADORA CONO SUR LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2020,COLOMBIA,4.0
EDITORIAL COMERCIAL,FRANCÉS,COMERCIALIZADORA CONO SUR LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2021,COLOMBIA,5.0
EDITORIAL COMERCIAL,FRANCÉS,COMERCIALIZADORA CONO SUR LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2022,COLOMBIA,4.0
EDITORIAL COMERCIAL,FRANCÉS,COMO GOG Y MAGOG EDICIONES,800 - LITERATURA Y RETÓRICA: GENERAL,2016,ARGENTINA,1.0
EDITORIAL COMERCIAL,FRANCÉS,COMPANHIA DAS LETRAS,800 - LITERATURA Y RETÓRICA: GENERAL,2024,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,COMPANHIA DAS LETRAS,840 - LITERATURA DE LAS LENGUAS ROMANCES,2024,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,COMPOUCO EDICOES,800 - LITERATURA Y RETÓRICA: GENERAL,2021,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,CONSELHO ESPIRITA INTERNACIONAL,SIN DATO,2011,BRASIL,46.0
EDITORIAL COMERCIAL,FRANCÉS,CORES & LETRAS EDITORA LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2017,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,CORPORACION EDITORIAL ZONA TORRIDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2012,COLOMBIA,1.0
EDITORIAL COMERCIAL,FRANCÉS,CORPORACION EDITORIAL ZONA TORRIDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2016,COLOMBIA,1.0
EDITORIAL COMERCIAL,FRANCÉS,CORTEZ EDITORA E LIVRARIA LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2018,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,CORTEZ EDITORA E LIVRARIA LTDA,SIN DATO,2011,BRASIL,3.0
EDITORIAL COMERCIAL,FRANCÉS,COSAC & NAIFY EDICOES LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2013,BRASIL,14.0
EDITORIAL COMERCIAL,FRANCÉS,COSAC & NAIFY EDICOES LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2014,BRASIL,9.0
EDITORIAL COMERCIAL,FRANCÉS,COSAC & NAIFY EDICOES LTDA,840 - LITERATURA DE LAS LENGUAS ROMANCES,2015,BRASIL,3.0
EDITORIAL COMERCIAL,FRANCÉS,COSAC & NAIFY EDICOES LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2013,BRASIL,8.0
EDITORIAL COMERCIAL,FRANCÉS,COSAC & NAIFY EDICOES LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2014,BRASIL,10.0
EDITORIAL COMERCIAL,FRANCÉS,COSAC & NAIFY EDICOES LTDA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2015,BRASIL,3.0
EDITORIAL COMERCIAL,FRANCÉS,COSAC & NAIFY EDICOES LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2013,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,COSAC & NAIFY EDICOES LTDA,890 - LITERATURAS DE OTRAS LENGUAS,2014,BRASIL,1.0
EDITORIAL COMERCIAL,FRANCÉS,COSAC & NAIFY EDICOES LTDA,SIN DATO,2011,BRASIL,26.0
EDITORIAL COMERCIAL,FRANCÉS,COSAC & NAIFY EDICOES LTDA,SIN DATO,2012,BRASIL,15.0
