PAIS,ANO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,IDIOMA.DEL.ESTANDARIZADO.COMPLETO,CANTIDAD_REGISTROS
ARGENTINA,2017,GRADIFCO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,GRISELDA GARCIA,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
ARGENTINA,2017,GRUPAL,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2017,GRUPAL,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,GRUPAL,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
ARGENTINA,2017,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,ESL,1.0
ARGENTINA,2017,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,26.0
ARGENTINA,2017,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,2.0
ARGENTINA,2017,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,SUECO,1.0
ARGENTINA,2017,GRUPO PRISA,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,2.0
ARGENTINA,2017,GRUPO PRISA,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,1.0
ARGENTINA,2017,GRUPO PRISA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
ARGENTINA,2017,GRUPO SM,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,11.0
ARGENTINA,2017,GRUPO SM,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,1.0
ARGENTINA,2017,HERNAN GREGORIO OJEDA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,HOLTZBRINCK,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2017,HOLTZBRINCK,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,HOLTZBRINCK,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,3.0
ARGENTINA,2017,HOLTZBRINCK,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
ARGENTINA,2017,INSULA,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2017,INTERZONA EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2017,INTERZONA EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,INTERZONA EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,JAPONES,1.0
ARGENTINA,2017,INTERZONA EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,1.0
ARGENTINA,2017,JEREZ EDITORES,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,7.0
ARGENTINA,2017,LA BESTIA EQUILATERA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
ARGENTINA,2017,LA BESTIA EQUILATERA,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,1.0
ARGENTINA,2017,LA BRUJITA DE PAPEL,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,LA CEBRA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,LA ESQUINA DE LOS VIENTOS,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
ARGENTINA,2017,LA MARCA EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,ESL,1.0
ARGENTINA,2017,LA MARCA EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2017,LA MARCA EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
ARGENTINA,2017,LA MARCA EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,NORUEGO,1.0
ARGENTINA,2017,LETRA IMPRESA GRUPO EDITOR,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,LEVIATAN,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,LIBROS DEL ZORZAL,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,3.0
ARGENTINA,2017,LIBROS DEL ZORZAL,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,2.0
ARGENTINA,2017,LILIANA BIANCO,800 - LITERATURA Y RETÓRICA: GENERAL,ESL,1.0
ARGENTINA,2017,LOSADA,800 - LITERATURA Y RETÓRICA: GENERAL,ARABE,1.0
ARGENTINA,2017,LOSADA,800 - LITERATURA Y RETÓRICA: GENERAL,DANÉS,1.0
ARGENTINA,2017,LOSADA,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,3.0
ARGENTINA,2017,LOSADA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,4.0
ARGENTINA,2017,LOSADA,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,2.0
ARGENTINA,2017,LUCAS MIGUEL ALONSO AMORIN,800 - LITERATURA Y RETÓRICA: GENERAL,ESL,1.0
ARGENTINA,2017,MARDULCE,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2017,MARDULCE,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,MARIA HAYDEE VALLE,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2017,MARTIN,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,MILENA PARIS,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,3.0
ARGENTINA,2017,NAHUEL CERRUTTI CAROL EDITOR,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,NAHUEL CERRUTTI CAROL EDITOR,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
ARGENTINA,2017,NUMERAL,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,8.0
ARGENTINA,2017,OJOREJA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
ARGENTINA,2017,PABLO JUAN BAGNATO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
ARGENTINA,2017,PATO-EN-LA-CARA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
ARGENTINA,2017,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,ESL,2.0
ARGENTINA,2017,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,6.0
ARGENTINA,2017,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,101.0
ARGENTINA,2017,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,18.0
ARGENTINA,2017,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,1.0
ARGENTINA,2017,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,NORUEGO,2.0
ARGENTINA,2017,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,2.0
ARGENTINA,2017,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,SUECO,1.0
ARGENTINA,2017,PENIEL,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,PICTUS,800 - LITERATURA Y RETÓRICA: GENERAL,DANÉS,2.0
ARGENTINA,2017,PICTUS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,PORTACULTURAS,800 - LITERATURA Y RETÓRICA: GENERAL,PER,1.0
ARGENTINA,2017,POSTALES JAPONESAS EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,RBA,800 - LITERATURA Y RETÓRICA: GENERAL,ESL,1.0
ARGENTINA,2017,RBA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,30.0
ARGENTINA,2017,RBA MOLINO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,5.0
ARGENTINA,2017,RUINAS CIRCULARES,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,1.0
ARGENTINA,2017,RYR,800 - LITERATURA Y RETÓRICA: GENERAL,RUSO,1.0
ARGENTINA,2017,SCHOOL FUN,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
ARGENTINA,2017,SERAPIS,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,1.0
ARGENTINA,2017,SIGILO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,SILVIA JAVIERA GUTIERREZ GOMEZ,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,TOMAS DOUGLAS MAVER,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,TOMAS DOUGLAS MAVER,800 - LITERATURA Y RETÓRICA: GENERAL,RUSO,1.0
ARGENTINA,2017,UNIVERSIDAD NACIONAL DE ENTRE RIOS. UNER,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,UNIVERSIDAD NACIONAL DE GENERAL SARMIENTO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2017,UNSAMEDITA,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,1.0
ARGENTINA,2017,V&R,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,60.0
ARGENTINA,2017,V&R,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,3.0
ARGENTINA,2017,VILNIUS,800 - LITERATURA Y RETÓRICA: GENERAL,RUSO,1.0
ARGENTINA,2017,VORIA STEFANOVSKY EDITORES,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
ARGENTINA,2017,ZINDO & GAFURI,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
ARGENTINA,2018,"CAMPANARO, RAUL ALEJANDRO",870 - LITERATURAS LATINAS E ITALIANAS,FRANCÉS,1.0
ARGENTINA,2018,CIRCULO DE LEGISLADORES DE LA NACION ARGENTINA,SIN DATO,INGLÉS,1.0
ARGENTINA,2018,EDITORIAL UNIVERSITARIA DE BUENOS AIRES S.E.M.,820 - LITERATURA INGLESA E INGLESA ANTIGUA,INGLÉS,1.0
ARGENTINA,2018,"ESQUIVEL, JUAN VENTURA",880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,INGLÉS,1.0
ARGENTINA,2018,FUNDACION UNIVERSIDAD DE PALERMO,870 - LITERATURAS LATINAS E ITALIANAS,INGLÉS,1.0
ARGENTINA,2018,GRUPO ILHSA S.A.,SIN DATO,ESL,1.0
ARGENTINA,2018,PATRICIO  HERNAN PODSTUDENSEK,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,INGLÉS,2.0
ARGENTINA,2018,SIGLO XXI EDITORES,810 - LITERATURA AMERICANA EN INGLÉS,FRANCÉS,2.0
ARGENTINA,2019,"ABRITTA, ALEJANDRO",800 - LITERATURA Y RETÓRICA: GENERAL,ELL,1.0
ARGENTINA,2019,ADRIANA HIDALGO EDITORA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2019,ADRIANA HIDALGO EDITORA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,2.0
ARGENTINA,2019,ADRIANA HIDALGO EDITORA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,JAPONES,1.0
ARGENTINA,2019,ADRIANA HIDALGO EDITORA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,2.0
ARGENTINA,2019,AIQUE GRUPO EDITOR S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,DANÉS,1.0
ARGENTINA,2019,AIQUE GRUPO EDITOR S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,"ALEMANY ELOISE MITSUKO, MARIE ELEONARE",800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
ARGENTINA,2019,"ALIAGA, CRISTIAN ALBERTO",800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
ARGENTINA,2019,"ALONSO, MARIANA",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,"ALONSO, MARIANA",800 - LITERATURA Y RETÓRICA: GENERAL,JAPONES,1.0
ARGENTINA,2019,"ANUZIS, ABEL JOSE",800 - LITERATURA Y RETÓRICA: GENERAL,RUSO,1.0
ARGENTINA,2019,"ARCE, CLAUDIA GRACIELA",800 - LITERATURA Y RETÓRICA: GENERAL,FINLANDÉS,1.0
ARGENTINA,2019,"ARCE, CLAUDIA GRACIELA",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,ARIZA JULIA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,7.0
ARGENTINA,2019,"ARREJIN, NATANAEL DAVID",800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2019,ASOCIACION CASA EDITORA SUDAMERICANA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
ARGENTINA,2019,ASOCIACION CASA EDITORA SUDAMERICANA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,7.0
ARGENTINA,2019,"BAGNATO, PABLO JUAN",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
ARGENTINA,2019,BAJOLALUNA EDITORIAL S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,BAJOLALUNA EDITORIAL S.A.S.,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
ARGENTINA,2019,"BARRETO, FERNANDO HORACIO",800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2019,"BENEDETTO, JULIETA MARIA LAURA",800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
ARGENTINA,2019,"BLANCO, RAUL ENRIQUE",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,"BUENAVENTURA, SANDRA",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,CATAPULTA CHILDREN ENTERTAINMENT S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,ESL,2.0
ARGENTINA,2019,CATAPULTA CHILDREN ENTERTAINMENT S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,12.0
ARGENTINA,2019,CATAPULTA CHILDREN ENTERTAINMENT S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,11.0
ARGENTINA,2019,COOPERATIVA EDITORIAL LIBREROS EDICOL LIMITADA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,"CORREA, MARIA SOL",800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,3.0
ARGENTINA,2019,"CRASCI, JUAN ALBERTO",800 - LITERATURA Y RETÓRICA: GENERAL,RUSO,1.0
ARGENTINA,2019,CYPRES S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
ARGENTINA,2019,DANIEL R. BOSSIO Y MARIA DE LA LUZ ZAMORA GARCIA S.H.,800 - LITERATURA Y RETÓRICA: GENERAL,DANÉS,1.0
ARGENTINA,2019,EDHASA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2019,EDHASA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,18.0
ARGENTINA,2019,EDHASA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,2.0
ARGENTINA,2019,EDHASA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
ARGENTINA,2019,EDICIONES CORREGIDOR S.A.I.C.I. Y E.,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,7.0
ARGENTINA,2019,EDICIONES GODOT S.R.L,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,4.0
ARGENTINA,2019,EDICIONES GRANICA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
ARGENTINA,2019,EDICIONES IAMIQUE S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2019,EDICIONES IAMIQUE S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,1.0
ARGENTINA,2019,EDICIONES LOGOS S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,EDICIONES URANO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,6.0
ARGENTINA,2019,EDITORIAL ALBATROS S.A.C.I.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2019,EDITORIAL ARTEMISA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,EDITORIAL BARENHAUS S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,ESLOVENO,2.0
ARGENTINA,2019,EDITORIAL BARENHAUS S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
ARGENTINA,2019,EDITORIAL DEL NUEVO EXTREMO S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,6.0
ARGENTINA,2019,EDITORIAL ESTRADA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,EDITORIAL KIER S.A.C.I.F.I.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,EDITORIAL MAREA S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
ARGENTINA,2019,EDITORIAL PUERTO DE PALOS S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,EDITORIAL PUERTO DE PALOS S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,NORUEGO,1.0
ARGENTINA,2019,EDITORIAL SIGILO S.R.L,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
ARGENTINA,2019,EDITORIAL UNIVERSITARIA DE BUENOS AIRES S.E.M.,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,1.0
ARGENTINA,2019,EL CUENCO DE PLATA S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,2.0
ARGENTINA,2019,EL CUENCO DE PLATA S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
ARGENTINA,2019,EL CUENCO DE PLATA S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
ARGENTINA,2019,EL CUENCO DE PLATA S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,POLACO,1.0
ARGENTINA,2019,ESPERLUETTE S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,"ESTERAS, DIEGO - ALVAREZ FANEGO, JUAN EZEQUIEL S.H.",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
ARGENTINA,2019,ETERNA CADENCIA S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2019,ETERNA CADENCIA S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,6.0
ARGENTINA,2019,ETERNA CADENCIA S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
ARGENTINA,2019,"FERNANDEZ SUBIELA, SANTIAGO JOSE",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,FONDO DE CULTURA ECONOMICA DE ARGENTINA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,"FRACCAROLLI, KARINA J.",800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
ARGENTINA,2019,FUNDACION EDICIONES LITERALES,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,2.0
ARGENTINA,2019,FUNDACION INSTITUTO UNIVERSITARIO ESCUELA DE MEDICINA DEL HOSPITAL ITALIANO DE BUENOS AIRES,800 - LITERATURA Y RETÓRICA: GENERAL,CATALÁN,1.0
ARGENTINA,2019,FUNDACION IWO,800 - LITERATURA Y RETÓRICA: GENERAL,YIDIS,1.0
ARGENTINA,2019,"GARCIA, GRISELDA",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,"GIL, SOLANGE LUJAN",800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,2.0
ARGENTINA,2019,"GOLDMAN, JULIAN",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
ARGENTINA,2019,"GONZALEZ, PABLO AMADEO",800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2019,"GOYENECHE, SEBASTIAN",800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,2.0
ARGENTINA,2019,GRADIFCO S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,2.0
ARGENTINA,2019,GRADIFCO S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,4.0
ARGENTINA,2019,GRADIFCO S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,1.0
ARGENTINA,2019,GREGGO S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2019,GREGGO S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,HEBREO,1.0
ARGENTINA,2019,"GRINBERG, PATRICIO GABRIEL",800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
ARGENTINA,2019,GRUPO ARGENTINIDAD S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2019,GRUPO ILHSA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
ARGENTINA,2019,GRUPO ILHSA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,5.0
ARGENTINA,2019,GRUPO PAIDOS,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
ARGENTINA,2019,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,DANÉS,1.0
ARGENTINA,2019,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,5.0
ARGENTINA,2019,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,77.0
ARGENTINA,2019,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,5.0
ARGENTINA,2019,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,4.0
ARGENTINA,2019,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,3.0
ARGENTINA,2019,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,SUECO,3.0
ARGENTINA,2019,GRUPO SM,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,INTERZONA EDITORA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,2.0
ARGENTINA,2019,INTERZONA EDITORA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
ARGENTINA,2019,INTERZONA EDITORA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
ARGENTINA,2019,"IRAOLA, JUAN RAMIRO",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,"KREIZER, DORA ELISA",800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,1.0
ARGENTINA,2019,"KUPCHIK, EDUARDO SERGIO",800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2019,LA BESTIA EQUILATERA S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,4.0
ARGENTINA,2019,LA BESTIA EQUILATERA S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
ARGENTINA,2019,LA COMPANIA DE LIBROS S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,"LEPERE, MARIA EUGENIA",800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2019,LETRA IMPRESA S.R.L,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,"LIEBER, CAROLINA",800 - LITERATURA Y RETÓRICA: GENERAL,NEERLANDÉS,1.0
ARGENTINA,2019,LIMONERO TEXTOS S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2019,LIMONERO TEXTOS S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
ARGENTINA,2019,LOSADA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2019,LOSADA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,3.0
ARGENTINA,2019,LOSADA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
ARGENTINA,2019,LOSADA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,NORUEGO,1.0
ARGENTINA,2019,"MALDONADO, JUAN CARLOS",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,MALKOK S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,12.0
ARGENTINA,2019,MARCELA ALEJANDRA CARBAJO,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
ARGENTINA,2019,MARCELA ALEJANDRA CARBAJO,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,2.0
ARGENTINA,2019,MARDULCE EDITORA S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,MARDULCE EDITORA S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
ARGENTINA,2019,"MAVER, TOMAS DOUGLAS",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,"MENA PAUL, GABRIELA ILSE",800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,MICUENTO S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,INGLÉS,1.0
ARGENTINA,2019,MODELO PARA ARMAR S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,2.0
