PAIS,ANO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,IDIOMA.ESTANDARIZADO.COMPLETO,CANTIDAD_REGISTROS
BRASIL,2021,EDITORA URUTAU,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2021,EDITORA VOO,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,EDITORA WMF MARTINS FONTES,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,ELEIA EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
BRASIL,2021,ESTETICA TORTA,810 - LITERATURA AMERICANA EN INGLÉS,ITALIANO,1.0
BRASIL,2021,EVANDRO DA SILVA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2021,EVANDRO DA SILVA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,EXCELSIOR,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,EXCELSIOR,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,1.0
BRASIL,2021,FABRICA231,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,5.0
BRASIL,2021,FABRICA231,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,3.0
BRASIL,2021,FERNANDA FREITAS DOS SANTOS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SIN IDENTIFICAR,1.0
BRASIL,2021,FOSFORO,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,6.0
BRASIL,2021,FOSFORO,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,2.0
BRASIL,2021,FOSFORO,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,3.0
BRASIL,2021,FOSFORO,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,2.0
BRASIL,2021,FOSFORO,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
BRASIL,2021,GIRASSOL EDICOES,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,GROK GAMES,080 - COLECCIONES GENERALES,PORTUGUÉS,1.0
BRASIL,2021,GRUPO EDITORIAL RECORD,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,3.0
BRASIL,2021,GRUPO EDITORIAL RECORD,810 - LITERATURA AMERICANA EN INGLÉS,FRANCÉS,2.0
BRASIL,2021,GRUPO EDITORIAL RECORD,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,46.0
BRASIL,2021,GRUPO EDITORIAL RECORD,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,6.0
BRASIL,2021,GRUPO EDITORIAL RECORD,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,13.0
BRASIL,2021,GRUPO EDITORIAL RECORD,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,2.0
BRASIL,2021,GRUPO EDITORIAL RECORD,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,1.0
BRASIL,2021,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,GALLEGO,1.0
BRASIL,2021,GRUPO PLANETA,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,2.0
BRASIL,2021,GRUPO PLANETA,810 - LITERATURA AMERICANA EN INGLÉS,ITALIANO,1.0
BRASIL,2021,GRUPO PLANETA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,5.0
BRASIL,2021,GRUPO PLANETA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,5.0
BRASIL,2021,GRUPO PLANETA,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,8.0
BRASIL,2021,HARLEQUIN,800 - LITERATURA Y RETÓRICA: GENERAL,CATALÁN,1.0
BRASIL,2021,HARLEQUIN,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,6.0
BRASIL,2021,HARLEQUIN,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
BRASIL,2021,HARLEQUIN,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,67.0
BRASIL,2021,HARLEQUIN,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,9.0
BRASIL,2021,HARLEQUIN,800 - LITERATURA Y RETÓRICA: GENERAL,TURCO,1.0
BRASIL,2021,HARPERCOLLINS BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,4.0
BRASIL,2021,HARPERCOLLINS BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,1.0
BRASIL,2021,HARPERCOLLINS BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,3.0
BRASIL,2021,HARPERCOLLINS BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,FRANCÉS,2.0
BRASIL,2021,HARPERCOLLINS BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,38.0
BRASIL,2021,HARPERCOLLINS BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,3.0
BRASIL,2021,HARPERCOLLINS BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ESPAÑOL,1.0
BRASIL,2021,HARPERCOLLINS BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,FRANCÉS,2.0
BRASIL,2021,HARPERCOLLINS BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,GALLEGO,2.0
BRASIL,2021,HARPERCOLLINS BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,33.0
BRASIL,2021,HARPERCOLLINS BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,6.0
BRASIL,2021,HELENA CLAUDIA RODRIGUES PINTO,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,2.0
BRASIL,2021,HOO,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,HOO,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2021,HOO,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,2.0
BRASIL,2021,IAN CARVALHO,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,"ILHAS GALAPAGOS COMERCIO DE BRINQUEDOS, LIVROS E SERVICOS",080 - COLECCIONES GENERALES,ESPAÑOL,1.0
BRASIL,2021,INSTITUTO HUGO DE SAO VITOR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2021,INSTITUTO MOJO,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2021,INSTITUTO MOJO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,INVEST BOOKS,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,JACEGUAI DE MAGALHAES,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
BRASIL,2021,JAMBO EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,FRANCÉS,1.0
BRASIL,2021,JAMBO EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,2.0
BRASIL,2021,JAMBO EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2021,JOSE ROZINEI DA SILVA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ESPAÑOL,1.0
BRASIL,2021,KADE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SIN IDENTIFICAR,1.0
BRASIL,2021,KAPULANA PUBLICACOES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,KAPULANA PUBLICACOES,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,1.0
BRASIL,2021,KAREN DE SOUZA GUERALDI 13012496700,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2021,KARMEN SPILJAK,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2021,LABORALIVROS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,3.0
BRASIL,2021,LABORALIVROS,890 - LITERATURAS DE OTRAS LENGUAS,ESPAÑOL,2.0
BRASIL,2021,LAFONTE,810 - LITERATURA AMERICANA EN INGLÉS,POLACO,1.0
BRASIL,2021,LAFONTE,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,9.0
BRASIL,2021,LAFONTE,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,2.0
BRASIL,2021,LAFONTE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ESPAÑOL,1.0
BRASIL,2021,LAFONTE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,HÚNGARO,1.0
BRASIL,2021,LAFONTE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,42.0
BRASIL,2021,LAFONTE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,12.0
BRASIL,2021,LAFONTE,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",ITALIANO,1.0
BRASIL,2021,LAFONTE,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,1.0
BRASIL,2021,LEABHAR BOOKS,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,ITALIANO,1.0
BRASIL,2021,LEABHAR BOOKS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ESPAÑOL,3.0
BRASIL,2021,LEABHAR BOOKS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FRANCÉS,1.0
BRASIL,2021,LEABHAR BOOKS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ITALIANO,4.0
BRASIL,2021,LEABHAR BOOKS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,50.0
BRASIL,2021,LEABHAR BOOKS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SIN IDENTIFICAR,13.0
BRASIL,2021,LIVRARIAS FAMILIA CRISTA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,2.0
BRASIL,2021,LIVRARIAS FAMILIA CRISTA,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,4.0
BRASIL,2021,LIVRARIAS FAMILIA CRISTA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ESPAÑOL,4.0
BRASIL,2021,LIVRARIAS FAMILIA CRISTA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,57.0
BRASIL,2021,LIVRARIAS FAMILIA CRISTA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,21.0
BRASIL,2021,LIVRARIAS FAMILIA CRISTA,840 - LITERATURA DE LAS LENGUAS ROMANCES,PORTUGUÉS,4.0
BRASIL,2021,LIVRARIAS FAMILIA CRISTA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
BRASIL,2021,LIVRARIAS FAMILIA CRISTA,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,1.0
BRASIL,2021,LIVROS DA RAPOSA VERMELHA,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,1.0
BRASIL,2021,LIVROS DA RAPOSA VERMELHA,810 - LITERATURA AMERICANA EN INGLÉS,ALEMÁN,3.0
BRASIL,2021,LPM EDITORES,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,3.0
BRASIL,2021,LPM EDITORES,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,11.0
BRASIL,2021,LPM EDITORES,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2021,LPM EDITORES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ESPAÑOL,2.0
BRASIL,2021,LPM EDITORES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,FRANCÉS,2.0
BRASIL,2021,LPM EDITORES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ITALIANO,1.0
BRASIL,2021,LPM EDITORES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,11.0
BRASIL,2021,LPM EDITORES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,5.0
BRASIL,2021,MAR AZUL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2021,MARALTO EDICOES,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
BRASIL,2021,MARALTO EDICOES,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,MARIA ELIANA GOMES CARDIM DE QUEIROZ GUIMARAES 08399908800,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,MUTANTE,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,3.0
BRASIL,2021,MUTANTE,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,1.0
BRASIL,2021,NEW ORDER EDITORA,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,7.0
BRASIL,2021,NEW ORDER EDITORA,890 - LITERATURAS DE OTRAS LENGUAS,SIN IDENTIFICAR,1.0
BRASIL,2021,NEWTEC,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,3.0
BRASIL,2021,NEWTEC,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,2.0
BRASIL,2021,NOVA FRONTEIRA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,NOVA FRONTEIRA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,3.0
BRASIL,2021,NOVA FRONTEIRA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,10.0
BRASIL,2021,NOVA FRONTEIRA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,4.0
BRASIL,2021,NOVO SECULO EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,1.0
BRASIL,2021,NOVO SECULO EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2021,NOVO SECULO EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,2.0
BRASIL,2021,NOVO SECULO EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ESPAÑOL,1.0
BRASIL,2021,NOVO SECULO EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ITALIANO,1.0
BRASIL,2021,NOVO SECULO EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,8.0
BRASIL,2021,NOVO SECULO EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2021,OFICIOS TERRESTRES EDICOES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,PARALELA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2021,PE DA LETRA,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,16.0
BRASIL,2021,PE DA LETRA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,36.0
BRASIL,2021,PE DA LETRA,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,16.0
BRASIL,2021,PEN PUBLICACOES EIRELI,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,4.0
BRASIL,2021,PENGUIN RANDOM HOUSE,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2021,PERSPECTIVA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,2.0
BRASIL,2021,PIPOCA E NANQUIM EDITORA LTDA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,6.0
BRASIL,2021,PLATAFORMA21,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,2.0
BRASIL,2021,PLATAFORMA21,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,4.0
BRASIL,2021,PLATAFORMA21,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,2.0
BRASIL,2021,PLATAFORMA21,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,2.0
BRASIL,2021,POMNITE BOOKS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2021,PUBLIFOLHA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,RAFAEL MAGNANI JARDIM,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2021,ROCCO JOVENS LEITORES,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,2.0
BRASIL,2021,ROCCO JOVENS LEITORES,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2021,ROCCO JOVENS LEITORES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ITALIANO,2.0
BRASIL,2021,ROCCO JOVENS LEITORES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2021,ROCQUINHO,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,2.0
BRASIL,2021,ROCQUINHO,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
BRASIL,2021,ROCQUINHO,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,2.0
BRASIL,2021,SAGEN EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,6.0
BRASIL,2021,SALAMANDRA EDITORIAL,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,1.0
BRASIL,2021,SEBO CLEPSIDRA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2021,SEGUINTE,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,2.0
BRASIL,2021,SEGUINTE,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2021,SILVIO SERGIO PACHECO SAMPAIO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2021,SKRIPT EDITORA E EVENTOS,810 - LITERATURA AMERICANA EN INGLÉS,SUECO,1.0
BRASIL,2021,SOL NEGRO EDICOES,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,THE GIFT BOX LTDA,810 - LITERATURA AMERICANA EN INGLÉS,CATALÁN,2.0
BRASIL,2021,THE GIFT BOX LTDA,810 - LITERATURA AMERICANA EN INGLÉS,ESTONIO,1.0
BRASIL,2021,THE GIFT BOX LTDA,810 - LITERATURA AMERICANA EN INGLÉS,GALLEGO,1.0
BRASIL,2021,THE GIFT BOX LTDA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,4.0
BRASIL,2021,THE GIFT BOX LTDA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2021,THE GIFT BOX LTDA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2021,TORDESILHAS,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,2.0
BRASIL,2021,TRAMA EDITORA LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,TRAMA EDITORA LTDA,810 - LITERATURA AMERICANA EN INGLÉS,FRANCÉS,2.0
BRASIL,2021,TRAMA EDITORA LTDA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,4.0
BRASIL,2021,TRAMA EDITORA LTDA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,4.0
BRASIL,2021,UBOOK EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,4.0
BRASIL,2021,UBOOK EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
BRASIL,2021,UBOOK EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,22.0
BRASIL,2021,UBOOK EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,15.0
BRASIL,2021,UBOOK EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,3.0
BRASIL,2021,UBOOK EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,18.0
BRASIL,2021,UBOOK EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,7.0
BRASIL,2021,UNIVERSIDADE ESTADUAL PAULISTA (UNESP),800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,UNIVERSO DOS LIVROS EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,HÚNGARO,2.0
BRASIL,2021,UNIVERSO DOS LIVROS EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,2.0
BRASIL,2021,UNIVERSO DOS LIVROS EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,FRANCÉS,2.0
BRASIL,2021,UNIVERSO DOS LIVROS EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,ITALIANO,3.0
BRASIL,2021,UNIVERSO DOS LIVROS EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,19.0
BRASIL,2021,UNIVERSO DOS LIVROS EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,9.0
BRASIL,2021,UNIVERSO DOS LIVROS EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,HÚNGARO,2.0
BRASIL,2021,VENETA,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,1.0
BRASIL,2021,VENETA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,4.0
BRASIL,2021,VENETA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,8.0
BRASIL,2021,VENETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,VENETA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,4.0
BRASIL,2021,VENETA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,SIN IDENTIFICAR,1.0
BRASIL,2021,VENETA,890 - LITERATURAS DE OTRAS LENGUAS,ESPAÑOL,1.0
BRASIL,2021,VENETA,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,1.0
BRASIL,2021,VENETA,890 - LITERATURAS DE OTRAS LENGUAS,SIN IDENTIFICAR,3.0
BRASIL,2021,VIA LACTEA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,2.0
BRASIL,2021,VIA LEITURA,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,1.0
BRASIL,2021,VIDA MELHOR EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,2.0
BRASIL,2021,VITROLA EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,VITROLA EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,1.0
BRASIL,2021,VITROLA EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,VR EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
BRASIL,2021,VR EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,4.0
BRASIL,2021,ZAHAR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,ZUM ZUM,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,ALFAGUARA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,ALLBOOK EDITORA LTDA,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,2.0
BRASIL,2024,ALLBOOK EDITORA LTDA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,14.0
BRASIL,2024,ALLBOOK EDITORA LTDA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,2.0
BRASIL,2024,ALTA BOOKS,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2024,AMARCORD,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,ANTONIO JOSE FONTOURA JUNIOR,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2024,ANTONIO JOSE FONTOURA JUNIOR,840 - LITERATURA DE LAS LENGUAS ROMANCES,PORTUGUÉS,1.0
BRASIL,2024,ARTE & LETRA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2024,AUTENTICA EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,6.0
BRASIL,2024,AUTENTICA EDITORA,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,2.0
BRASIL,2024,AYLLON EDITORA LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,BERTRAND BRASIL,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,11.0
BRASIL,2024,BERTRAND BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,6.0
BRASIL,2024,BERTRAND BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2024,BERTRAND BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2024,BIBLIOTECA AZUL,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2024,CANAL 6 EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,ITALIANO,1.0
BRASIL,2024,CARAMBAIA,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,1.0
BRASIL,2024,CARAMBAIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ESPAÑOL,1.0
BRASIL,2024,CARAMBAIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2024,CARLOS ALBERTO SANTOS MOTA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2024,CASA DOS MUNDOS,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,7.0
BRASIL,2024,CASA DOS MUNDOS,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
