PAIS,ANO,GRUPO_EDITORIAL_COMPLETO,SUBCATEGORIA.DEWEY,IDIOMA.ESTANDARIZADO.COMPLETO,CANTIDAD_REGISTROS
ARGENTINA,2019,PLOW S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,32.0
ARGENTINA,2019,"PONCE, LAURA",800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2019,RBA EDICIONES ARGENTINAS S.R.L,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,5.0
ARGENTINA,2019,"RIOS, DAMIAN FELIPE",800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,6.0
ARGENTINA,2019,"RIVELLI, JORGE JUAN",800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2019,SANTIAGO LA ROSA,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,3.0
ARGENTINA,2019,"SEGAL, RUBEN",800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2019,"SOLINAS, ENRIQUE",800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2019,SUMERU S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2019,"TORRES, CARLOS",800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,4.0
ARGENTINA,2019,TUSQUETS EDITORES S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,2.0
ARGENTINA,2019,UNIVERSIDAD NACIONAL DE TRES DE FEBRERO,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2019,UNIVERSIDAD NACIONAL DE VILLA MARIA,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,2.0
ARGENTINA,2019,V & R EDITORAS S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,43.0
ARGENTINA,2019,VERASOFT S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,65.0
ARGENTINA,2020,"ARCE, CLAUDIA GRACIELA",800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2020,ARIZA JULIA,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,4.0
ARGENTINA,2020,ASOCIACION CASA EDITORA SUDAMERICANA,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2020,"BAGNATO, PABLO JUAN",800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,2.0
ARGENTINA,2020,CATAPULTA CHILDREN ENTERTAINMENT S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,4.0
ARGENTINA,2020,"COFRECES, JAVIER BERNARDO",800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2020,DENISE STASI MARIA PAZ,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2020,EDHASA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,17.0
ARGENTINA,2020,EDICIONES URANO,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,8.0
ARGENTINA,2020,EDITORIAL DEL NUEVO EXTREMO S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,2.0
ARGENTINA,2020,EDITORIAL SIGILO S.R.L,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,3.0
ARGENTINA,2020,EL CUENCO DE PLATA S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2020,EMBAJADA DE LA REPUBLICA DE AZERBAIYAN,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2020,ETERNA CADENCIA S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,2.0
ARGENTINA,2020,FONDO DE CULTURA ECONOMICA DE ARGENTINA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2020,"GOSTISA, CATERINA MARIA",800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2020,GRADIFCO S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,3.0
ARGENTINA,2020,GRUPO ILHSA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,4.0
ARGENTINA,2020,GRUPO PLANETA,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,34.0
ARGENTINA,2020,INTERZONA EDITORA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,4.0
ARGENTINA,2020,LA BESTIA EQUILATERA S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,4.0
ARGENTINA,2020,"LOPEZ, PAOLA ELIZABETH",800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2020,LOSADA S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,2.0
ARGENTINA,2020,MARCELA ALEJANDRA CARBAJO,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,2.0
ARGENTINA,2020,MARDULCE EDITORA S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2020,"MAVER, TOMAS DOUGLAS",800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2020,MODELO PARA ARMAR S.R.L.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,3.0
ARGENTINA,2020,MORENO PABLO DANIEL,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
ARGENTINA,2020,PENGUIN RANDOM HOUSE,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,59.0
ARGENTINA,2020,"RIOS, DAMIAN FELIPE",800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,3.0
ARGENTINA,2020,SANTIAGO LA ROSA,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,3.0
ARGENTINA,2020,SOCIEDAD EXTRANJERA EDICIONES AKAL,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,3.0
ARGENTINA,2020,V & R EDITORAS S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,17.0
ARGENTINA,2020,VERASOFT S.A.,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,4.0
BOLIVIA,2023,"BOHORQUEZ ALANES, MAURICIO ALFREDO",800 - LITERATURA Y RETÓRICA: GENERAL,MULTILINGÜE,1.0
BOLIVIA,2025,"CLAROS FUENTES, ARIEL IBER",820 - LITERATURA INGLESA E INGLESA ANTIGUA,ESPAÑOL,1.0
BRASIL,2021,3DEA EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2021,3DEA EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2021,A BOLHA EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,ABACATTE EDITORIAL,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,1.0
BRASIL,2021,AJNA EDITORA,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,1.0
BRASIL,2021,ALFAGUARA,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,1.0
BRASIL,2021,ALLBOOK EDITORA LTDA,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,1.0
BRASIL,2021,ALLBOOK EDITORA LTDA,810 - LITERATURA AMERICANA EN INGLÉS,ITALIANO,2.0
BRASIL,2021,ALLBOOK EDITORA LTDA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,12.0
BRASIL,2021,ALLBOOK EDITORA LTDA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2021,ALLBOOK EDITORA LTDA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,FRANCÉS,2.0
BRASIL,2021,ALT,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,4.0
BRASIL,2021,ANFITEATRO,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,2.0
BRASIL,2021,ANFITEATRO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,ASTRAL CULTURAL EDITORA LTDA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,2.0
BRASIL,2021,ASTRAL CULTURAL EDITORA LTDA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,4.0
BRASIL,2021,AUTENTICA EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,4.0
BRASIL,2021,BERLENDIS E VERTECCHIA,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,2.0
BRASIL,2021,BERNARDO EVANGELISTA LOPES,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,2.0
BRASIL,2021,BERTRAND BRASIL,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,7.0
BRASIL,2021,BERTRAND BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2021,BERTRAND BRASIL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2021,BIBLIOTECA ALTA CULTURA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,BIBLIOTECA ALTA CULTURA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2021,BIBLIOTECA ALTA CULTURA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2021,BIBLIOTECA AZUL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,BICICLETA AMARELA,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,2.0
BRASIL,2021,BICICLETA AMARELA,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,SIN IDENTIFICAR,1.0
BRASIL,2021,BURO DE JOGOS DO BRASIL EDITORA LTDA,080 - COLECCIONES GENERALES,PORTUGUÉS,1.0
BRASIL,2021,CANAL 6 EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2021,CARAMBAIA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,2.0
BRASIL,2021,CARAMBAIA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,2.0
BRASIL,2021,CARAMBAIA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,CARAVANA GRUPO EDITORIAL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ALBANÉS,1.0
BRASIL,2021,CAROCHINHA,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,1.0
BRASIL,2021,CARTOLA EDITORA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2021,CARTOLA EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,CASA DOS LIVROS,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,CASA DOS LIVROS,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,3.0
BRASIL,2021,CASARAO DO VERBO,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,1.0
BRASIL,2021,CBT BRASIL MULTIMIDIA,890 - LITERATURAS DE OTRAS LENGUAS,POLACO,1.0
BRASIL,2021,CHAMPAGNAT,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,4.0
BRASIL,2021,CHRIS FITZGERALD,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,CLASS COMERCIO DE MOVEIS LTDA - ME,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,CLUBE LITTERAE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
BRASIL,2021,COMPANHIA DAS LETRAS,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
BRASIL,2021,COMPANHIA DAS LETRAS,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
BRASIL,2021,COMPANHIA DAS LETRAS,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,11.0
BRASIL,2021,COMPANHIA DAS LETRAS,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,2.0
BRASIL,2021,COMPANHIA DAS LETRAS,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,1.0
BRASIL,2021,COMPANHIA DAS LETRAS,810 - LITERATURA AMERICANA EN INGLÉS,FRANCÉS,1.0
BRASIL,2021,COMPANHIA DAS LETRAS,810 - LITERATURA AMERICANA EN INGLÉS,GALLEGO,1.0
BRASIL,2021,COMPANHIA DAS LETRAS,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,10.0
BRASIL,2021,COMPANHIA DAS LETRAS,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,4.0
BRASIL,2021,COMPANHIA DAS LETRAS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,6.0
BRASIL,2021,COMPANHIA DAS LETRAS,890 - LITERATURAS DE OTRAS LENGUAS,ESPAÑOL,1.0
BRASIL,2021,COMPANHIA DAS LETRAS,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,3.0
BRASIL,2021,COMPANHIA DAS LETRAS,890 - LITERATURAS DE OTRAS LENGUAS,SIN IDENTIFICAR,1.0
BRASIL,2021,COMPANHIA DAS LETRINHAS*,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,COMPANHIA DIGITAL,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
BRASIL,2021,COMPANHIA DIGITAL,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,COMPANHIA DIGITAL,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,1.0
BRASIL,2021,COMPANHIA DIGITAL,800 - LITERATURA Y RETÓRICA: GENERAL,UZBEKO,1.0
BRASIL,2021,COMPANHIA DIGITAL,810 - LITERATURA AMERICANA EN INGLÉS,ITALIANO,1.0
BRASIL,2021,COMPANHIA DIGITAL,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,8.0
BRASIL,2021,COMPANHIA DIGITAL,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,2.0
BRASIL,2021,COMPANHIA DIGITAL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ESPAÑOL,1.0
BRASIL,2021,COMPANHIA DIGITAL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2021,COMPANHIA DIGITAL,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,3.0
BRASIL,2021,COMPANHIA DIGITAL,890 - LITERATURAS DE OTRAS LENGUAS,FRANCÉS,1.0
BRASIL,2021,COMPANHIA DIGITAL,890 - LITERATURAS DE OTRAS LENGUAS,SIN IDENTIFICAR,1.0
BRASIL,2021,DARKSIDE ENTRETENIMENTO LTDA ME,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,6.0
BRASIL,2021,DARKSIDE ENTRETENIMENTO LTDA ME,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,2.0
BRASIL,2021,DARKSIDE ENTRETENIMENTO LTDA ME,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ESPAÑOL,1.0
BRASIL,2021,DARKSIDE ENTRETENIMENTO LTDA ME,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,DARKSIDE ENTRETENIMENTO LTDA ME,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,2.0
BRASIL,2021,E REALIZACOES EDITORA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,E REALIZACOES EDITORA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2021,EDICOES CRISTO E LIVROS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,EDITORA ALCANCE,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
BRASIL,2021,EDITORA ALEPH,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,1.0
BRASIL,2021,EDITORA ALEPH,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,10.0
BRASIL,2021,EDITORA ALEPH,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,3.0
BRASIL,2021,EDITORA ALEPH,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ESPAÑOL,1.0
BRASIL,2021,EDITORA ALEPH,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,4.0
BRASIL,2021,EDITORA ALEPH,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2021,EDITORA ANDARILHO,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,3.0
BRASIL,2021,EDITORA ANGEL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ESPAÑOL,1.0
BRASIL,2021,EDITORA ANGEL,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,2.0
BRASIL,2021,EDITORA ARQUEIRO LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,1.0
BRASIL,2021,EDITORA ARQUEIRO LTDA,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,3.0
BRASIL,2021,EDITORA ARQUEIRO LTDA,810 - LITERATURA AMERICANA EN INGLÉS,GALLEGO,1.0
BRASIL,2021,EDITORA ARQUEIRO LTDA,810 - LITERATURA AMERICANA EN INGLÉS,HÚNGARO,3.0
BRASIL,2021,EDITORA ARQUEIRO LTDA,810 - LITERATURA AMERICANA EN INGLÉS,ITALIANO,2.0
BRASIL,2021,EDITORA ARQUEIRO LTDA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,114.0
BRASIL,2021,EDITORA ARQUEIRO LTDA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,20.0
BRASIL,2021,EDITORA ARQUEIRO LTDA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,31.0
BRASIL,2021,EDITORA ARQUEIRO LTDA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,4.0
BRASIL,2021,EDITORA ARQUEIRO LTDA,890 - LITERATURAS DE OTRAS LENGUAS,SIN IDENTIFICAR,3.0
BRASIL,2021,EDITORA ASTROLABIO LTDA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2021,EDITORA ASTRONAUTA,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
BRASIL,2021,EDITORA BELAS LETRAS,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,6.0
BRASIL,2021,EDITORA BELAS LETRAS,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,2.0
BRASIL,2021,EDITORA BEZZ,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,11.0
BRASIL,2021,EDITORA BEZZ,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,2.0
BRASIL,2021,EDITORA BEZZ,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,EDITORA BEZZ,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,PORTUGUÉS,3.0
BRASIL,2021,EDITORA BEZZ,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,SIN IDENTIFICAR,1.0
BRASIL,2021,EDITORA BEZZ,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
BRASIL,2021,EDITORA BOOKMARKS,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,3.0
BRASIL,2021,EDITORA CABANA VERMELHA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,3.0
BRASIL,2021,EDITORA CLUBINHO LITERARIO LTDA,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,1.0
BRASIL,2021,EDITORA DIARIO MACABRO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,EDITORA ESCURECEU,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,1.0
BRASIL,2021,EDITORA EVORA,800 - LITERATURA Y RETÓRICA: GENERAL,FRANCÉS,1.0
BRASIL,2021,EDITORA ILUMINURAS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,10.0
BRASIL,2021,EDITORA ILUMINURAS,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTUGUÉS,1.0
BRASIL,2021,EDITORA INTRINSECA,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
BRASIL,2021,EDITORA INTRINSECA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,EDITORA INTRINSECA,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,30.0
BRASIL,2021,EDITORA INTRINSECA,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,4.0
BRASIL,2021,EDITORA INTRINSECA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,29.0
BRASIL,2021,EDITORA INTRINSECA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,6.0
BRASIL,2021,EDITORA JOSE OLYMPIO,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,5.0
BRASIL,2021,EDITORA JOSE OLYMPIO,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,2.0
BRASIL,2021,EDITORA JOSE OLYMPIO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,3.0
BRASIL,2021,EDITORA LITERALIZE,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,2.0
BRASIL,2021,EDITORA MANOLE,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,EDITORA MELHORAMENTOS,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,3.0
BRASIL,2021,EDITORA MELHORAMENTOS,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,26.0
BRASIL,2021,EDITORA MELHORAMENTOS,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,7.0
BRASIL,2021,EDITORA MELHORAMENTOS,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,4.0
BRASIL,2021,EDITORA MELHORAMENTOS,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,1.0
BRASIL,2021,EDITORA MELHORAMENTOS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,2.0
BRASIL,2021,EDITORA MELHORAMENTOS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,2.0
BRASIL,2021,EDITORA MELHORAMENTOS,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,1.0
BRASIL,2021,EDITORA MODERNA,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,4.0
BRASIL,2021,EDITORA MOINHOS,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,2.0
BRASIL,2021,EDITORA MORRO BRANCO,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,8.0
BRASIL,2021,EDITORA MORRO BRANCO,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,2.0
BRASIL,2021,EDITORA MORRO BRANCO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,4.0
BRASIL,2021,EDITORA MORRO BRANCO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,4.0
BRASIL,2021,EDITORA MORRO BRANCO,890 - LITERATURAS DE OTRAS LENGUAS,SIN IDENTIFICAR,2.0
BRASIL,2021,EDITORA NOS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,EDITORA NOS,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,1.0
BRASIL,2021,EDITORA PIU LTDA-ME,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
BRASIL,2021,EDITORA PIU LTDA-ME,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,EDITORA ROCCO,800 - LITERATURA Y RETÓRICA: GENERAL,ALEMÁN,1.0
BRASIL,2021,EDITORA ROCCO,800 - LITERATURA Y RETÓRICA: GENERAL,ESLOVACO,2.0
BRASIL,2021,EDITORA ROCCO,800 - LITERATURA Y RETÓRICA: GENERAL,ITALIANO,1.0
BRASIL,2021,EDITORA ROCCO,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,27.0
BRASIL,2021,EDITORA ROCCO,800 - LITERATURA Y RETÓRICA: GENERAL,SIN IDENTIFICAR,13.0
BRASIL,2021,EDITORA ROCCO,810 - LITERATURA AMERICANA EN INGLÉS,ALEMÁN,1.0
BRASIL,2021,EDITORA ROCCO,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,2.0
BRASIL,2021,EDITORA ROCCO,810 - LITERATURA AMERICANA EN INGLÉS,PORTUGUÉS,29.0
BRASIL,2021,EDITORA ROCCO,810 - LITERATURA AMERICANA EN INGLÉS,SIN IDENTIFICAR,3.0
BRASIL,2021,EDITORA ROCCO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,ITALIANO,3.0
BRASIL,2021,EDITORA ROCCO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,13.0
BRASIL,2021,EDITORA ROCCO,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SIN IDENTIFICAR,3.0
BRASIL,2021,EDITORA ROCCO,890 - LITERATURAS DE OTRAS LENGUAS,PORTUGUÉS,1.0
BRASIL,2021,EDITORA RUA DO SABAO,800 - LITERATURA Y RETÓRICA: GENERAL,ESPAÑOL,1.0
BRASIL,2021,EDITORA SELO,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,2.0
BRASIL,2021,EDITORA SEXTANTE,810 - LITERATURA AMERICANA EN INGLÉS,ESPAÑOL,1.0
BRASIL,2021,EDITORA TRIQUETRA,820 - LITERATURA INGLESA E INGLESA ANTIGUA,PORTUGUÉS,1.0
BRASIL,2021,EDITORA UPBOOKS,800 - LITERATURA Y RETÓRICA: GENERAL,PORTUGUÉS,1.0
