PAIS,ANO,DECILE_LABEL,DECILE_ORDER,PROMEDIO_REGISTROS,DESVIACION_ESTANDAR,CANTIDAD_EDITORIALES,IDIOMA_ORIGEN,CANTIDAD_OBRAS_IDIOMA
CHILE,2016,Top 10%,1,9.6,3.21,5,COREANO,3.0
CHILE,2016,Top 10%,1,9.6,3.21,5,CHINO,2.0
CHILE,2016,Top 10%,1,9.6,3.21,5,PORTUGUÉS,3.0
CHILE,2016,Top 10%,1,9.6,3.21,5,ESPAÑOL,2.0
CHILE,2016,Top 10%,1,9.6,3.21,5,INGLÉS,15.0
CHILE,2016,Top 10%,1,9.6,3.21,5,RUSO,2.0
CHILE,2016,Top 10%,1,9.6,3.21,5,ALEMÁN,4.0
CHILE,2016,Top 10%,1,9.6,3.21,5,OTROS,2.0
CHILE,2016,10% - 20%,2,5.8,1.1,5,FRANCÉS,3.0
CHILE,2016,10% - 20%,2,5.8,1.1,5,PORTUGUÉS,2.0
CHILE,2016,10% - 20%,2,5.8,1.1,5,POLACO,1.0
CHILE,2016,10% - 20%,2,5.8,1.1,5,INGLÉS,19.0
CHILE,2016,10% - 20%,2,5.8,1.1,5,RUSO,3.0
CHILE,2016,10% - 20%,2,5.8,1.1,5,ALEMÁN,1.0
CHILE,2016,20% - 30%,3,2.6,0.55,5,FRANCÉS,2.0
CHILE,2016,20% - 30%,3,2.6,0.55,5,ESPAÑOL,3.0
CHILE,2016,20% - 30%,3,2.6,0.55,5,INGLÉS,5.0
CHILE,2016,20% - 30%,3,2.6,0.55,5,RUSO,1.0
CHILE,2016,20% - 30%,3,2.6,0.55,5,ALEMÁN,2.0
CHILE,2016,30% - 40%,4,2.0,0.0,5,FRANCÉS,2.0
CHILE,2016,30% - 40%,4,2.0,0.0,5,SIN IDENTIFICAR,1.0
CHILE,2016,30% - 40%,4,2.0,0.0,5,INGLÉS,6.0
CHILE,2016,30% - 40%,4,2.0,0.0,5,ALEMÁN,1.0
CHILE,2016,40% - 50%,5,1.2,0.45,5,FRANCÉS,1.0
CHILE,2016,40% - 50%,5,1.2,0.45,5,GRIEGO,1.0
CHILE,2016,40% - 50%,5,1.2,0.45,5,PORTUGUÉS,1.0
CHILE,2016,40% - 50%,5,1.2,0.45,5,ESPAÑOL,1.0
CHILE,2016,40% - 50%,5,1.2,0.45,5,INGLÉS,1.0
CHILE,2016,40% - 50%,5,1.2,0.45,5,SUECO,1.0
CHILE,2016,50% - 60%,6,1.0,0.0,5,GRIEGO,1.0
CHILE,2016,50% - 60%,6,1.0,0.0,5,PORTUGUÉS,1.0
CHILE,2016,50% - 60%,6,1.0,0.0,5,ESPAÑOL,1.0
CHILE,2016,50% - 60%,6,1.0,0.0,5,INGLÉS,2.0
CHILE,2016,60% - 70%,7,1.0,0.0,4,ESPAÑOL,1.0
CHILE,2016,60% - 70%,7,1.0,0.0,4,ALEMÁN,2.0
CHILE,2016,60% - 70%,7,1.0,0.0,4,JAPONÉS,1.0
CHILE,2016,70% - 80%,8,1.0,0.0,4,INGLÉS,3.0
CHILE,2016,70% - 80%,8,1.0,0.0,4,ALEMÁN,1.0
CHILE,2016,80% - 90%,9,1.0,0.0,4,FRANCÉS,2.0
CHILE,2016,80% - 90%,9,1.0,0.0,4,SIN IDENTIFICAR,1.0
CHILE,2016,80% - 90%,9,1.0,0.0,4,COREANO,1.0
CHILE,2016,90% - 100%,10,1.0,0.0,4,INGLÉS,3.0
CHILE,2016,90% - 100%,10,1.0,0.0,4,ALEMÁN,1.0
CHILE,2017,Top 10%,1,20.25,5.19,4,MAPUDUNGUN,1.0
CHILE,2017,Top 10%,1,20.25,5.19,4,FRANCÉS,6.0
CHILE,2017,Top 10%,1,20.25,5.19,4,GRIEGO,2.0
CHILE,2017,Top 10%,1,20.25,5.19,4,SIN IDENTIFICAR,2.0
CHILE,2017,Top 10%,1,20.25,5.19,4,CROATA,1.0
CHILE,2017,Top 10%,1,20.25,5.19,4,ESPAÑOL,12.0
CHILE,2017,Top 10%,1,20.25,5.19,4,INGLÉS,30.0
CHILE,2017,Top 10%,1,20.25,5.19,4,RUSO,2.0
CHILE,2017,Top 10%,1,20.25,5.19,4,ALEMÁN,1.0
CHILE,2017,Top 10%,1,20.25,5.19,4,DANÉS,24.0
CHILE,2017,10% - 20%,2,8.25,2.22,4,TURCO,1.0
CHILE,2017,10% - 20%,2,8.25,2.22,4,FRANCÉS,4.0
CHILE,2017,10% - 20%,2,8.25,2.22,4,GRIEGO,1.0
CHILE,2017,10% - 20%,2,8.25,2.22,4,SIN IDENTIFICAR,8.0
CHILE,2017,10% - 20%,2,8.25,2.22,4,PORTUGUÉS,3.0
CHILE,2017,10% - 20%,2,8.25,2.22,4,INGLÉS,13.0
CHILE,2017,10% - 20%,2,8.25,2.22,4,ALEMÁN,1.0
CHILE,2017,10% - 20%,2,8.25,2.22,4,JAPONÉS,2.0
CHILE,2017,20% - 30%,3,4.0,0.0,4,MAPUDUNGUN,1.0
CHILE,2017,20% - 30%,3,4.0,0.0,4,SIN IDENTIFICAR,3.0
CHILE,2017,20% - 30%,3,4.0,0.0,4,ITALIANO,1.0
CHILE,2017,20% - 30%,3,4.0,0.0,4,INGLÉS,6.0
CHILE,2017,20% - 30%,3,4.0,0.0,4,ALEMÁN,5.0
CHILE,2017,30% - 40%,4,2.75,0.96,4,ITALIANO,3.0
CHILE,2017,30% - 40%,4,2.75,0.96,4,ESPAÑOL,6.0
CHILE,2017,30% - 40%,4,2.75,0.96,4,INGLÉS,2.0
CHILE,2017,40% - 50%,5,2.0,0.0,4,ITALIANO,1.0
CHILE,2017,40% - 50%,5,2.0,0.0,4,NORUEGO,2.0
CHILE,2017,40% - 50%,5,2.0,0.0,4,INGLÉS,4.0
CHILE,2017,40% - 50%,5,2.0,0.0,4,ALEMÁN,1.0
CHILE,2017,50% - 60%,6,1.75,0.5,4,INGLÉS,7.0
CHILE,2017,60% - 70%,7,1.0,0.0,4,ESPAÑOL,2.0
CHILE,2017,60% - 70%,7,1.0,0.0,4,INGLÉS,2.0
CHILE,2017,70% - 80%,8,1.0,0.0,4,FRANCÉS,1.0
CHILE,2017,70% - 80%,8,1.0,0.0,4,SIN IDENTIFICAR,1.0
CHILE,2017,70% - 80%,8,1.0,0.0,4,INGLÉS,2.0
CHILE,2017,80% - 90%,9,1.0,0.0,4,ESPAÑOL,1.0
CHILE,2017,80% - 90%,9,1.0,0.0,4,INGLÉS,3.0
CHILE,2017,90% - 100%,10,1.0,0.0,3,FRANCÉS,1.0
CHILE,2017,90% - 100%,10,1.0,0.0,3,CREOLE,1.0
CHILE,2017,90% - 100%,10,1.0,0.0,3,ALEMÁN,1.0
CHILE,2018,Top 10%,1,13.86,6.72,7,FRANCÉS,6.0
CHILE,2018,Top 10%,1,13.86,6.72,7,ITALIANO,9.0
CHILE,2018,Top 10%,1,13.86,6.72,7,CHECO,1.0
CHILE,2018,Top 10%,1,13.86,6.72,7,CHINO,3.0
CHILE,2018,Top 10%,1,13.86,6.72,7,PORTUGUÉS,1.0
CHILE,2018,Top 10%,1,13.86,6.72,7,ESPAÑOL,1.0
CHILE,2018,Top 10%,1,13.86,6.72,7,INGLÉS,65.0
CHILE,2018,Top 10%,1,13.86,6.72,7,RUSO,4.0
CHILE,2018,Top 10%,1,13.86,6.72,7,ALEMÁN,3.0
CHILE,2018,Top 10%,1,13.86,6.72,7,DANÉS,2.0
CHILE,2018,Top 10%,1,13.86,6.72,7,JAPONÉS,1.0
CHILE,2018,Top 10%,1,13.86,6.72,7,OTROS,1.0
CHILE,2018,10% - 20%,2,5.43,1.4,7,FRANCÉS,6.0
CHILE,2018,10% - 20%,2,5.43,1.4,7,ESPAÑOL,3.0
CHILE,2018,10% - 20%,2,5.43,1.4,7,INGLÉS,21.0
CHILE,2018,10% - 20%,2,5.43,1.4,7,ALEMÁN,1.0
CHILE,2018,10% - 20%,2,5.43,1.4,7,DANÉS,7.0
CHILE,2018,20% - 30%,3,3.0,0.58,7,FRANCÉS,3.0
CHILE,2018,20% - 30%,3,3.0,0.58,7,ITALIANO,2.0
CHILE,2018,20% - 30%,3,3.0,0.58,7,PORTUGUÉS,4.0
CHILE,2018,20% - 30%,3,3.0,0.58,7,ESPAÑOL,3.0
CHILE,2018,20% - 30%,3,3.0,0.58,7,INGLÉS,8.0
CHILE,2018,20% - 30%,3,3.0,0.58,7,ALEMÁN,1.0
CHILE,2018,30% - 40%,4,2.0,0.0,7,PORTUGUÉS,2.0
CHILE,2018,30% - 40%,4,2.0,0.0,7,ESPAÑOL,3.0
CHILE,2018,30% - 40%,4,2.0,0.0,7,INGLÉS,8.0
CHILE,2018,30% - 40%,4,2.0,0.0,7,RUSO,1.0
CHILE,2018,40% - 50%,5,1.43,0.53,7,FRANCÉS,1.0
CHILE,2018,40% - 50%,5,1.43,0.53,7,ITALIANO,1.0
CHILE,2018,40% - 50%,5,1.43,0.53,7,ESPAÑOL,3.0
CHILE,2018,40% - 50%,5,1.43,0.53,7,INGLÉS,5.0
CHILE,2018,50% - 60%,6,1.0,0.0,7,ITALIANO,1.0
CHILE,2018,50% - 60%,6,1.0,0.0,7,PORTUGUÉS,2.0
CHILE,2018,50% - 60%,6,1.0,0.0,7,ESPAÑOL,2.0
CHILE,2018,50% - 60%,6,1.0,0.0,7,LATÍN,1.0
CHILE,2018,50% - 60%,6,1.0,0.0,7,ALEMÁN,1.0
CHILE,2018,60% - 70%,7,1.0,0.0,6,FRANCÉS,1.0
CHILE,2018,60% - 70%,7,1.0,0.0,6,ITALIANO,1.0
CHILE,2018,60% - 70%,7,1.0,0.0,6,CHINO,1.0
CHILE,2018,60% - 70%,7,1.0,0.0,6,ESPAÑOL,1.0
CHILE,2018,60% - 70%,7,1.0,0.0,6,INGLÉS,1.0
CHILE,2018,60% - 70%,7,1.0,0.0,6,ALEMÁN,1.0
CHILE,2018,70% - 80%,8,1.0,0.0,6,ITALIANO,1.0
CHILE,2018,70% - 80%,8,1.0,0.0,6,PORTUGUÉS,1.0
CHILE,2018,70% - 80%,8,1.0,0.0,6,ESPAÑOL,1.0
CHILE,2018,70% - 80%,8,1.0,0.0,6,INGLÉS,2.0
CHILE,2018,70% - 80%,8,1.0,0.0,6,DANÉS,1.0
CHILE,2018,80% - 90%,9,1.0,0.0,6,ITALIANO,1.0
CHILE,2018,80% - 90%,9,1.0,0.0,6,ESPAÑOL,1.0
CHILE,2018,80% - 90%,9,1.0,0.0,6,INGLÉS,4.0
CHILE,2018,90% - 100%,10,1.0,0.0,6,FRANCÉS,1.0
CHILE,2018,90% - 100%,10,1.0,0.0,6,ITALIANO,1.0
CHILE,2018,90% - 100%,10,1.0,0.0,6,CHINO,1.0
CHILE,2018,90% - 100%,10,1.0,0.0,6,PORTUGUÉS,1.0
CHILE,2018,90% - 100%,10,1.0,0.0,6,INGLÉS,2.0
CHILE,2019,Top 10%,1,5.0,2.0,3,FRANCÉS,3.0
CHILE,2019,Top 10%,1,5.0,2.0,3,ITALIANO,1.0
CHILE,2019,Top 10%,1,5.0,2.0,3,CHINO,1.0
CHILE,2019,Top 10%,1,5.0,2.0,3,PORTUGUÉS,2.0
CHILE,2019,Top 10%,1,5.0,2.0,3,INGLÉS,4.0
CHILE,2019,Top 10%,1,5.0,2.0,3,RUSO,1.0
CHILE,2019,Top 10%,1,5.0,2.0,3,ALEMÁN,1.0
CHILE,2019,Top 10%,1,5.0,2.0,3,DANÉS,1.0
CHILE,2019,Top 10%,1,5.0,2.0,3,JAPONÉS,1.0
CHILE,2019,10% - 20%,2,2.0,0.0,3,CREOLE,2.0
CHILE,2019,10% - 20%,2,2.0,0.0,3,INGLÉS,4.0
CHILE,2019,20% - 30%,3,2.0,0.0,3,ESPAÑOL,2.0
CHILE,2019,20% - 30%,3,2.0,0.0,3,INGLÉS,4.0
CHILE,2019,30% - 40%,4,1.0,0.0,3,FRANCÉS,1.0
CHILE,2019,30% - 40%,4,1.0,0.0,3,GRIEGO,1.0
CHILE,2019,30% - 40%,4,1.0,0.0,3,ESPAÑOL,1.0
CHILE,2019,40% - 50%,5,1.0,0.0,3,CHINO,1.0
CHILE,2019,40% - 50%,5,1.0,0.0,3,SUECO,1.0
CHILE,2019,40% - 50%,5,1.0,0.0,3,RUSO,1.0
CHILE,2019,50% - 60%,6,1.0,0.0,3,FRANCÉS,1.0
CHILE,2019,50% - 60%,6,1.0,0.0,3,GRIEGO,1.0
CHILE,2019,50% - 60%,6,1.0,0.0,3,INGLÉS,1.0
CHILE,2019,60% - 70%,7,1.0,0.0,3,FRANCÉS,1.0
CHILE,2019,60% - 70%,7,1.0,0.0,3,PORTUGUÉS,1.0
CHILE,2019,60% - 70%,7,1.0,0.0,3,INGLÉS,1.0
CHILE,2019,70% - 80%,8,1.0,0.0,3,PORTUGUÉS,1.0
CHILE,2019,70% - 80%,8,1.0,0.0,3,ESPAÑOL,1.0
CHILE,2019,70% - 80%,8,1.0,0.0,3,INGLÉS,1.0
CHILE,2019,80% - 90%,9,1.0,0.0,3,ITALIANO,1.0
CHILE,2019,80% - 90%,9,1.0,0.0,3,INGLÉS,2.0
CHILE,2019,90% - 100%,10,1.0,0.0,3,FRANCÉS,1.0
CHILE,2019,90% - 100%,10,1.0,0.0,3,GRIEGO,1.0
CHILE,2019,90% - 100%,10,1.0,0.0,3,PORTUGUÉS,1.0
CHILE,2020,Top 10%,1,15.17,7.76,6,MAPUDUNGUN,1.0
CHILE,2020,Top 10%,1,15.17,7.76,6,FRANCÉS,11.0
CHILE,2020,Top 10%,1,15.17,7.76,6,COREANO,2.0
CHILE,2020,Top 10%,1,15.17,7.76,6,CHINO,1.0
CHILE,2020,Top 10%,1,15.17,7.76,6,PORTUGUÉS,3.0
CHILE,2020,Top 10%,1,15.17,7.76,6,SUECO,1.0
CHILE,2020,Top 10%,1,15.17,7.76,6,INGLÉS,69.0
CHILE,2020,Top 10%,1,15.17,7.76,6,RUSO,3.0
CHILE,2020,10% - 20%,2,5.17,1.33,6,FRANCÉS,6.0
CHILE,2020,10% - 20%,2,5.17,1.33,6,PORTUGUÉS,2.0
CHILE,2020,10% - 20%,2,5.17,1.33,6,NEERLANDÉS,1.0
CHILE,2020,10% - 20%,2,5.17,1.33,6,INGLÉS,22.0
CHILE,2020,20% - 30%,3,2.67,0.82,6,MAPUDUNGUN,1.0
CHILE,2020,20% - 30%,3,2.67,0.82,6,FRANCÉS,2.0
CHILE,2020,20% - 30%,3,2.67,0.82,6,PORTUGUÉS,1.0
CHILE,2020,20% - 30%,3,2.67,0.82,6,ESPAÑOL,8.0
CHILE,2020,20% - 30%,3,2.67,0.82,6,INGLÉS,2.0
CHILE,2020,20% - 30%,3,2.67,0.82,6,RUSO,1.0
CHILE,2020,20% - 30%,3,2.67,0.82,6,ALEMÁN,1.0
CHILE,2020,30% - 40%,4,2.0,0.0,6,FRANCÉS,1.0
CHILE,2020,30% - 40%,4,2.0,0.0,6,PORTUGUÉS,1.0
CHILE,2020,30% - 40%,4,2.0,0.0,6,ESPAÑOL,2.0
CHILE,2020,30% - 40%,4,2.0,0.0,6,INGLÉS,5.0
CHILE,2020,30% - 40%,4,2.0,0.0,6,ALEMÁN,3.0
CHILE,2020,40% - 50%,5,1.67,0.52,6,ITALIANO,2.0
CHILE,2020,40% - 50%,5,1.67,0.52,6,CHINO,1.0
CHILE,2020,40% - 50%,5,1.67,0.52,6,SUECO,1.0
CHILE,2020,40% - 50%,5,1.67,0.52,6,INGLÉS,4.0
CHILE,2020,40% - 50%,5,1.67,0.52,6,JAPONÉS,2.0
CHILE,2020,50% - 60%,6,1.0,0.0,6,FRANCÉS,2.0
CHILE,2020,50% - 60%,6,1.0,0.0,6,CHINO,1.0
CHILE,2020,50% - 60%,6,1.0,0.0,6,SUECO,1.0
CHILE,2020,50% - 60%,6,1.0,0.0,6,INGLÉS,1.0
CHILE,2020,50% - 60%,6,1.0,0.0,6,JAPONÉS,1.0
CHILE,2020,60% - 70%,7,1.0,0.0,5,ITALIANO,1.0
CHILE,2020,60% - 70%,7,1.0,0.0,5,INGLÉS,4.0
CHILE,2020,70% - 80%,8,1.0,0.0,5,FRANCÉS,2.0
CHILE,2020,70% - 80%,8,1.0,0.0,5,INGLÉS,2.0
CHILE,2020,70% - 80%,8,1.0,0.0,5,JAPONÉS,1.0
CHILE,2020,80% - 90%,9,1.0,0.0,5,AYMARA,1.0
CHILE,2020,80% - 90%,9,1.0,0.0,5,PORTUGUÉS,1.0
CHILE,2020,80% - 90%,9,1.0,0.0,5,ESPAÑOL,1.0
CHILE,2020,80% - 90%,9,1.0,0.0,5,INGLÉS,1.0
CHILE,2020,80% - 90%,9,1.0,0.0,5,RUSO,1.0
CHILE,2020,90% - 100%,10,1.0,0.0,5,ESPAÑOL,1.0
CHILE,2020,90% - 100%,10,1.0,0.0,5,INGLÉS,3.0
CHILE,2020,90% - 100%,10,1.0,0.0,5,ALEMÁN,1.0
CHILE,2021,Top 10%,1,16.17,16.22,6,FRANCÉS,3.0
CHILE,2021,Top 10%,1,16.17,16.22,6,GRIEGO,3.0
CHILE,2021,Top 10%,1,16.17,16.22,6,ITALIANO,3.0
CHILE,2021,Top 10%,1,16.17,16.22,6,CHECO,1.0
CHILE,2021,Top 10%,1,16.17,16.22,6,CHINO,1.0
CHILE,2021,Top 10%,1,16.17,16.22,6,ESPAÑOL,6.0
CHILE,2021,Top 10%,1,16.17,16.22,6,SUECO,2.0
CHILE,2021,Top 10%,1,16.17,16.22,6,INGLÉS,74.0
CHILE,2021,Top 10%,1,16.17,16.22,6,RUSO,2.0
CHILE,2021,Top 10%,1,16.17,16.22,6,ALEMÁN,1.0
CHILE,2021,Top 10%,1,16.17,16.22,6,OTROS,1.0
CHILE,2021,10% - 20%,2,4.33,1.37,6,FRANCÉS,5.0
CHILE,2021,10% - 20%,2,4.33,1.37,6,ITALIANO,2.0
CHILE,2021,10% - 20%,2,4.33,1.37,6,CATALÁN,1.0
CHILE,2021,10% - 20%,2,4.33,1.37,6,ESPAÑOL,1.0
CHILE,2021,10% - 20%,2,4.33,1.37,6,SUECO,2.0
CHILE,2021,10% - 20%,2,4.33,1.37,6,INGLÉS,11.0
CHILE,2021,10% - 20%,2,4.33,1.37,6,RUSO,1.0
CHILE,2021,10% - 20%,2,4.33,1.37,6,ALEMÁN,1.0
CHILE,2021,10% - 20%,2,4.33,1.37,6,JAPONÉS,2.0
CHILE,2021,20% - 30%,3,2.17,0.41,6,FRANCÉS,2.0
CHILE,2021,20% - 30%,3,2.17,0.41,6,PORTUGUÉS,1.0
CHILE,2021,20% - 30%,3,2.17,0.41,6,ESPAÑOL,2.0
CHILE,2021,20% - 30%,3,2.17,0.41,6,INGLÉS,7.0
CHILE,2021,20% - 30%,3,2.17,0.41,6,ALEMÁN,1.0
CHILE,2021,30% - 40%,4,1.83,0.41,6,FRANCÉS,2.0
CHILE,2021,30% - 40%,4,1.83,0.41,6,GRIEGO,2.0
CHILE,2021,30% - 40%,4,1.83,0.41,6,CHINO,2.0
CHILE,2021,30% - 40%,4,1.83,0.41,6,PORTUGUÉS,1.0
CHILE,2021,30% - 40%,4,1.83,0.41,6,INGLÉS,1.0
CHILE,2021,30% - 40%,4,1.83,0.41,6,ALEMÁN,3.0
CHILE,2021,40% - 50%,5,1.0,0.0,6,FRANCÉS,1.0
CHILE,2021,40% - 50%,5,1.0,0.0,6,ESPAÑOL,3.0
CHILE,2021,40% - 50%,5,1.0,0.0,6,INGLÉS,1.0
CHILE,2021,40% - 50%,5,1.0,0.0,6,ALEMÁN,1.0
CHILE,2021,50% - 60%,6,1.0,0.0,6,ITALIANO,1.0
CHILE,2021,50% - 60%,6,1.0,0.0,6,PORTUGUÉS,3.0
CHILE,2021,50% - 60%,6,1.0,0.0,6,INGLÉS,1.0
CHILE,2021,50% - 60%,6,1.0,0.0,6,DANÉS,1.0
CHILE,2021,60% - 70%,7,1.0,0.0,6,INGLÉS,5.0
CHILE,2021,60% - 70%,7,1.0,0.0,6,ALEMÁN,1.0
CHILE,2021,70% - 80%,8,1.0,0.0,6,ITALIANO,1.0
CHILE,2021,70% - 80%,8,1.0,0.0,6,ESPAÑOL,1.0
CHILE,2021,70% - 80%,8,1.0,0.0,6,INGLÉS,3.0
CHILE,2021,70% - 80%,8,1.0,0.0,6,ALEMÁN,1.0
CHILE,2021,80% - 90%,9,1.0,0.0,6,FRANCÉS,2.0
CHILE,2021,80% - 90%,9,1.0,0.0,6,SIN IDENTIFICAR,1.0
CHILE,2021,80% - 90%,9,1.0,0.0,6,ESPAÑOL,1.0
CHILE,2021,80% - 90%,9,1.0,0.0,6,INGLÉS,1.0
CHILE,2021,80% - 90%,9,1.0,0.0,6,ALEMÁN,1.0
CHILE,2021,90% - 100%,10,1.0,0.0,5,ESPAÑOL,2.0
CHILE,2021,90% - 100%,10,1.0,0.0,5,INGLÉS,2.0
CHILE,2021,90% - 100%,10,1.0,0.0,5,POLACO,1.0
CHILE,2022,Top 10%,1,14.33,8.73,6,EUSKERA,1.0
CHILE,2022,Top 10%,1,14.33,8.73,6,FRANCÉS,13.0
CHILE,2022,Top 10%,1,14.33,8.73,6,HEBREO,2.0
CHILE,2022,Top 10%,1,14.33,8.73,6,CHINO,1.0
CHILE,2022,Top 10%,1,14.33,8.73,6,PORTUGUÉS,1.0
CHILE,2022,Top 10%,1,14.33,8.73,6,ESPAÑOL,14.0
CHILE,2022,Top 10%,1,14.33,8.73,6,INGLÉS,49.0
CHILE,2022,Top 10%,1,14.33,8.73,6,RUSO,1.0
CHILE,2022,Top 10%,1,14.33,8.73,6,JAPONÉS,4.0
CHILE,2022,10% - 20%,2,5.33,0.52,6,MAPUDUNGUN,4.0
CHILE,2022,10% - 20%,2,5.33,0.52,6,FRANCÉS,4.0
CHILE,2022,10% - 20%,2,5.33,0.52,6,GRIEGO,2.0
CHILE,2022,10% - 20%,2,5.33,0.52,6,PORTUGUÉS,2.0
CHILE,2022,10% - 20%,2,5.33,0.52,6,ESPAÑOL,2.0
CHILE,2022,10% - 20%,2,5.33,0.52,6,SUECO,6.0
CHILE,2022,10% - 20%,2,5.33,0.52,6,INGLÉS,9.0
CHILE,2022,10% - 20%,2,5.33,0.52,6,RUSO,1.0
CHILE,2022,10% - 20%,2,5.33,0.52,6,ALEMÁN,1.0
CHILE,2022,10% - 20%,2,5.33,0.52,6,DANÉS,1.0
CHILE,2022,20% - 30%,3,4.0,0.0,6,FRANCÉS,4.0
CHILE,2022,20% - 30%,3,4.0,0.0,6,TURCO,1.0
CHILE,2022,20% - 30%,3,4.0,0.0,6,COREANO,2.0
CHILE,2022,20% - 30%,3,4.0,0.0,6,PORTUGUÉS,1.0
CHILE,2022,20% - 30%,3,4.0,0.0,6,INGLÉS,15.0
CHILE,2022,20% - 30%,3,4.0,0.0,6,ALEMÁN,1.0
CHILE,2022,30% - 40%,4,2.83,0.41,6,FRANCÉS,3.0
CHILE,2022,30% - 40%,4,2.83,0.41,6,ITALIANO,1.0
CHILE,2022,30% - 40%,4,2.83,0.41,6,INGLÉS,7.0
CHILE,2022,30% - 40%,4,2.83,0.41,6,JAPONÉS,6.0
CHILE,2022,40% - 50%,5,1.83,0.41,6,MAPUDUNGUN,1.0
CHILE,2022,40% - 50%,5,1.83,0.41,6,FRANCÉS,2.0
CHILE,2022,40% - 50%,5,1.83,0.41,6,GRIEGO,1.0
CHILE,2022,40% - 50%,5,1.83,0.41,6,ESPAÑOL,1.0
CHILE,2022,40% - 50%,5,1.83,0.41,6,INGLÉS,5.0
CHILE,2022,40% - 50%,5,1.83,0.41,6,ALEMÁN,1.0
CHILE,2022,50% - 60%,6,1.0,0.0,6,GRIEGO,1.0
CHILE,2022,50% - 60%,6,1.0,0.0,6,ITALIANO,1.0
CHILE,2022,50% - 60%,6,1.0,0.0,6,CHINO,1.0
CHILE,2022,50% - 60%,6,1.0,0.0,6,ESPAÑOL,2.0
CHILE,2022,50% - 60%,6,1.0,0.0,6,INGLÉS,1.0
CHILE,2022,60% - 70%,7,1.0,0.0,6,PORTUGUÉS,1.0
CHILE,2022,60% - 70%,7,1.0,0.0,6,ESPAÑOL,2.0
CHILE,2022,60% - 70%,7,1.0,0.0,6,INGLÉS,3.0
CHILE,2022,70% - 80%,8,1.0,0.0,6,ITALIANO,1.0
CHILE,2022,70% - 80%,8,1.0,0.0,6,PORTUGUÉS,2.0
CHILE,2022,70% - 80%,8,1.0,0.0,6,ESPAÑOL,1.0
CHILE,2022,70% - 80%,8,1.0,0.0,6,INGLÉS,2.0
CHILE,2022,80% - 90%,9,1.0,0.0,6,PORTUGUÉS,1.0
CHILE,2022,80% - 90%,9,1.0,0.0,6,ESPAÑOL,1.0
CHILE,2022,80% - 90%,9,1.0,0.0,6,INGLÉS,3.0
CHILE,2022,80% - 90%,9,1.0,0.0,6,JAPONÉS,1.0
CHILE,2022,90% - 100%,10,1.0,0.0,6,FRANCÉS,2.0
CHILE,2022,90% - 100%,10,1.0,0.0,6,BULGARO,1.0
CHILE,2022,90% - 100%,10,1.0,0.0,6,INGLÉS,3.0
CHILE,2023,Top 10%,1,27.0,31.5,6,FRANCÉS,12.0
CHILE,2023,Top 10%,1,27.0,31.5,6,GRIEGO,1.0
CHILE,2023,Top 10%,1,27.0,31.5,6,CHINO,4.0
CHILE,2023,Top 10%,1,27.0,31.5,6,PORTUGUÉS,2.0
CHILE,2023,Top 10%,1,27.0,31.5,6,INGLÉS,136.0
CHILE,2023,Top 10%,1,27.0,31.5,6,RUSO,2.0
CHILE,2023,Top 10%,1,27.0,31.5,6,ALEMÁN,5.0
CHILE,2023,10% - 20%,2,5.6,1.52,5,FRANCÉS,1.0
CHILE,2023,10% - 20%,2,5.6,1.52,5,ITALIANO,2.0
CHILE,2023,10% - 20%,2,5.6,1.52,5,NEERLANDÉS,1.0
CHILE,2023,10% - 20%,2,5.6,1.52,5,ESPAÑOL,4.0
CHILE,2023,10% - 20%,2,5.6,1.52,5,INGLÉS,8.0
CHILE,2023,10% - 20%,2,5.6,1.52,5,ALEMÁN,7.0
CHILE,2023,10% - 20%,2,5.6,1.52,5,JAPONÉS,5.0
CHILE,2023,20% - 30%,3,3.2,0.45,5,FRANCÉS,2.0
CHILE,2023,20% - 30%,3,3.2,0.45,5,ITALIANO,3.0
CHILE,2023,20% - 30%,3,3.2,0.45,5,PORTUGUÉS,2.0
CHILE,2023,20% - 30%,3,3.2,0.45,5,CATALÁN,1.0
CHILE,2023,20% - 30%,3,3.2,0.45,5,INGLÉS,5.0
CHILE,2023,20% - 30%,3,3.2,0.45,5,ALEMÁN,2.0
CHILE,2023,20% - 30%,3,3.2,0.45,5,JAPONÉS,1.0
CHILE,2023,30% - 40%,4,2.4,0.55,5,FRANCÉS,5.0
CHILE,2023,30% - 40%,4,2.4,0.55,5,CHINO,1.0
CHILE,2023,30% - 40%,4,2.4,0.55,5,INGLÉS,6.0
CHILE,2023,40% - 50%,5,2.0,0.0,5,FRANCÉS,1.0
CHILE,2023,40% - 50%,5,2.0,0.0,5,ITALIANO,1.0
CHILE,2023,40% - 50%,5,2.0,0.0,5,ESPAÑOL,2.0
CHILE,2023,40% - 50%,5,2.0,0.0,5,INGLÉS,6.0
CHILE,2023,50% - 60%,6,1.8,0.45,5,FRANCÉS,1.0
CHILE,2023,50% - 60%,6,1.8,0.45,5,PORTUGUÉS,1.0
CHILE,2023,50% - 60%,6,1.8,0.45,5,INGLÉS,5.0
CHILE,2023,50% - 60%,6,1.8,0.45,5,ALEMÁN,1.0
CHILE,2023,50% - 60%,6,1.8,0.45,5,JAPONÉS,1.0
CHILE,2023,60% - 70%,7,1.0,0.0,5,ESPAÑOL,2.0
CHILE,2023,60% - 70%,7,1.0,0.0,5,INGLÉS,3.0
