PAIS,ANO,DECILE_LABEL,DECILE_ORDER,PROMEDIO_REGISTROS,DESVIACION_ESTANDAR,CANTIDAD_EDITORIALES,IDIOMA_ORIGEN,CANTIDAD_OBRAS_IDIOMA
ARGENTINA,2012,Top 10%,1,72.17,43.49,6,SIN IDENTIFICAR,433.0
ARGENTINA,2012,10% - 20%,2,9.5,3.27,6,SIN IDENTIFICAR,57.0
ARGENTINA,2012,20% - 30%,3,6.0,0.63,6,SIN IDENTIFICAR,36.0
ARGENTINA,2012,30% - 40%,4,3.67,0.52,6,SIN IDENTIFICAR,22.0
ARGENTINA,2012,40% - 50%,5,3.0,0.0,6,SIN IDENTIFICAR,18.0
ARGENTINA,2012,50% - 60%,6,2.17,0.41,6,SIN IDENTIFICAR,13.0
ARGENTINA,2012,60% - 70%,7,1.0,0.0,5,SIN IDENTIFICAR,5.0
ARGENTINA,2012,70% - 80%,8,1.0,0.0,5,SIN IDENTIFICAR,5.0
ARGENTINA,2012,80% - 90%,9,1.0,0.0,5,SIN IDENTIFICAR,5.0
ARGENTINA,2012,90% - 100%,10,1.0,0.0,5,SIN IDENTIFICAR,5.0
ARGENTINA,2013,Top 10%,1,39.17,21.03,6,SIN IDENTIFICAR,235.0
ARGENTINA,2013,10% - 20%,2,12.83,2.71,6,SIN IDENTIFICAR,77.0
ARGENTINA,2013,20% - 30%,3,7.33,1.51,6,SIN IDENTIFICAR,44.0
ARGENTINA,2013,30% - 40%,4,4.17,0.41,6,SIN IDENTIFICAR,25.0
ARGENTINA,2013,40% - 50%,5,3.0,0.63,6,SIN IDENTIFICAR,18.0
ARGENTINA,2013,50% - 60%,6,2.0,0.0,5,SIN IDENTIFICAR,10.0
ARGENTINA,2013,60% - 70%,7,1.0,0.0,5,SIN IDENTIFICAR,5.0
ARGENTINA,2013,70% - 80%,8,1.0,0.0,5,SIN IDENTIFICAR,5.0
ARGENTINA,2013,80% - 90%,9,1.0,0.0,5,SIN IDENTIFICAR,5.0
ARGENTINA,2013,90% - 100%,10,1.0,0.0,5,SIN IDENTIFICAR,5.0
ARGENTINA,2014,Top 10%,1,61.33,49.81,6,SIN IDENTIFICAR,368.0
ARGENTINA,2014,10% - 20%,2,15.0,5.55,6,SIN IDENTIFICAR,90.0
ARGENTINA,2014,20% - 30%,3,4.67,1.03,6,SIN IDENTIFICAR,28.0
ARGENTINA,2014,30% - 40%,4,2.83,0.75,6,SIN IDENTIFICAR,17.0
ARGENTINA,2014,40% - 50%,5,2.0,0.0,6,SIN IDENTIFICAR,12.0
ARGENTINA,2014,50% - 60%,6,2.0,0.0,6,SIN IDENTIFICAR,12.0
ARGENTINA,2014,60% - 70%,7,1.0,0.0,6,SIN IDENTIFICAR,6.0
ARGENTINA,2014,70% - 80%,8,1.0,0.0,6,SIN IDENTIFICAR,6.0
ARGENTINA,2014,80% - 90%,9,1.0,0.0,6,SIN IDENTIFICAR,6.0
ARGENTINA,2014,90% - 100%,10,1.0,0.0,6,SIN IDENTIFICAR,6.0
ARGENTINA,2015,Top 10%,1,56.11,76.42,9,SIN IDENTIFICAR,505.0
ARGENTINA,2015,10% - 20%,2,8.56,2.24,9,SIN IDENTIFICAR,77.0
ARGENTINA,2015,20% - 30%,3,4.56,0.88,9,SIN IDENTIFICAR,41.0
ARGENTINA,2015,30% - 40%,4,2.78,0.44,9,SIN IDENTIFICAR,25.0
ARGENTINA,2015,40% - 50%,5,2.0,0.0,9,SIN IDENTIFICAR,18.0
ARGENTINA,2015,50% - 60%,6,1.25,0.46,8,SIN IDENTIFICAR,10.0
ARGENTINA,2015,60% - 70%,7,1.0,0.0,8,SIN IDENTIFICAR,8.0
ARGENTINA,2015,70% - 80%,8,1.0,0.0,8,SIN IDENTIFICAR,8.0
ARGENTINA,2015,80% - 90%,9,1.0,0.0,8,SIN IDENTIFICAR,8.0
ARGENTINA,2015,90% - 100%,10,1.0,0.0,8,SIN IDENTIFICAR,8.0
ARGENTINA,2016,Top 10%,1,43.78,60.47,9,JAPONES,1.0
ARGENTINA,2016,Top 10%,1,43.78,60.47,9,FRANCÉS,17.0
ARGENTINA,2016,Top 10%,1,43.78,60.47,9,ITALIANO,8.0
ARGENTINA,2016,Top 10%,1,43.78,60.47,9,ESL,12.0
ARGENTINA,2016,Top 10%,1,43.78,60.47,9,NORUEGO,5.0
ARGENTINA,2016,Top 10%,1,43.78,60.47,9,ELL,4.0
ARGENTINA,2016,Top 10%,1,43.78,60.47,9,CHINO,1.0
ARGENTINA,2016,Top 10%,1,43.78,60.47,9,IRI,1.0
ARGENTINA,2016,Top 10%,1,43.78,60.47,9,PORTUGUÉS,10.0
ARGENTINA,2016,Top 10%,1,43.78,60.47,9,NEERLANDÉS,11.0
ARGENTINA,2016,Top 10%,1,43.78,60.47,9,SUECO,3.0
ARGENTINA,2016,Top 10%,1,43.78,60.47,9,INGLÉS,306.0
ARGENTINA,2016,Top 10%,1,43.78,60.47,9,POLACO,2.0
ARGENTINA,2016,Top 10%,1,43.78,60.47,9,RUSO,3.0
ARGENTINA,2016,Top 10%,1,43.78,60.47,9,DANÉS,1.0
ARGENTINA,2016,Top 10%,1,43.78,60.47,9,OTROS,9.0
ARGENTINA,2016,10% - 20%,2,7.22,1.3,9,JAPONES,2.0
ARGENTINA,2016,10% - 20%,2,7.22,1.3,9,FRANCÉS,9.0
ARGENTINA,2016,10% - 20%,2,7.22,1.3,9,SIN IDENTIFICAR,1.0
ARGENTINA,2016,10% - 20%,2,7.22,1.3,9,ESL,1.0
ARGENTINA,2016,10% - 20%,2,7.22,1.3,9,CHINO,1.0
ARGENTINA,2016,10% - 20%,2,7.22,1.3,9,PORTUGUÉS,14.0
ARGENTINA,2016,10% - 20%,2,7.22,1.3,9,NEERLANDÉS,5.0
ARGENTINA,2016,10% - 20%,2,7.22,1.3,9,INGLÉS,32.0
ARGENTINA,2016,20% - 30%,3,4.22,0.97,9,FRANCÉS,6.0
ARGENTINA,2016,20% - 30%,3,4.22,0.97,9,NEERLANDÉS,7.0
ARGENTINA,2016,20% - 30%,3,4.22,0.97,9,INGLÉS,23.0
ARGENTINA,2016,20% - 30%,3,4.22,0.97,9,RUSO,2.0
ARGENTINA,2016,30% - 40%,4,2.44,0.53,9,FRANCÉS,5.0
ARGENTINA,2016,30% - 40%,4,2.44,0.53,9,PORTUGUÉS,2.0
ARGENTINA,2016,30% - 40%,4,2.44,0.53,9,INGLÉS,15.0
ARGENTINA,2016,40% - 50%,5,2.0,0.0,8,FRANCÉS,3.0
ARGENTINA,2016,40% - 50%,5,2.0,0.0,8,HEBREO,2.0
ARGENTINA,2016,40% - 50%,5,2.0,0.0,8,ITALIANO,1.0
ARGENTINA,2016,40% - 50%,5,2.0,0.0,8,PORTUGUÉS,2.0
ARGENTINA,2016,40% - 50%,5,2.0,0.0,8,NEERLANDÉS,2.0
ARGENTINA,2016,40% - 50%,5,2.0,0.0,8,INGLÉS,5.0
ARGENTINA,2016,40% - 50%,5,2.0,0.0,8,DANÉS,1.0
ARGENTINA,2016,50% - 60%,6,1.62,0.52,8,FRANCÉS,3.0
ARGENTINA,2016,50% - 60%,6,1.62,0.52,8,ITALIANO,1.0
ARGENTINA,2016,50% - 60%,6,1.62,0.52,8,ELL,1.0
ARGENTINA,2016,50% - 60%,6,1.62,0.52,8,INGLÉS,6.0
ARGENTINA,2016,50% - 60%,6,1.62,0.52,8,RUSO,2.0
ARGENTINA,2016,60% - 70%,7,1.0,0.0,8,JAPONES,1.0
ARGENTINA,2016,60% - 70%,7,1.0,0.0,8,FRANCÉS,2.0
ARGENTINA,2016,60% - 70%,7,1.0,0.0,8,ELL,2.0
ARGENTINA,2016,60% - 70%,7,1.0,0.0,8,INGLÉS,3.0
ARGENTINA,2016,70% - 80%,8,1.0,0.0,8,ITALIANO,2.0
ARGENTINA,2016,70% - 80%,8,1.0,0.0,8,IRI,1.0
ARGENTINA,2016,70% - 80%,8,1.0,0.0,8,PORTUGUÉS,2.0
ARGENTINA,2016,70% - 80%,8,1.0,0.0,8,INGLÉS,1.0
ARGENTINA,2016,70% - 80%,8,1.0,0.0,8,POLACO,1.0
ARGENTINA,2016,70% - 80%,8,1.0,0.0,8,RUSO,1.0
ARGENTINA,2016,80% - 90%,9,1.0,0.0,8,JAPONES,1.0
ARGENTINA,2016,80% - 90%,9,1.0,0.0,8,FRANCÉS,2.0
ARGENTINA,2016,80% - 90%,9,1.0,0.0,8,ITALIANO,2.0
ARGENTINA,2016,80% - 90%,9,1.0,0.0,8,PORTUGUÉS,1.0
ARGENTINA,2016,80% - 90%,9,1.0,0.0,8,INGLÉS,2.0
ARGENTINA,2016,90% - 100%,10,1.0,0.0,8,FRANCÉS,1.0
ARGENTINA,2016,90% - 100%,10,1.0,0.0,8,PORTUGUÉS,1.0
ARGENTINA,2016,90% - 100%,10,1.0,0.0,8,NEERLANDÉS,2.0
ARGENTINA,2016,90% - 100%,10,1.0,0.0,8,INGLÉS,3.0
ARGENTINA,2016,90% - 100%,10,1.0,0.0,8,LATÍN,1.0
ARGENTINA,2017,Top 10%,1,46.0,49.44,8,JAPONES,2.0
ARGENTINA,2017,Top 10%,1,46.0,49.44,8,FRANCÉS,17.0
ARGENTINA,2017,Top 10%,1,46.0,49.44,8,ITALIANO,24.0
ARGENTINA,2017,Top 10%,1,46.0,49.44,8,ESL,5.0
ARGENTINA,2017,Top 10%,1,46.0,49.44,8,NORUEGO,4.0
ARGENTINA,2017,Top 10%,1,46.0,49.44,8,PORTUGUÉS,7.0
ARGENTINA,2017,Top 10%,1,46.0,49.44,8,NEERLANDÉS,4.0
ARGENTINA,2017,Top 10%,1,46.0,49.44,8,CATALÁN,2.0
ARGENTINA,2017,Top 10%,1,46.0,49.44,8,SUECO,3.0
ARGENTINA,2017,Top 10%,1,46.0,49.44,8,INGLÉS,298.0
ARGENTINA,2017,Top 10%,1,46.0,49.44,8,POLACO,1.0
ARGENTINA,2017,Top 10%,1,46.0,49.44,8,OTROS,1.0
ARGENTINA,2017,10% - 20%,2,8.12,2.03,8,ARABE,1.0
ARGENTINA,2017,10% - 20%,2,8.12,2.03,8,JAPONES,4.0
ARGENTINA,2017,10% - 20%,2,8.12,2.03,8,FRANCÉS,10.0
ARGENTINA,2017,10% - 20%,2,8.12,2.03,8,ITALIANO,2.0
ARGENTINA,2017,10% - 20%,2,8.12,2.03,8,ESL,9.0
ARGENTINA,2017,10% - 20%,2,8.12,2.03,8,NEERLANDÉS,7.0
ARGENTINA,2017,10% - 20%,2,8.12,2.03,8,INGLÉS,31.0
ARGENTINA,2017,10% - 20%,2,8.12,2.03,8,DANÉS,1.0
ARGENTINA,2017,20% - 30%,3,4.88,0.64,8,FRANCÉS,2.0
ARGENTINA,2017,20% - 30%,3,4.88,0.64,8,ITALIANO,2.0
ARGENTINA,2017,20% - 30%,3,4.88,0.64,8,ESL,1.0
ARGENTINA,2017,20% - 30%,3,4.88,0.64,8,NORUEGO,1.0
ARGENTINA,2017,20% - 30%,3,4.88,0.64,8,PORTUGUÉS,2.0
ARGENTINA,2017,20% - 30%,3,4.88,0.64,8,NEERLANDÉS,10.0
ARGENTINA,2017,20% - 30%,3,4.88,0.64,8,INGLÉS,21.0
ARGENTINA,2017,30% - 40%,4,3.0,0.0,8,FRANCÉS,6.0
ARGENTINA,2017,30% - 40%,4,3.0,0.0,8,CHINO,1.0
ARGENTINA,2017,30% - 40%,4,3.0,0.0,8,PORTUGUÉS,4.0
ARGENTINA,2017,30% - 40%,4,3.0,0.0,8,INGLÉS,10.0
ARGENTINA,2017,30% - 40%,4,3.0,0.0,8,POLACO,1.0
ARGENTINA,2017,30% - 40%,4,3.0,0.0,8,DANÉS,2.0
ARGENTINA,2017,40% - 50%,5,2.12,0.35,8,FRANCÉS,4.0
ARGENTINA,2017,40% - 50%,5,2.12,0.35,8,ITALIANO,3.0
ARGENTINA,2017,40% - 50%,5,2.12,0.35,8,NEERLANDÉS,2.0
ARGENTINA,2017,40% - 50%,5,2.12,0.35,8,INGLÉS,6.0
ARGENTINA,2017,40% - 50%,5,2.12,0.35,8,RUSO,1.0
ARGENTINA,2017,40% - 50%,5,2.12,0.35,8,ESL / SAN /,1.0
ARGENTINA,2017,50% - 60%,6,1.5,0.53,8,FRANCÉS,1.0
ARGENTINA,2017,50% - 60%,6,1.5,0.53,8,ESL,1.0
ARGENTINA,2017,50% - 60%,6,1.5,0.53,8,NEERLANDÉS,1.0
ARGENTINA,2017,50% - 60%,6,1.5,0.53,8,INGLÉS,9.0
ARGENTINA,2017,60% - 70%,7,1.0,0.0,8,FRANCÉS,3.0
ARGENTINA,2017,60% - 70%,7,1.0,0.0,8,CHINO,1.0
ARGENTINA,2017,60% - 70%,7,1.0,0.0,8,PORTUGUÉS,1.0
ARGENTINA,2017,60% - 70%,7,1.0,0.0,8,NEERLANDÉS,1.0
ARGENTINA,2017,60% - 70%,7,1.0,0.0,8,INGLÉS,1.0
ARGENTINA,2017,60% - 70%,7,1.0,0.0,8,POLACO,1.0
ARGENTINA,2017,70% - 80%,8,1.0,0.0,7,ITALIANO,1.0
ARGENTINA,2017,70% - 80%,8,1.0,0.0,7,ESL,1.0
ARGENTINA,2017,70% - 80%,8,1.0,0.0,7,PORTUGUÉS,1.0
ARGENTINA,2017,70% - 80%,8,1.0,0.0,7,NEERLANDÉS,2.0
ARGENTINA,2017,70% - 80%,8,1.0,0.0,7,INGLÉS,2.0
ARGENTINA,2017,80% - 90%,9,1.0,0.0,7,ESL,1.0
ARGENTINA,2017,80% - 90%,9,1.0,0.0,7,INGLÉS,5.0
ARGENTINA,2017,80% - 90%,9,1.0,0.0,7,RUSO,1.0
ARGENTINA,2017,90% - 100%,10,1.0,0.0,7,PORTUGUÉS,2.0
ARGENTINA,2017,90% - 100%,10,1.0,0.0,7,NEERLANDÉS,2.0
ARGENTINA,2017,90% - 100%,10,1.0,0.0,7,INGLÉS,3.0
ARGENTINA,2018,Top 10%,1,2.0,0.0,1,FRANCÉS,2.0
ARGENTINA,2018,10% - 20%,2,2.0,0.0,1,INGLÉS,2.0
ARGENTINA,2018,20% - 30%,3,1.0,0.0,1,FRANCÉS,1.0
ARGENTINA,2018,30% - 40%,4,1.0,0.0,1,INGLÉS,1.0
ARGENTINA,2018,40% - 50%,5,1.0,0.0,1,INGLÉS,1.0
ARGENTINA,2018,50% - 60%,6,1.0,0.0,1,INGLÉS,1.0
ARGENTINA,2018,60% - 70%,7,1.0,0.0,1,ESL,1.0
ARGENTINA,2019,Top 10%,1,46.4,35.1,10,FRANCÉS,47.0
ARGENTINA,2019,Top 10%,1,46.4,35.1,10,ITALIANO,7.0
ARGENTINA,2019,Top 10%,1,46.4,35.1,10,ESL,21.0
ARGENTINA,2019,Top 10%,1,46.4,35.1,10,ELL,4.0
ARGENTINA,2019,Top 10%,1,46.4,35.1,10,NORUEGO,1.0
ARGENTINA,2019,Top 10%,1,46.4,35.1,10,PORTUGUÉS,16.0
ARGENTINA,2019,Top 10%,1,46.4,35.1,10,NEERLANDÉS,19.0
ARGENTINA,2019,Top 10%,1,46.4,35.1,10,SUECO,3.0
ARGENTINA,2019,Top 10%,1,46.4,35.1,10,INGLÉS,344.0
ARGENTINA,2019,Top 10%,1,46.4,35.1,10,RUSO,1.0
ARGENTINA,2019,Top 10%,1,46.4,35.1,10,DANÉS,1.0
ARGENTINA,2019,10% - 20%,2,7.1,1.29,10,JAPONES,1.0
ARGENTINA,2019,10% - 20%,2,7.1,1.29,10,FRANCÉS,9.0
ARGENTINA,2019,10% - 20%,2,7.1,1.29,10,ITALIANO,3.0
ARGENTINA,2019,10% - 20%,2,7.1,1.29,10,ELL,1.0
ARGENTINA,2019,10% - 20%,2,7.1,1.29,10,NORUEGO,1.0
ARGENTINA,2019,10% - 20%,2,7.1,1.29,10,PORTUGUÉS,17.0
ARGENTINA,2019,10% - 20%,2,7.1,1.29,10,NEERLANDÉS,2.0
ARGENTINA,2019,10% - 20%,2,7.1,1.29,10,INGLÉS,35.0
ARGENTINA,2019,10% - 20%,2,7.1,1.29,10,POLACO,1.0
ARGENTINA,2019,10% - 20%,2,7.1,1.29,10,DANÉS,1.0
ARGENTINA,2019,20% - 30%,3,4.8,0.92,10,JAPONES,1.0
ARGENTINA,2019,20% - 30%,3,4.8,0.92,10,FRANCÉS,7.0
ARGENTINA,2019,20% - 30%,3,4.8,0.92,10,ITALIANO,4.0
ARGENTINA,2019,20% - 30%,3,4.8,0.92,10,ESL,5.0
ARGENTINA,2019,20% - 30%,3,4.8,0.92,10,ESLOVENO,5.0
ARGENTINA,2019,20% - 30%,3,4.8,0.92,10,NEERLANDÉS,2.0
ARGENTINA,2019,20% - 30%,3,4.8,0.92,10,INGLÉS,24.0
ARGENTINA,2019,30% - 40%,4,2.7,0.48,10,FRANCÉS,4.0
ARGENTINA,2019,30% - 40%,4,2.7,0.48,10,HEBREO,1.0
ARGENTINA,2019,30% - 40%,4,2.7,0.48,10,ITALIANO,5.0
ARGENTINA,2019,30% - 40%,4,2.7,0.48,10,ESLOVENO,2.0
ARGENTINA,2019,30% - 40%,4,2.7,0.48,10,PORTUGUÉS,2.0
ARGENTINA,2019,30% - 40%,4,2.7,0.48,10,INGLÉS,13.0
ARGENTINA,2019,40% - 50%,5,2.0,0.0,9,JAPONES,1.0
ARGENTINA,2019,40% - 50%,5,2.0,0.0,9,FRANCÉS,3.0
ARGENTINA,2019,40% - 50%,5,2.0,0.0,9,ESL,2.0
ARGENTINA,2019,40% - 50%,5,2.0,0.0,9,PORTUGUÉS,1.0
ARGENTINA,2019,40% - 50%,5,2.0,0.0,9,NEERLANDÉS,1.0
ARGENTINA,2019,40% - 50%,5,2.0,0.0,9,INGLÉS,9.0
ARGENTINA,2019,40% - 50%,5,2.0,0.0,9,DANÉS,1.0
ARGENTINA,2019,50% - 60%,6,1.33,0.5,9,FRANCÉS,3.0
ARGENTINA,2019,50% - 60%,6,1.33,0.5,9,ESL,1.0
ARGENTINA,2019,50% - 60%,6,1.33,0.5,9,NORUEGO,1.0
ARGENTINA,2019,50% - 60%,6,1.33,0.5,9,PORTUGUÉS,1.0
ARGENTINA,2019,50% - 60%,6,1.33,0.5,9,INGLÉS,3.0
ARGENTINA,2019,50% - 60%,6,1.33,0.5,9,RUSO,2.0
ARGENTINA,2019,50% - 60%,6,1.33,0.5,9,DANÉS,1.0
ARGENTINA,2019,60% - 70%,7,1.0,0.0,9,FRANCÉS,2.0
ARGENTINA,2019,60% - 70%,7,1.0,0.0,9,ITALIANO,2.0
ARGENTINA,2019,60% - 70%,7,1.0,0.0,9,INGLÉS,5.0
ARGENTINA,2019,70% - 80%,8,1.0,0.0,9,PORTUGUÉS,1.0
ARGENTINA,2019,70% - 80%,8,1.0,0.0,9,NEERLANDÉS,2.0
ARGENTINA,2019,70% - 80%,8,1.0,0.0,9,INGLÉS,6.0
ARGENTINA,2019,80% - 90%,9,1.0,0.0,9,PORTUGUÉS,1.0
ARGENTINA,2019,80% - 90%,9,1.0,0.0,9,NEERLANDÉS,1.0
ARGENTINA,2019,80% - 90%,9,1.0,0.0,9,INGLÉS,6.0
ARGENTINA,2019,80% - 90%,9,1.0,0.0,9,RUSO,1.0
ARGENTINA,2019,90% - 100%,10,1.0,0.0,9,FRANCÉS,1.0
ARGENTINA,2019,90% - 100%,10,1.0,0.0,9,ESL,1.0
ARGENTINA,2019,90% - 100%,10,1.0,0.0,9,PORTUGUÉS,1.0
ARGENTINA,2019,90% - 100%,10,1.0,0.0,9,NEERLANDÉS,3.0
ARGENTINA,2019,90% - 100%,10,1.0,0.0,9,INGLÉS,3.0
ARGENTINA,2020,Top 10%,1,30.33,18.4,6,FRANCÉS,28.0
ARGENTINA,2020,Top 10%,1,30.33,18.4,6,ITALIANO,4.0
ARGENTINA,2020,Top 10%,1,30.33,18.4,6,NORUEGO,1.0
ARGENTINA,2020,Top 10%,1,30.33,18.4,6,PORTUGUÉS,17.0
ARGENTINA,2020,Top 10%,1,30.33,18.4,6,SUECO,4.0
ARGENTINA,2020,Top 10%,1,30.33,18.4,6,INGLÉS,127.0
ARGENTINA,2020,Top 10%,1,30.33,18.4,6,ALEMÁN,1.0
ARGENTINA,2020,10% - 20%,2,7.33,1.51,6,FRANCÉS,14.0
ARGENTINA,2020,10% - 20%,2,7.33,1.51,6,GRIEGO,1.0
ARGENTINA,2020,10% - 20%,2,7.33,1.51,6,PORTUGUÉS,9.0
ARGENTINA,2020,10% - 20%,2,7.33,1.51,6,INGLÉS,18.0
ARGENTINA,2020,10% - 20%,2,7.33,1.51,6,ALEMÁN,2.0
ARGENTINA,2020,20% - 30%,3,4.5,0.55,6,FRANCÉS,2.0
ARGENTINA,2020,20% - 30%,3,4.5,0.55,6,ITALIANO,5.0
ARGENTINA,2020,20% - 30%,3,4.5,0.55,6,PORTUGUÉS,3.0
ARGENTINA,2020,20% - 30%,3,4.5,0.55,6,SUECO,1.0
ARGENTINA,2020,20% - 30%,3,4.5,0.55,6,INGLÉS,13.0
ARGENTINA,2020,20% - 30%,3,4.5,0.55,6,ALEMÁN,2.0
ARGENTINA,2020,20% - 30%,3,4.5,0.55,6,JAPONÉS,1.0
ARGENTINA,2020,30% - 40%,4,3.5,0.55,6,NORUEGO,1.0
ARGENTINA,2020,30% - 40%,4,3.5,0.55,6,NEERLANDÉS,1.0
ARGENTINA,2020,30% - 40%,4,3.5,0.55,6,SUECO,1.0
ARGENTINA,2020,30% - 40%,4,3.5,0.55,6,INGLÉS,18.0
ARGENTINA,2020,40% - 50%,5,2.5,0.55,6,FRANCÉS,5.0
ARGENTINA,2020,40% - 50%,5,2.5,0.55,6,GRIEGO,1.0
ARGENTINA,2020,40% - 50%,5,2.5,0.55,6,ITALIANO,1.0
ARGENTINA,2020,40% - 50%,5,2.5,0.55,6,INGLÉS,4.0
ARGENTINA,2020,40% - 50%,5,2.5,0.55,6,RUSO,1.0
ARGENTINA,2020,40% - 50%,5,2.5,0.55,6,ALEMÁN,3.0
ARGENTINA,2020,50% - 60%,6,1.67,0.52,6,FRANCÉS,1.0
ARGENTINA,2020,50% - 60%,6,1.67,0.52,6,ITALIANO,2.0
ARGENTINA,2020,50% - 60%,6,1.67,0.52,6,INGLÉS,3.0
ARGENTINA,2020,50% - 60%,6,1.67,0.52,6,POLACO,1.0
ARGENTINA,2020,50% - 60%,6,1.67,0.52,6,RUSO,2.0
ARGENTINA,2020,50% - 60%,6,1.67,0.52,6,JAPONÉS,1.0
ARGENTINA,2020,60% - 70%,7,1.0,0.0,5,FRANCÉS,2.0
ARGENTINA,2020,60% - 70%,7,1.0,0.0,5,ITALIANO,1.0
ARGENTINA,2020,60% - 70%,7,1.0,0.0,5,INGLÉS,1.0
ARGENTINA,2020,60% - 70%,7,1.0,0.0,5,RUSO,1.0
ARGENTINA,2020,70% - 80%,8,1.0,0.0,5,FRANCÉS,3.0
ARGENTINA,2020,70% - 80%,8,1.0,0.0,5,INGLÉS,1.0
ARGENTINA,2020,70% - 80%,8,1.0,0.0,5,ALEMÁN,1.0
ARGENTINA,2020,80% - 90%,9,1.0,0.0,5,FRANCÉS,1.0
ARGENTINA,2020,80% - 90%,9,1.0,0.0,5,GRIEGO,1.0
ARGENTINA,2020,80% - 90%,9,1.0,0.0,5,PORTUGUÉS,1.0
ARGENTINA,2020,80% - 90%,9,1.0,0.0,5,INGLÉS,2.0
ARGENTINA,2020,90% - 100%,10,1.0,0.0,5,ARABE,1.0
ARGENTINA,2020,90% - 100%,10,1.0,0.0,5,ITALIANO,2.0
ARGENTINA,2020,90% - 100%,10,1.0,0.0,5,INGLÉS,1.0
ARGENTINA,2020,90% - 100%,10,1.0,0.0,5,ALEMÁN,1.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,ARABE,1.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,ITALIANO,48.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,SUECO,13.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,RUSO,4.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,GRIEGO,1.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,ALEMÁN,3.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,ESL,40.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,ELL,8.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,INGLÉS,1103.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,DANÉS,3.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,JAPONES,5.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,FRANCÉS,134.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,SIN IDENTIFICAR,1732.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,NORUEGO,12.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,CHINO,3.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,PORTUGUÉS,39.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,NEERLANDÉS,39.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,POLACO,4.0
ARGENTINA,TODOS,Top 10%,1,94.24,139.48,34,OTROS,12.0
ARGENTINA,TODOS,10% - 20%,2,14.73,2.76,33,HEBREO,2.0
ARGENTINA,TODOS,10% - 20%,2,14.73,2.76,33,ITALIANO,6.0
ARGENTINA,TODOS,10% - 20%,2,14.73,2.76,33,GRIEGO,1.0
ARGENTINA,TODOS,10% - 20%,2,14.73,2.76,33,ALEMÁN,2.0
ARGENTINA,TODOS,10% - 20%,2,14.73,2.76,33,ESL,3.0
ARGENTINA,TODOS,10% - 20%,2,14.73,2.76,33,ELL,1.0
ARGENTINA,TODOS,10% - 20%,2,14.73,2.76,33,INGLÉS,136.0
ARGENTINA,TODOS,10% - 20%,2,14.73,2.76,33,DANÉS,4.0
ARGENTINA,TODOS,10% - 20%,2,14.73,2.76,33,JAPONES,5.0
ARGENTINA,TODOS,10% - 20%,2,14.73,2.76,33,FRANCÉS,28.0
ARGENTINA,TODOS,10% - 20%,2,14.73,2.76,33,SIN IDENTIFICAR,218.0
ARGENTINA,TODOS,10% - 20%,2,14.73,2.76,33,NORUEGO,1.0
ARGENTINA,TODOS,10% - 20%,2,14.73,2.76,33,PORTUGUÉS,57.0
ARGENTINA,TODOS,10% - 20%,2,14.73,2.76,33,NEERLANDÉS,21.0
ARGENTINA,TODOS,10% - 20%,2,14.73,2.76,33,OTROS,1.0
ARGENTINA,TODOS,20% - 30%,3,7.67,1.16,33,ITALIANO,4.0
ARGENTINA,TODOS,20% - 30%,3,7.67,1.16,33,SUECO,1.0
ARGENTINA,TODOS,20% - 30%,3,7.67,1.16,33,RUSO,1.0
ARGENTINA,TODOS,20% - 30%,3,7.67,1.16,33,ESLOVENO,3.0
ARGENTINA,TODOS,20% - 30%,3,7.67,1.16,33,ALEMÁN,1.0
ARGENTINA,TODOS,20% - 30%,3,7.67,1.16,33,ESL,8.0
ARGENTINA,TODOS,20% - 30%,3,7.67,1.16,33,INGLÉS,66.0
ARGENTINA,TODOS,20% - 30%,3,7.67,1.16,33,JAPONES,1.0
ARGENTINA,TODOS,20% - 30%,3,7.67,1.16,33,FRANCÉS,24.0
ARGENTINA,TODOS,20% - 30%,3,7.67,1.16,33,SIN IDENTIFICAR,132.0
ARGENTINA,TODOS,20% - 30%,3,7.67,1.16,33,NORUEGO,1.0
ARGENTINA,TODOS,20% - 30%,3,7.67,1.16,33,PORTUGUÉS,3.0
ARGENTINA,TODOS,20% - 30%,3,7.67,1.16,33,NEERLANDÉS,4.0
ARGENTINA,TODOS,20% - 30%,3,7.67,1.16,33,POLACO,2.0
