PAIS,ANO,DECILE_LABEL,DECILE_ORDER,PROMEDIO_REGISTROS,CANTIDAD_EDITORIALES
COLOMBIA,2010,10% - 20%,2,29.5,2
COLOMBIA,2010,20% - 30%,3,5.0,2
COLOMBIA,2010,30% - 40%,4,3.5,2
COLOMBIA,2010,40% - 50%,5,2.0,2
COLOMBIA,2010,50% - 60%,6,1.5,2
COLOMBIA,2010,60% - 70%,7,1.0,2
COLOMBIA,2010,70% - 80%,8,1.0,2
COLOMBIA,2010,80% - 90%,9,1.0,2
COLOMBIA,2010,90% - 100%,10,1.0,2
COLOMBIA,2011,Top 10%,1,63.33,3
COLOMBIA,2011,10% - 20%,2,9.33,3
COLOMBIA,2011,20% - 30%,3,6.0,3
COLOMBIA,2011,30% - 40%,4,3.0,3
COLOMBIA,2011,40% - 50%,5,2.0,3
COLOMBIA,2011,50% - 60%,6,1.0,3
COLOMBIA,2011,60% - 70%,7,1.0,3
COLOMBIA,2011,70% - 80%,8,1.0,3
COLOMBIA,2011,80% - 90%,9,1.0,3
COLOMBIA,2011,90% - 100%,10,1.0,3
COLOMBIA,2012,Top 10%,1,107.33,3
COLOMBIA,2012,10% - 20%,2,24.33,3
COLOMBIA,2012,20% - 30%,3,13.5,2
COLOMBIA,2012,30% - 40%,4,5.5,2
COLOMBIA,2012,40% - 50%,5,4.0,2
COLOMBIA,2012,50% - 60%,6,3.0,2
COLOMBIA,2012,60% - 70%,7,2.0,2
COLOMBIA,2012,70% - 80%,8,1.5,2
COLOMBIA,2012,80% - 90%,9,1.0,2
COLOMBIA,2012,90% - 100%,10,1.0,2
COLOMBIA,2013,Top 10%,1,112.75,4
COLOMBIA,2013,10% - 20%,2,20.25,4
COLOMBIA,2013,20% - 30%,3,6.5,4
COLOMBIA,2013,30% - 40%,4,4.5,4
COLOMBIA,2013,40% - 50%,5,2.5,4
COLOMBIA,2013,50% - 60%,6,1.5,4
COLOMBIA,2013,60% - 70%,7,1.0,3
COLOMBIA,2013,70% - 80%,8,1.0,3
COLOMBIA,2013,80% - 90%,9,1.0,3
COLOMBIA,2013,90% - 100%,10,1.0,3
COLOMBIA,2014,Top 10%,1,113.2,5
COLOMBIA,2014,10% - 20%,2,8.6,5
COLOMBIA,2014,20% - 30%,3,6.0,5
COLOMBIA,2014,30% - 40%,4,4.5,4
COLOMBIA,2014,40% - 50%,5,3.25,4
COLOMBIA,2014,50% - 60%,6,2.0,4
COLOMBIA,2014,60% - 70%,7,2.0,4
COLOMBIA,2014,70% - 80%,8,1.25,4
COLOMBIA,2014,80% - 90%,9,1.0,4
COLOMBIA,2014,90% - 100%,10,1.0,4
COLOMBIA,2015,Top 10%,1,133.25,4
COLOMBIA,2015,10% - 20%,2,9.75,4
COLOMBIA,2015,20% - 30%,3,6.75,4
COLOMBIA,2015,30% - 40%,4,5.0,4
COLOMBIA,2015,40% - 50%,5,4.0,4
COLOMBIA,2015,50% - 60%,6,3.0,4
COLOMBIA,2015,60% - 70%,7,2.0,4
COLOMBIA,2015,70% - 80%,8,1.25,4
COLOMBIA,2015,80% - 90%,9,1.0,4
COLOMBIA,2015,90% - 100%,10,1.0,3
COLOMBIA,2016,Top 10%,1,101.2,5
COLOMBIA,2016,10% - 20%,2,11.8,5
COLOMBIA,2016,20% - 30%,3,6.0,5
COLOMBIA,2016,30% - 40%,4,4.6,5
COLOMBIA,2016,40% - 50%,5,3.0,5
COLOMBIA,2016,50% - 60%,6,2.0,5
COLOMBIA,2016,60% - 70%,7,2.0,4
COLOMBIA,2016,70% - 80%,8,1.0,4
COLOMBIA,2016,80% - 90%,9,1.0,4
COLOMBIA,2016,90% - 100%,10,1.0,4
COLOMBIA,2017,Top 10%,1,78.0,6
COLOMBIA,2017,10% - 20%,2,10.67,6
COLOMBIA,2017,20% - 30%,3,6.17,6
COLOMBIA,2017,30% - 40%,4,4.67,6
COLOMBIA,2017,40% - 50%,5,3.17,6
COLOMBIA,2017,50% - 60%,6,2.0,5
COLOMBIA,2017,60% - 70%,7,1.2,5
COLOMBIA,2017,70% - 80%,8,1.0,5
COLOMBIA,2017,80% - 90%,9,1.0,5
COLOMBIA,2017,90% - 100%,10,1.0,5
COLOMBIA,2018,Top 10%,1,97.8,5
COLOMBIA,2018,10% - 20%,2,8.0,5
COLOMBIA,2018,20% - 30%,3,4.6,5
COLOMBIA,2018,30% - 40%,4,4.0,5
COLOMBIA,2018,40% - 50%,5,3.0,5
COLOMBIA,2018,50% - 60%,6,2.0,5
COLOMBIA,2018,60% - 70%,7,1.5,4
COLOMBIA,2018,70% - 80%,8,1.0,4
COLOMBIA,2018,80% - 90%,9,1.0,4
COLOMBIA,2018,90% - 100%,10,1.0,4
COLOMBIA,2019,Top 10%,1,95.0,6
COLOMBIA,2019,10% - 20%,2,11.0,6
COLOMBIA,2019,20% - 30%,3,6.4,5
COLOMBIA,2019,30% - 40%,4,4.0,5
COLOMBIA,2019,40% - 50%,5,3.2,5
COLOMBIA,2019,50% - 60%,6,2.8,5
COLOMBIA,2019,60% - 70%,7,2.0,5
COLOMBIA,2019,70% - 80%,8,1.0,5
COLOMBIA,2019,80% - 90%,9,1.0,5
COLOMBIA,2019,90% - 100%,10,1.0,5
COLOMBIA,2020,Top 10%,1,67.0,5
COLOMBIA,2020,10% - 20%,2,10.0,5
COLOMBIA,2020,20% - 30%,3,7.0,5
COLOMBIA,2020,30% - 40%,4,4.4,5
COLOMBIA,2020,40% - 50%,5,3.2,5
COLOMBIA,2020,50% - 60%,6,2.8,5
COLOMBIA,2020,60% - 70%,7,2.0,5
COLOMBIA,2020,70% - 80%,8,1.0,5
COLOMBIA,2020,80% - 90%,9,1.0,5
COLOMBIA,2020,90% - 100%,10,1.0,4
COLOMBIA,2021,Top 10%,1,82.0,5
COLOMBIA,2021,10% - 20%,2,13.6,5
COLOMBIA,2021,20% - 30%,3,5.4,5
COLOMBIA,2021,30% - 40%,4,3.8,5
COLOMBIA,2021,40% - 50%,5,2.4,5
COLOMBIA,2021,50% - 60%,6,2.0,5
COLOMBIA,2021,60% - 70%,7,2.0,5
COLOMBIA,2021,70% - 80%,8,1.0,5
COLOMBIA,2021,80% - 90%,9,1.0,4
COLOMBIA,2021,90% - 100%,10,1.0,4
COLOMBIA,2022,Top 10%,1,61.2,5
COLOMBIA,2022,10% - 20%,2,16.4,5
COLOMBIA,2022,20% - 30%,3,9.8,5
COLOMBIA,2022,30% - 40%,4,4.0,5
COLOMBIA,2022,40% - 50%,5,2.2,5
COLOMBIA,2022,50% - 60%,6,2.0,5
COLOMBIA,2022,60% - 70%,7,2.0,5
COLOMBIA,2022,70% - 80%,8,1.0,5
COLOMBIA,2022,80% - 90%,9,1.0,4
COLOMBIA,2022,90% - 100%,10,1.0,4
COLOMBIA,2023,Top 10%,1,62.0,6
COLOMBIA,2023,10% - 20%,2,8.83,6
COLOMBIA,2023,20% - 30%,3,4.8,5
COLOMBIA,2023,30% - 40%,4,3.8,5
COLOMBIA,2023,40% - 50%,5,2.2,5
COLOMBIA,2023,50% - 60%,6,2.0,5
COLOMBIA,2023,60% - 70%,7,1.0,5
COLOMBIA,2023,70% - 80%,8,1.0,5
COLOMBIA,2023,80% - 90%,9,1.0,5
COLOMBIA,2023,90% - 100%,10,1.0,5
COLOMBIA,2024,Top 10%,1,97.4,5
COLOMBIA,2024,10% - 20%,2,14.4,5
COLOMBIA,2024,20% - 30%,3,8.0,5
COLOMBIA,2024,30% - 40%,4,4.0,5
COLOMBIA,2024,40% - 50%,5,3.0,5
COLOMBIA,2024,50% - 60%,6,2.6,5
COLOMBIA,2024,60% - 70%,7,2.0,5
COLOMBIA,2024,70% - 80%,8,1.0,5
COLOMBIA,2024,80% - 90%,9,1.0,5
COLOMBIA,2024,90% - 100%,10,1.0,4
COLOMBIA,TODOS,Top 10%,1,394.44,18
COLOMBIA,TODOS,10% - 20%,2,33.61,18
COLOMBIA,TODOS,20% - 30%,3,16.89,18
COLOMBIA,TODOS,30% - 40%,4,9.56,18
COLOMBIA,TODOS,40% - 50%,5,5.5,18
COLOMBIA,TODOS,50% - 60%,6,3.41,17
COLOMBIA,TODOS,60% - 70%,7,2.18,17
COLOMBIA,TODOS,70% - 80%,8,1.47,17
COLOMBIA,TODOS,80% - 90%,9,1.0,17
COLOMBIA,TODOS,90% - 100%,10,1.0,17
COSTA RICA,2010,Top 10%,1,8.0,1
COSTA RICA,2010,10% - 20%,2,0.0,0
COSTA RICA,2010,20% - 30%,3,0.0,0
COSTA RICA,2010,30% - 40%,4,0.0,0
COSTA RICA,2010,40% - 50%,5,0.0,0
COSTA RICA,2010,50% - 60%,6,0.0,0
COSTA RICA,2010,60% - 70%,7,0.0,0
COSTA RICA,2010,70% - 80%,8,0.0,0
COSTA RICA,2010,80% - 90%,9,0.0,0
COSTA RICA,2010,90% - 100%,10,0.0,0
COSTA RICA,2011,Top 10%,1,4.0,1
COSTA RICA,2011,10% - 20%,2,4.0,1
COSTA RICA,2011,20% - 30%,3,1.0,1
COSTA RICA,2011,30% - 40%,4,1.0,1
COSTA RICA,2011,40% - 50%,5,0.0,0
COSTA RICA,2011,50% - 60%,6,0.0,0
COSTA RICA,2011,60% - 70%,7,0.0,0
COSTA RICA,2011,70% - 80%,8,0.0,0
COSTA RICA,2011,80% - 90%,9,0.0,0
COSTA RICA,2011,90% - 100%,10,0.0,0
COSTA RICA,2012,Top 10%,1,3.0,1
COSTA RICA,2012,10% - 20%,2,1.0,1
COSTA RICA,2012,20% - 30%,3,1.0,1
COSTA RICA,2012,30% - 40%,4,1.0,1
COSTA RICA,2012,40% - 50%,5,1.0,1
COSTA RICA,2012,50% - 60%,6,1.0,1
COSTA RICA,2012,60% - 70%,7,0.0,0
COSTA RICA,2012,70% - 80%,8,0.0,0
COSTA RICA,2012,80% - 90%,9,0.0,0
COSTA RICA,2012,90% - 100%,10,0.0,0
COSTA RICA,2013,Top 10%,1,2.0,1
COSTA RICA,2013,10% - 20%,2,1.0,1
COSTA RICA,2013,20% - 30%,3,1.0,1
COSTA RICA,2013,30% - 40%,4,1.0,1
COSTA RICA,2013,40% - 50%,5,1.0,1
COSTA RICA,2013,50% - 60%,6,0.0,0
COSTA RICA,2013,60% - 70%,7,0.0,0
COSTA RICA,2013,70% - 80%,8,0.0,0
COSTA RICA,2013,80% - 90%,9,0.0,0
COSTA RICA,2013,90% - 100%,10,0.0,0
COSTA RICA,2014,Top 10%,1,1.0,1
COSTA RICA,2014,10% - 20%,2,0.0,0
COSTA RICA,2014,20% - 30%,3,0.0,0
COSTA RICA,2014,30% - 40%,4,0.0,0
COSTA RICA,2014,40% - 50%,5,0.0,0
COSTA RICA,2014,50% - 60%,6,0.0,0
COSTA RICA,2014,60% - 70%,7,0.0,0
COSTA RICA,2014,70% - 80%,8,0.0,0
COSTA RICA,2014,80% - 90%,9,0.0,0
COSTA RICA,2014,90% - 100%,10,0.0,0
COSTA RICA,2015,Top 10%,1,1.0,1
COSTA RICA,2015,10% - 20%,2,0.0,0
COSTA RICA,2015,20% - 30%,3,0.0,0
COSTA RICA,2015,30% - 40%,4,0.0,0
COSTA RICA,2015,40% - 50%,5,0.0,0
COSTA RICA,2015,50% - 60%,6,0.0,0
COSTA RICA,2015,60% - 70%,7,0.0,0
COSTA RICA,2015,70% - 80%,8,0.0,0
COSTA RICA,2015,80% - 90%,9,0.0,0
COSTA RICA,2015,90% - 100%,10,0.0,0
COSTA RICA,2016,Top 10%,1,2.0,1
COSTA RICA,2016,10% - 20%,2,1.0,1
COSTA RICA,2016,20% - 30%,3,0.0,0
COSTA RICA,2016,30% - 40%,4,0.0,0
COSTA RICA,2016,40% - 50%,5,0.0,0
COSTA RICA,2016,50% - 60%,6,0.0,0
COSTA RICA,2016,60% - 70%,7,0.0,0
COSTA RICA,2016,70% - 80%,8,0.0,0
COSTA RICA,2016,80% - 90%,9,0.0,0
COSTA RICA,2016,90% - 100%,10,0.0,0
COSTA RICA,2017,Top 10%,1,1.0,1
COSTA RICA,2017,10% - 20%,2,1.0,1
COSTA RICA,2017,20% - 30%,3,1.0,1
COSTA RICA,2017,30% - 40%,4,0.0,0
COSTA RICA,2017,40% - 50%,5,0.0,0
COSTA RICA,2017,50% - 60%,6,0.0,0
COSTA RICA,2017,60% - 70%,7,0.0,0
COSTA RICA,2017,70% - 80%,8,0.0,0
COSTA RICA,2017,80% - 90%,9,0.0,0
COSTA RICA,2017,90% - 100%,10,0.0,0
COSTA RICA,2018,Top 10%,1,11.0,1
COSTA RICA,2018,10% - 20%,2,1.0,1
COSTA RICA,2018,20% - 30%,3,1.0,1
COSTA RICA,2018,30% - 40%,4,0.0,0
COSTA RICA,2018,40% - 50%,5,0.0,0
COSTA RICA,2018,50% - 60%,6,0.0,0
COSTA RICA,2018,60% - 70%,7,0.0,0
COSTA RICA,2018,70% - 80%,8,0.0,0
COSTA RICA,2018,80% - 90%,9,0.0,0
COSTA RICA,2018,90% - 100%,10,0.0,0
COSTA RICA,2019,Top 10%,1,6.0,1
COSTA RICA,2019,10% - 20%,2,2.0,1
COSTA RICA,2019,20% - 30%,3,1.0,1
COSTA RICA,2019,30% - 40%,4,1.0,1
COSTA RICA,2019,40% - 50%,5,1.0,1
COSTA RICA,2019,50% - 60%,6,1.0,1
COSTA RICA,2019,60% - 70%,7,1.0,1
COSTA RICA,2019,70% - 80%,8,1.0,1
COSTA RICA,2019,80% - 90%,9,0.0,0
COSTA RICA,2019,90% - 100%,10,0.0,0
COSTA RICA,2020,Top 10%,1,2.0,1
COSTA RICA,2020,10% - 20%,2,1.0,1
COSTA RICA,2020,20% - 30%,3,1.0,1
COSTA RICA,2020,30% - 40%,4,1.0,1
COSTA RICA,2020,40% - 50%,5,0.0,0
COSTA RICA,2020,50% - 60%,6,0.0,0
COSTA RICA,2020,60% - 70%,7,0.0,0
COSTA RICA,2020,70% - 80%,8,0.0,0
COSTA RICA,2020,80% - 90%,9,0.0,0
COSTA RICA,2020,90% - 100%,10,0.0,0
COSTA RICA,2021,Top 10%,1,3.0,1
COSTA RICA,2021,10% - 20%,2,1.0,1
COSTA RICA,2021,20% - 30%,3,1.0,1
COSTA RICA,2021,30% - 40%,4,1.0,1
COSTA RICA,2021,40% - 50%,5,0.0,0
COSTA RICA,2021,50% - 60%,6,0.0,0
COSTA RICA,2021,60% - 70%,7,0.0,0
COSTA RICA,2021,70% - 80%,8,0.0,0
COSTA RICA,2021,80% - 90%,9,0.0,0
COSTA RICA,2021,90% - 100%,10,0.0,0
COSTA RICA,2022,Top 10%,1,15.0,1
COSTA RICA,2022,10% - 20%,2,4.0,1
COSTA RICA,2022,20% - 30%,3,1.0,1
COSTA RICA,2022,30% - 40%,4,1.0,1
COSTA RICA,2022,40% - 50%,5,1.0,1
COSTA RICA,2022,50% - 60%,6,1.0,1
COSTA RICA,2022,60% - 70%,7,0.0,0
COSTA RICA,2022,70% - 80%,8,0.0,0
COSTA RICA,2022,80% - 90%,9,0.0,0
COSTA RICA,2022,90% - 100%,10,0.0,0
COSTA RICA,2023,Top 10%,1,7.0,1
COSTA RICA,2023,10% - 20%,2,3.0,1
COSTA RICA,2023,20% - 30%,3,1.0,1
COSTA RICA,2023,30% - 40%,4,0.0,0
COSTA RICA,2023,40% - 50%,5,0.0,0
COSTA RICA,2023,50% - 60%,6,0.0,0
COSTA RICA,2023,60% - 70%,7,0.0,0
COSTA RICA,2023,70% - 80%,8,0.0,0
COSTA RICA,2023,80% - 90%,9,0.0,0
COSTA RICA,2023,90% - 100%,10,0.0,0
COSTA RICA,2024,Top 10%,1,9.0,1
COSTA RICA,2024,10% - 20%,2,2.0,1
COSTA RICA,2024,20% - 30%,3,2.0,1
COSTA RICA,2024,30% - 40%,4,1.0,1
COSTA RICA,2024,40% - 50%,5,1.0,1
COSTA RICA,2024,50% - 60%,6,0.0,0
COSTA RICA,2024,60% - 70%,7,0.0,0
COSTA RICA,2024,70% - 80%,8,0.0,0
COSTA RICA,2024,80% - 90%,9,0.0,0
COSTA RICA,2024,90% - 100%,10,0.0,0
COSTA RICA,TODOS,Top 10%,1,25.0,3
COSTA RICA,TODOS,10% - 20%,2,5.0,3
COSTA RICA,TODOS,20% - 30%,3,3.0,3
COSTA RICA,TODOS,30% - 40%,4,2.33,3
COSTA RICA,TODOS,40% - 50%,5,2.0,3
COSTA RICA,TODOS,50% - 60%,6,1.33,3
COSTA RICA,TODOS,60% - 70%,7,1.0,3
COSTA RICA,TODOS,70% - 80%,8,1.0,3
COSTA RICA,TODOS,80% - 90%,9,1.0,3
COSTA RICA,TODOS,90% - 100%,10,1.0,2
CUBA,2010,Top 10%,1,1.0,1
CUBA,2010,10% - 20%,2,0.0,0
CUBA,2010,20% - 30%,3,0.0,0
CUBA,2010,30% - 40%,4,0.0,0
CUBA,2010,40% - 50%,5,0.0,0
CUBA,2010,50% - 60%,6,0.0,0
CUBA,2010,60% - 70%,7,0.0,0
CUBA,2010,70% - 80%,8,0.0,0
CUBA,2010,80% - 90%,9,0.0,0
CUBA,2010,90% - 100%,10,0.0,0
CUBA,2011,Top 10%,1,4.0,1
CUBA,2011,10% - 20%,2,1.0,1
CUBA,2011,20% - 30%,3,1.0,1
CUBA,2011,30% - 40%,4,0.0,0
CUBA,2011,40% - 50%,5,0.0,0
CUBA,2011,50% - 60%,6,0.0,0
CUBA,2011,60% - 70%,7,0.0,0
CUBA,2011,70% - 80%,8,0.0,0
CUBA,2011,80% - 90%,9,0.0,0
CUBA,2011,90% - 100%,10,0.0,0
CUBA,2012,Top 10%,1,4.0,1
CUBA,2012,10% - 20%,2,2.0,1
CUBA,2012,20% - 30%,3,0.0,0
CUBA,2012,30% - 40%,4,0.0,0
CUBA,2012,40% - 50%,5,0.0,0
CUBA,2012,50% - 60%,6,0.0,0
CUBA,2012,60% - 70%,7,0.0,0
CUBA,2012,70% - 80%,8,0.0,0
CUBA,2012,80% - 90%,9,0.0,0
CUBA,2012,90% - 100%,10,0.0,0
CUBA,2013,Top 10%,1,2.0,1
CUBA,2013,10% - 20%,2,1.0,1
CUBA,2013,20% - 30%,3,1.0,1
CUBA,2013,30% - 40%,4,0.0,0
CUBA,2013,40% - 50%,5,0.0,0
CUBA,2013,50% - 60%,6,0.0,0
CUBA,2013,60% - 70%,7,0.0,0
CUBA,2013,70% - 80%,8,0.0,0
CUBA,2013,80% - 90%,9,0.0,0
CUBA,2013,90% - 100%,10,0.0,0
CUBA,2014,Top 10%,1,33.0,1
CUBA,2014,10% - 20%,2,18.0,1
CUBA,2014,20% - 30%,3,13.0,1
CUBA,2014,30% - 40%,4,5.0,1
CUBA,2014,40% - 50%,5,4.0,1
CUBA,2014,50% - 60%,6,1.0,1
CUBA,2014,60% - 70%,7,1.0,1
CUBA,2014,70% - 80%,8,1.0,1
CUBA,2014,80% - 90%,9,0.0,0
CUBA,2014,90% - 100%,10,0.0,0
CUBA,2015,Top 10%,1,4.0,1
CUBA,2015,10% - 20%,2,3.0,1
CUBA,2015,20% - 30%,3,3.0,1
CUBA,2015,30% - 40%,4,0.0,0
CUBA,2015,40% - 50%,5,0.0,0
CUBA,2015,50% - 60%,6,0.0,0
CUBA,2015,60% - 70%,7,0.0,0
CUBA,2015,70% - 80%,8,0.0,0
CUBA,2015,80% - 90%,9,0.0,0
CUBA,2015,90% - 100%,10,0.0,0
CUBA,2016,Top 10%,1,19.0,1
CUBA,2016,10% - 20%,2,1.0,1
CUBA,2016,20% - 30%,3,1.0,1
CUBA,2016,30% - 40%,4,0.0,0
CUBA,2016,40% - 50%,5,0.0,0
CUBA,2016,50% - 60%,6,0.0,0
CUBA,2016,60% - 70%,7,0.0,0
CUBA,2016,70% - 80%,8,0.0,0
CUBA,2016,80% - 90%,9,0.0,0
CUBA,2016,90% - 100%,10,0.0,0
CUBA,2017,Top 10%,1,12.0,1
CUBA,2017,10% - 20%,2,5.0,1
CUBA,2017,20% - 30%,3,0.0,0
CUBA,2017,30% - 40%,4,0.0,0
CUBA,2017,40% - 50%,5,0.0,0
CUBA,2017,50% - 60%,6,0.0,0
CUBA,2017,60% - 70%,7,0.0,0
CUBA,2017,70% - 80%,8,0.0,0
CUBA,2017,80% - 90%,9,0.0,0
CUBA,2017,90% - 100%,10,0.0,0
CUBA,2018,Top 10%,1,9.0,1
CUBA,2018,10% - 20%,2,2.0,1
CUBA,2018,20% - 30%,3,0.0,0
CUBA,2018,30% - 40%,4,0.0,0
CUBA,2018,40% - 50%,5,0.0,0
CUBA,2018,50% - 60%,6,0.0,0
CUBA,2018,60% - 70%,7,0.0,0
CUBA,2018,70% - 80%,8,0.0,0
CUBA,2018,80% - 90%,9,0.0,0
CUBA,2018,90% - 100%,10,0.0,0
CUBA,2019,Top 10%,1,3.0,1
CUBA,2019,10% - 20%,2,2.0,1
CUBA,2019,20% - 30%,3,1.0,1
CUBA,2019,30% - 40%,4,1.0,1
CUBA,2019,40% - 50%,5,0.0,0
CUBA,2019,50% - 60%,6,0.0,0
CUBA,2019,60% - 70%,7,0.0,0
CUBA,2019,70% - 80%,8,0.0,0
CUBA,2019,80% - 90%,9,0.0,0
CUBA,2019,90% - 100%,10,0.0,0
CUBA,2020,Top 10%,1,2.0,1
CUBA,2020,10% - 20%,2,2.0,1
CUBA,2020,20% - 30%,3,1.0,1
CUBA,2020,30% - 40%,4,1.0,1
CUBA,2020,40% - 50%,5,1.0,1
CUBA,2020,50% - 60%,6,1.0,1
CUBA,2020,60% - 70%,7,1.0,1
CUBA,2020,70% - 80%,8,0.0,0
CUBA,2020,80% - 90%,9,0.0,0
CUBA,2020,90% - 100%,10,0.0,0
CUBA,2021,Top 10%,1,2.0,1
CUBA,2021,10% - 20%,2,2.0,1
CUBA,2021,20% - 30%,3,1.0,1
CUBA,2021,30% - 40%,4,1.0,1
CUBA,2021,40% - 50%,5,1.0,1
CUBA,2021,50% - 60%,6,0.0,0
CUBA,2021,60% - 70%,7,0.0,0
CUBA,2021,70% - 80%,8,0.0,0
CUBA,2021,80% - 90%,9,0.0,0
CUBA,2021,90% - 100%,10,0.0,0
CUBA,2022,Top 10%,1,2.0,1
CUBA,2022,10% - 20%,2,2.0,1
CUBA,2022,20% - 30%,3,1.0,1
CUBA,2022,30% - 40%,4,1.0,1
CUBA,2022,40% - 50%,5,1.0,1
CUBA,2022,50% - 60%,6,1.0,1
CUBA,2022,60% - 70%,7,0.0,0
CUBA,2022,70% - 80%,8,0.0,0
CUBA,2022,80% - 90%,9,0.0,0
CUBA,2022,90% - 100%,10,0.0,0
CUBA,2023,Top 10%,1,4.0,1
CUBA,2023,10% - 20%,2,3.0,1
CUBA,2023,20% - 30%,3,1.0,1
CUBA,2023,30% - 40%,4,1.0,1
CUBA,2023,40% - 50%,5,1.0,1
CUBA,2023,50% - 60%,6,1.0,1
CUBA,2023,60% - 70%,7,1.0,1
CUBA,2023,70% - 80%,8,0.0,0
CUBA,2023,80% - 90%,9,0.0,0
CUBA,2023,90% - 100%,10,0.0,0
CUBA,2024,Top 10%,1,3.0,1
CUBA,2024,10% - 20%,2,2.0,1
CUBA,2024,20% - 30%,3,2.0,1
CUBA,2024,30% - 40%,4,2.0,1
CUBA,2024,40% - 50%,5,2.0,1
CUBA,2024,50% - 60%,6,1.0,1
CUBA,2024,60% - 70%,7,1.0,1
CUBA,2024,70% - 80%,8,1.0,1
CUBA,2024,80% - 90%,9,1.0,1
CUBA,2024,90% - 100%,10,1.0,1
CUBA,TODOS,Top 10%,1,34.67,3
CUBA,TODOS,10% - 20%,2,19.0,3
CUBA,TODOS,20% - 30%,3,5.5,2
CUBA,TODOS,30% - 40%,4,5.0,2
CUBA,TODOS,40% - 50%,5,4.5,2
CUBA,TODOS,50% - 60%,6,3.0,2
CUBA,TODOS,60% - 70%,7,2.5,2
CUBA,TODOS,70% - 80%,8,2.0,2
CUBA,TODOS,80% - 90%,9,1.5,2
CUBA,TODOS,90% - 100%,10,1.0,2
ECUADOR,2010,Top 10%,1,3.0,1
ECUADOR,2010,10% - 20%,2,2.0,1
ECUADOR,2010,20% - 30%,3,2.0,1
ECUADOR,2010,30% - 40%,4,1.0,1
ECUADOR,2010,40% - 50%,5,0.0,0
ECUADOR,2010,50% - 60%,6,0.0,0
ECUADOR,2010,60% - 70%,7,0.0,0
ECUADOR,2010,70% - 80%,8,0.0,0
ECUADOR,2010,80% - 90%,9,0.0,0
ECUADOR,2010,90% - 100%,10,0.0,0
ECUADOR,2011,Top 10%,1,2.0,1
ECUADOR,2011,10% - 20%,2,0.0,0
ECUADOR,2011,20% - 30%,3,0.0,0
ECUADOR,2011,30% - 40%,4,0.0,0
ECUADOR,2011,40% - 50%,5,0.0,0
ECUADOR,2011,50% - 60%,6,0.0,0
ECUADOR,2011,60% - 70%,7,0.0,0
ECUADOR,2011,70% - 80%,8,0.0,0
ECUADOR,2011,80% - 90%,9,0.0,0
ECUADOR,2011,90% - 100%,10,0.0,0
ECUADOR,2012,Top 10%,1,1.0,1
ECUADOR,2012,10% - 20%,2,1.0,1
ECUADOR,2012,20% - 30%,3,1.0,1
ECUADOR,2012,30% - 40%,4,0.0,0
ECUADOR,2012,40% - 50%,5,0.0,0
ECUADOR,2012,50% - 60%,6,0.0,0
ECUADOR,2012,60% - 70%,7,0.0,0
ECUADOR,2012,70% - 80%,8,0.0,0
ECUADOR,2012,80% - 90%,9,0.0,0
ECUADOR,2012,90% - 100%,10,0.0,0
ECUADOR,2013,Top 10%,1,13.0,1
ECUADOR,2013,10% - 20%,2,10.0,1
ECUADOR,2013,20% - 30%,3,1.0,1
ECUADOR,2013,30% - 40%,4,0.0,0
ECUADOR,2013,40% - 50%,5,0.0,0
ECUADOR,2013,50% - 60%,6,0.0,0
ECUADOR,2013,60% - 70%,7,0.0,0
ECUADOR,2013,70% - 80%,8,0.0,0
ECUADOR,2013,80% - 90%,9,0.0,0
ECUADOR,2013,90% - 100%,10,0.0,0
ECUADOR,2014,Top 10%,1,6.0,1
ECUADOR,2014,10% - 20%,2,1.0,1
ECUADOR,2014,20% - 30%,3,1.0,1
ECUADOR,2014,30% - 40%,4,0.0,0
ECUADOR,2014,40% - 50%,5,0.0,0
ECUADOR,2014,50% - 60%,6,0.0,0
ECUADOR,2014,60% - 70%,7,0.0,0
ECUADOR,2014,70% - 80%,8,0.0,0
ECUADOR,2014,80% - 90%,9,0.0,0
ECUADOR,2014,90% - 100%,10,0.0,0
ECUADOR,2015,Top 10%,1,1.0,1
ECUADOR,2015,10% - 20%,2,1.0,1
ECUADOR,2015,20% - 30%,3,1.0,1
ECUADOR,2015,30% - 40%,4,0.0,0
ECUADOR,2015,40% - 50%,5,0.0,0
ECUADOR,2015,50% - 60%,6,0.0,0
ECUADOR,2015,60% - 70%,7,0.0,0
ECUADOR,2015,70% - 80%,8,0.0,0
ECUADOR,2015,80% - 90%,9,0.0,0
ECUADOR,2015,90% - 100%,10,0.0,0
ECUADOR,2016,Top 10%,1,10.0,1
ECUADOR,2016,10% - 20%,2,2.0,1
ECUADOR,2016,20% - 30%,3,1.0,1
ECUADOR,2016,30% - 40%,4,1.0,1
ECUADOR,2016,40% - 50%,5,0.0,0
ECUADOR,2016,50% - 60%,6,0.0,0
ECUADOR,2016,60% - 70%,7,0.0,0
ECUADOR,2016,70% - 80%,8,0.0,0
ECUADOR,2016,80% - 90%,9,0.0,0
ECUADOR,2016,90% - 100%,10,0.0,0
ECUADOR,2017,Top 10%,1,13.0,1
ECUADOR,2017,10% - 20%,2,2.0,1
ECUADOR,2017,20% - 30%,3,1.0,1
ECUADOR,2017,30% - 40%,4,1.0,1
ECUADOR,2017,40% - 50%,5,0.0,0
ECUADOR,2017,50% - 60%,6,0.0,0
ECUADOR,2017,60% - 70%,7,0.0,0
ECUADOR,2017,70% - 80%,8,0.0,0
