PAIS,ANO,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,23.0
BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO SM,4.0
BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,MARTINS EDITORA LIVRARIA LTDA,26.0
BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,MV SERVICOS E EDITORA LTDA - ME,1.0
BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,PINTO E ZINCONE EDITORA LTDA,2.0
BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,RAS EMPREENDIMENTOS EDITORIAIS TECNOLOGIA E SERVICOS LTDA - EPP,10.0
BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,REALEJO LIVROS E EDICOES LTDA,1.0
BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,SOPA DE LETRINHAS EDITORA E PRODUTORA LTDA.,12.0
BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA,1.0
BRASIL,2015,080 - COLECCIONES GENERALES,"AGEAC - ASSOCIACAO GNOSTICA DE ESTUDOS ANTROPOLOGICOS, CULTURAIS E CIENTIFICOS",1.0
BRASIL,2015,080 - COLECCIONES GENERALES,CIRANDA CULTURAL,10.0
BRASIL,2015,080 - COLECCIONES GENERALES,INNER EDITORA LTDA,1.0
BRASIL,2015,080 - COLECCIONES GENERALES,VERGARA & RIBA EDITORAS S.A.,5.0
BRASIL,2015,800 - LITERATURA Y RETÓRICA: GENERAL,COLOFON SERVICOS GRAFICOS DE EDITORACAO ELETRONICA E APOIO ADMINISTRATIVO LTDA - ME,1.0
BRASIL,2015,810 - LITERATURA AMERICANA EN INGLÉS,VERUS EDITORA LTDA - ME,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,A2 COMUNICACAO E SERVICOS EDITORIAIS LTDA - ME,2.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ARS ET VITA LTDA - ME,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO FRANCISCANA DE ENSINO SENHOR BOM JESUS,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CALLIS EDITORA LTDA,5.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CASA DA PALAVRA PRODUCAO EDITORIAL LTDA - ME,3.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COSAC & NAIFY EDICOES LTDA,4.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDELBRA EDITORA LTDA,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA BIRUTA LTDA,2.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA CIRCUITO LTDA,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA COMUNICACAO DA REGIAO DOS LAGOS LTDA.,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA DE CULTURA LTDA - EPP,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA DE LIVROS COBOGO LTDA,10.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA DIMENSAO LTDA,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA FUNDACAO PEIROPOLIS LTDA,2.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA INSULAR LTDA EPP,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MOV PALAVRAS: EIRELI: EPP,13.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MOVIMENTO LTDA,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA NOVA AGUILAR S/A,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA OBJETIVA LTDA,4.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ROCCO,3.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA TERCEIRO NOME,2.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA VOLTA E MEIA,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ELIZABETH APARECIDA BEZERRA 31117742873,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EMPREENDIMENTOS JDS LTDA,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FRASE E EFEITO ESTUDIO EDITORIAL LTDA,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA, TECNOLOGIA E DA CULTURA",1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GLOBAL EDITORA,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GMT EDITORES LTDA,2.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRAFICA E EDITORA ADONIS LTDA,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO SM,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INDUSTRIA COMERCIO PRESTACIONAL GRAFICA LTDA,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO DSOP DE EDUCACAO FINANCEIRA LTDA,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,L&PM EDITORES,3.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LINGUA GERAL LIVROS LTDA,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LIVROS DA MATRIZ EDITORA E PRODUCOES EDITORIAIS LTDA,3.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PIA SOCIEDADE FILHAS DE SAO PAULO,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PORTAL EDITORA E EVENTOS LTDA,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PRI PRIMAVERA EDITORIAL LTDA,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RONA EDITORA LTDA,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ROVELLE EDICAO E COMERCIO DE LIVROS LTDA,3.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SABER E LER EDITORA LTDA - EPP,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SANTOS E SANTOS EDITORA E ESTUDIO GRAFICO LTDA-ME,3.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SAULO RIBEIRO AMORIM 07041380777,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TEXTO EDITORES LTDA,3.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDADE FEDERAL DA BAHIA,1.0
BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSO DOS LIVROS EDITORA,2.0
BRASIL,2015,870 - LITERATURAS LATINAS E ITALIANAS,A2 COMUNICACAO E SERVICOS EDITORIAIS LTDA - ME,1.0
BRASIL,2015,870 - LITERATURAS LATINAS E ITALIANAS,EDITORA ILUMINURAS LTDA,1.0
BRASIL,2015,870 - LITERATURAS LATINAS E ITALIANAS,EDITORA OBJETIVA LTDA,1.0
BRASIL,2015,870 - LITERATURAS LATINAS E ITALIANAS,MARES TIZZOT EDITORA LTDA,1.0
BRASIL,2015,870 - LITERATURAS LATINAS E ITALIANAS,VIVEIROS DE CASTRO EDITORA LTDA,1.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,BECO DO AZOUGUE EDITORIAL LTDA,4.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,COSAC & NAIFY EDICOES LTDA,8.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,DIAMANTINO FERREIRA LUIS - ME,1.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,EDICOES DE JANEIRO LTDA,2.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA OBJETIVA LTDA,2.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA PEQUENA ZAHAR LTDA,1.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA PULO DO GATO LTDA,4.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA SCHWARCZ,1.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,FRASE E EFEITO ESTUDIO EDITORIAL LTDA,1.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,GERACAO EDITORIAL,1.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,11.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO SM,14.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,IBIS LIBRIS EDITORES LTDA,1.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,LRV EDICOES LTDA-ME,1.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,MARTINS EDITORA LIVRARIA LTDA,14.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,NOOVHA AMERICA EDITORA DISTRIBUIDORA DE LIVROS LTDA,1.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,OSWALDO FORTINI MARTINS TEIXEIRA 33394148668,1.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,PINO DUARTE MERY PILAR - EDITORIAL SERVILIBROS,1.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,SOPA DE LETRINHAS EDITORA E PRODUTORA LTDA.,1.0
BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,UNIVERSIDADE ESTADUAL DE CAMPINAS,1.0
BRASIL,2016,080 - COLECCIONES GENERALES,"AGEAC - ASSOCIACAO GNOSTICA DE ESTUDOS ANTROPOLOGICOS, CULTURAIS E CIENTIFICOS",4.0
BRASIL,2016,080 - COLECCIONES GENERALES,CATAPULTA EDITORES LTDA.,9.0
BRASIL,2016,080 - COLECCIONES GENERALES,INNER EDITORA LTDA,1.0
BRASIL,2016,080 - COLECCIONES GENERALES,VERGARA E RIBAS EDITORA S.A.,11.0
BRASIL,2016,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA SCHWARCZ,1.0
BRASIL,2016,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA WMF MARTINS FONTES,1.0
BRASIL,2016,800 - LITERATURA Y RETÓRICA: GENERAL,INSTITUTO DA CULTURA E DA BARBARIE,1.0
BRASIL,2016,800 - LITERATURA Y RETÓRICA: GENERAL,JANAINA DE LUNA FREIRE DUQUE -ME,1.0
BRASIL,2016,800 - LITERATURA Y RETÓRICA: GENERAL,RAFAEL EDUARDO GUTIERREZ GIRALDO 06014705759,1.0
BRASIL,2016,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,1.0
BRASIL,2016,810 - LITERATURA AMERICANA EN INGLÉS,GRUPO EDITORIAL RECORD,1.0
BRASIL,2016,820 - LITERATURA INGLESA E INGLESA ANTIGUA,EDITORA WMF MARTINS FONTES,1.0
BRASIL,2016,840 - LITERATURA DE LAS LENGUAS ROMANCES,GLOBAL EDITORA,1.0
BRASIL,2016,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",EDITORA SCHWARCZ,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ALAUDE EDITORIAL LTDA,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO DE PROMOCAO HUMANA E RESGATE DA CIDADANIA,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CALLIS EDITORA LTDA,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA 34 LTDA,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA BIRUTA LTDA,3.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA INSULAR LTDA EPP,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA INTRINSECA,2.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MARTIN CLARET LTDA,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MODERNA,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MOV PALAVRAS: EIRELI: EPP,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PEIROPOLIS LTDA,2.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PENSAMENTO-CULTRIX,2.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PROJETO LTDA,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA SCHWARCZ,23.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA TERCEIRO NOME,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EMPREENDIMENTOS JDS LTDA,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,FUNDACAO DE APOIO A PESQUISA,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GLOBAL EDITORA,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EDITORIAL RECORD,2.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO SM,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO CULTURAL ALETRIA LTDA,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JINKINGS EDITORES ASSOCIADOS LTDA-EPP,8.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARTINS EDITORA LIVRARIA LTDA,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MILFOLHAS PRODUCAO EDITORIAL LTDA,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MILKA LORENA PLAZA CARVAJAL,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,QUADRANTE SOCIEDADE DE PUBLICACOES CULTURAIS,1.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SANTOS E SANTOS EDITORA E ESTUDIO GRAFICO LTDA-ME,4.0
BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SERVICO SOCIAL DA INDUSTRIA,12.0
BRASIL,2016,870 - LITERATURAS LATINAS E ITALIANAS,A RAMALHETE EDICOES LTDA,1.0
BRASIL,2016,870 - LITERATURAS LATINAS E ITALIANAS,ASSOCIACAO CULTURAL LETRASELVAGEM,1.0
BRASIL,2016,870 - LITERATURAS LATINAS E ITALIANAS,EDITORA HEMISFERIO SUL LTDA,1.0
BRASIL,2016,870 - LITERATURAS LATINAS E ITALIANAS,EDITORA INTRINSECA,2.0
BRASIL,2016,870 - LITERATURAS LATINAS E ITALIANAS,EDITORA MADALENA LTDA. - EPP,1.0
BRASIL,2016,870 - LITERATURAS LATINAS E ITALIANAS,ESCRITURAS EDITORA DISTRIBUIDORA DE LIVROS LTDA,3.0
BRASIL,2016,870 - LITERATURAS LATINAS E ITALIANAS,MARTINS EDITORA LIVRARIA LTDA,1.0
BRASIL,2016,870 - LITERATURAS LATINAS E ITALIANAS,OZE EDITORA E LIVRARIA LTDA - EPP,1.0
BRASIL,2016,870 - LITERATURAS LATINAS E ITALIANAS,PAES NEVES LTDA,1.0
BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,ALAUDE EDITORIAL LTDA,2.0
BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA CARAMBAIA EIRELI - EPP,1.0
BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA EDEBE BRASIL LTDA,12.0
BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA MADALENA LTDA. - EPP,1.0
BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA PULO DO GATO LTDA,3.0
BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA WMF MARTINS FONTES,1.0
BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,FUNDACAO DE AMPARO A PESQUISA E EXTENSAO UNIVERSITARIA,1.0
BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,20.0
BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO SM,1.0
BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,INSTITUTO DA CULTURA E DA BARBARIE,2.0
BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,LUCAS NEVES TOSSINI,1.0
BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,MARTINS EDITORA LIVRARIA LTDA,1.0
BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,PIA SOCIEDADE FILHAS DE SAO PAULO,1.0
BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,SERVICO SOCIAL DA INDUSTRIA,2.0
BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,TEXTO EDITORES LTDA,1.0
BRASIL,2016,890 - LITERATURAS DE OTRAS LENGUAS,WILSON GOMES DE OLIVEIRA JUNIOR 27268463863,1.0
BRASIL,2017,080 - COLECCIONES GENERALES,"AGEAC - ASSOCIACAO GNOSTICA DE ESTUDOS ANTROPOLOGICOS, CULTURAIS E CIENTIFICOS",3.0
BRASIL,2017,080 - COLECCIONES GENERALES,CIRANDA CULTURAL,6.0
BRASIL,2017,080 - COLECCIONES GENERALES,EDITORA GRAFAR LTDA. ME,1.0
BRASIL,2017,080 - COLECCIONES GENERALES,PUBLIFOLHA EDITORA LTDA,31.0
BRASIL,2017,080 - COLECCIONES GENERALES,VERGARA E RIBAS EDITORA S.A.,12.0
BRASIL,2017,800 - LITERATURA Y RETÓRICA: GENERAL,L&PM EDITORES,1.0
BRASIL,2017,800 - LITERATURA Y RETÓRICA: GENERAL,MAIRA NASSIF PASSOS 07705587637,1.0
BRASIL,2017,800 - LITERATURA Y RETÓRICA: GENERAL,RAFAEL EDUARDO GUTIERREZ GIRALDO 06014705759,2.0
BRASIL,2017,810 - LITERATURA AMERICANA EN INGLÉS,GRUPO EDITORIAL RECORD,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ABRIL S/A,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AINE DE ABREU PENA,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO AMIGOS DO CENTRO CULTURAL SAO PAULO,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CALLIS EDITORA LTDA,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CIRANDA CULTURAL,4.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA 34 LTDA,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA BIRUTA LTDA,3.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA LE S/A,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MADALENA LTDA. - EPP,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MARTIN CLARET LTDA,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PEIROPOLIS LTDA,2.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA SCHWARCZ,10.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ELIZABETH APARECIDA BEZERRA 31117742873,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRAFICA E EDITORA ADONIS LTDA,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EDITORIAL RECORD,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO SM,5.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO CULTURAL DE ESCRITORES INDEPENDENTES DO BRASIL - ICEIB -DF,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JAMES ANTONIO MISSE EDITORA E DISTRIBUIDORA LTDA,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,L&PM EDITORES,4.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUCAS MOSER GOULART 021.581.410-00,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARCELO FREDDI LOTUFO,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARCELO REIS DE MELLO,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MOVIMENTA EDITORA S.A.,4.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PUBLICACOES MERCURYO NOVO TEMPO LTDA,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,S4 EDITORIAL LTDA - ME,8.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SABER E LER EDITORA LTDA - EPP,3.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SABERES EDITORA LTDA-ME,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SANTOS E SANTOS EDITORA E ESTUDIO GRAFICO LTDA-ME,4.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SERVICO SOCIAL DA INDUSTRIA,18.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SILVA LOBO EDITORIAL LTDA.,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TIAGO JAIME MACHADO,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TODAVIA EDITORA S.A.,2.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRIOLECA CASA EDITORIAL LTDA.,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIAO BRASILEIRA DE EDUCACAO E ASSISTENCIA,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSIDADE ESTADUAL PAULISTA (UNESP),1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UNIVERSO DOS LIVROS EDITORA,2.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VALER LIVRARIA EDITORA E DISTRIBUIDORA LTDA,1.0
BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ZOUK EDITORA E DISTRIBUIDORA LTDA,1.0
BRASIL,2017,870 - LITERATURAS LATINAS E ITALIANAS,BASTOS E IGLESIAS LTDA,3.0
BRASIL,2017,870 - LITERATURAS LATINAS E ITALIANAS,BCD UNIAO DE EDITORAS S/A,2.0
BRASIL,2017,870 - LITERATURAS LATINAS E ITALIANAS,CASA DOS LIVROS EDITORA LTDA,1.0
BRASIL,2017,870 - LITERATURAS LATINAS E ITALIANAS,EDITORA LIBER ARS LTDA,1.0
BRASIL,2017,870 - LITERATURAS LATINAS E ITALIANAS,MAIRA NASSIF PASSOS 07705587637,1.0
BRASIL,2017,870 - LITERATURAS LATINAS E ITALIANAS,MARES TIZZOT EDITORA LTDA,1.0
BRASIL,2017,870 - LITERATURAS LATINAS E ITALIANAS,MEDUSA EDITORA E PRODUTORA LTDA,2.0
BRASIL,2017,870 - LITERATURAS LATINAS E ITALIANAS,TODAVIA EDITORA S.A.,2.0
BRASIL,2017,870 - LITERATURAS LATINAS E ITALIANAS,UBU EDITORA LTDA-ME,1.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,BCD UNIAO DE EDITORAS S/A,1.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,EDICAO DE LIVROS,1.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA ILUMINURAS LTDA,1.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA LIBER ARS LTDA,1.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA MADALENA LTDA. - EPP,1.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA WMF MARTINS FONTES,1.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO EDITORIAL RECORD,1.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,26.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO SM,2.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,INSTITUTO CALLIS,1.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,INSTITUTO DA CULTURA E DA BARBARIE,2.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,LETRAMENTO EDITORA E LIVRARIA LTDA,3.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,LIBRIS EDITORA LTDA.,1.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,MARTINS EDITORA LIVRARIA LTDA,1.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,"PRESSAGIO EDITORA, COMERCIO E SERVICOS LTDA",2.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,RAFAEL EDUARDO GUTIERREZ GIRALDO 06014705759,2.0
