PAIS,ANO,SUBCATEGORIA.DEWEY,GRUPO_EDITORIAL_COMPLETO,CANTIDAD_REGISTROS
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,SERVICO SOCIAL DA INDUSTRIA,5.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,SOWILO EDITORA E DISTRIBUIDORA DE LIVROS LTDA,1.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,TEXTO EDITORES LTDA,6.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,TODAVIA EDITORA S.A.,2.0
BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,WILSON GOMES DE OLIVEIRA JUNIOR 27268463863,1.0
BRASIL,2018,080 - COLECCIONES GENERALES,AGEAC - ASSOCIACAO GEOFILOSOFICA DE ESTUDOS ANTROPOLOGICOS E CULTURAIS,2.0
BRASIL,2018,080 - COLECCIONES GENERALES,CATAPULTA EDITORES LTDA.,17.0
BRASIL,2018,080 - COLECCIONES GENERALES,EDITORA GRAFAR LTDA. ME,1.0
BRASIL,2018,080 - COLECCIONES GENERALES,JUNTA DE SERVICOS GERAIS DE A.A. DO BRASIL,1.0
BRASIL,2018,080 - COLECCIONES GENERALES,VERGARA E RIBAS EDITORA S.A.,8.0
BRASIL,2018,800 - LITERATURA Y RETÓRICA: GENERAL,INSTITUTO CULTURAL ALETRIA LTDA,2.0
BRASIL,2018,800 - LITERATURA Y RETÓRICA: GENERAL,JOSE RAMON DIAZ BENITEZ 23580411810,2.0
BRASIL,2018,810 - LITERATURA AMERICANA EN INGLÉS,GRUPO EDITORIAL RECORD,4.0
BRASIL,2018,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SERVICO SOCIAL DA INDUSTRIA,2.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,A. Y. C. DE  M. LEMOS- ME,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,A2 COMUNICACAO E SERVICOS EDITORIAIS LTDA - ME,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ADRIANO ALVES DE LIMA,2.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSIS BENEVENUTO VIDIGAL 055.807.956-37,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ASSOCIACAO PARANAENSE DE CULTURA - EDITORA UNIVERSITARIA CHAMPAGNAT,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CAMILA ARAUJO DA SILVA 03754444328,2.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARLOS RODRIGUES IRMAO - ME,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DUNA DUETO EDITORA,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA 34 LTDA,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA BIRUTA LTDA,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA GAIA LTDA,2.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA INTRINSECA,2.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MADALENA LTDA. - EPP,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MOITARA LTDA,2.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PENSAMENTO-CULTRIX,3.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PINSKY LTDA,2.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA SCHWARCZ,3.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ESCRITURAS EDITORA DISTRIBUIDORA DE LIVROS LTDA,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"FACULDADE DE FILOSOFIA, LETRAS E CIENCIAS HUMANAS",2.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GAUDI EDITORIAL LTDA,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EDITORIAL RECORD,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,8.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO CULTURAL ALETRIA LTDA,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARTINS EDITORA LIVRARIA LTDA,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,OURO SOBRE AZUL EDITORA LTDA,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PALAVRAS PROJETOS EDITORIAIS LTDA-ME,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PDFA EMPREENDIMENTOS E PARTICIPACOES LTDA.,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RAFAELA PERENSIN RABELO 10181171643,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SABER E LER EDITORA LTDA - EPP,2.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SANTOS E SANTOS EDITORA E ESTUDIO GRAFICO LTDA-ME,4.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SERVICO SOCIAL DA INDUSTRIA,4.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TELOS EDITORA LTDA-EPP,3.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TODAVIA EDITORA S.A.,2.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TRIOLECA CASA EDITORIAL LTDA.,1.0
BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VALER LIVRARIA EDITORA E DISTRIBUIDORA LTDA,1.0
BRASIL,2018,870 - LITERATURAS LATINAS E ITALIANAS,AGENCIA O GLOBO SERVICOS DE IMPRENSA S/A,1.0
BRASIL,2018,870 - LITERATURAS LATINAS E ITALIANAS,ASSOCIACAO CULTURAL LETRASELVAGEM,2.0
BRASIL,2018,870 - LITERATURAS LATINAS E ITALIANAS,BASTOS E IGLESIAS LTDA,4.0
BRASIL,2018,870 - LITERATURAS LATINAS E ITALIANAS,BCD UNIAO DE EDITORAS S/A,1.0
BRASIL,2018,870 - LITERATURAS LATINAS E ITALIANAS,BRUNNA PINHEIRO CARDOSO 37823136821,1.0
BRASIL,2018,870 - LITERATURAS LATINAS E ITALIANAS,EDITORA DIMENSAO LTDA,1.0
BRASIL,2018,870 - LITERATURAS LATINAS E ITALIANAS,GRADIVA EDITORIAL LTDA. - ME,1.0
BRASIL,2018,870 - LITERATURAS LATINAS E ITALIANAS,GRUPO PLANETA,4.0
BRASIL,2018,870 - LITERATURAS LATINAS E ITALIANAS,MAIRA NASSIF PASSOS 07705587637,1.0
BRASIL,2018,870 - LITERATURAS LATINAS E ITALIANAS,ORGANO GRAMA PRODUCAO EDITORIAL E CULTURAL LTDA,1.0
BRASIL,2018,870 - LITERATURAS LATINAS E ITALIANAS,PALAVRAS PROJETOS EDITORIAIS LTDA-ME,1.0
BRASIL,2018,870 - LITERATURAS LATINAS E ITALIANAS,SERVICO SOCIAL DA INDUSTRIA,3.0
BRASIL,2018,870 - LITERATURAS LATINAS E ITALIANAS,WILSON GOMES DE OLIVEIRA JUNIOR 27268463863,1.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,BECO DO AZOUGUE EDITORA E EVENTOS-ME,1.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,CALLIS EDITORA LTDA,2.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,CAMILA ARAUJO DA SILVA 03754444328,2.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,COMISSAO BAIANA DE FOLCLORE,2.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA BRASIL SABENDO LTDA,2.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA DIMENSAO LTDA,1.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA RODOPIO LTDA,1.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA WMF MARTINS FONTES,2.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,FERNANDES E WARTH EDITORA E DISTRIBUIDORA LTDA - ME,5.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO SM,1.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,HOLOWKA FILMES LTDA- ME,3.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,INSTITUTO DA CULTURA E DA BARBARIE,2.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,LETRAMENTO EDITORA E LIVRARIA LTDA,2.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,LRV EDICOES LTDA-ME,1.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,M. J. KARAS EDICOES EIRELI - ME,1.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,MARIA GELCI LORENTZ,1.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,MARIA JANNARELLI ESTUDIO EDITORIAL LTDA,1.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,NOMOS EDITORA E PRODUTORA LTDA,1.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,RAFAEL EDUARDO GUTIERREZ GIRALDO 06014705759,1.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,ROTA IMAGINARIA COMUNICACAO LTDA,4.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,SERVICO SOCIAL DA INDUSTRIA,4.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,SOLISLUNA DESIGN E EDITORA LTDA,1.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,SOWILO EDITORA E DISTRIBUIDORA DE LIVROS LTDA,2.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,TODAVIA EDITORA S.A.,6.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,TRDG EDITORIAL LTDA,1.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,UNIVERSO DOS LIVROS EDITORA,2.0
BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,VERGARA E RIBAS EDITORA S.A.,4.0
BRASIL,2019,080 - COLECCIONES GENERALES,CATAPULTA EDITORES LTDA.,10.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,AVEC EDITORA E COMERCIO DE LIVROS LTDA,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,CATAPULTA EDITORES LTDA.,12.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA DMR LTDA,6.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA DO BRASIL,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,ESTUDIO DA CAROCHINHA PRODUCAO EDITORIAL LTDA - EPP,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO PLANETA,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,INSTITUTO CULTURAL ALETRIA LTDA,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,JINKINGS EDITORES ASSOCIADOS LTDA-EPP,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,JOAO CEZAR VARELLA 04321989973,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,JOSE RAMON DIAZ BENITEZ 23580411810,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,LIVROS DA MATRIZ EDITORA E PRODUCOES EDITORIAIS LTDA,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,MAIRA NASSIF PASSOS 07705587637,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,SDS EDITORA DE LIVROS EIRELI,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,SERVICO SOCIAL DO COMERCIO - SESC - ADMINISTRACAO REGIONAL NO ESTADO DE SAO PAULO,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,SOLISLUNA DESIGN E EDITORA LTDA,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,"SUR DISTRIBUIDORA DE LIVROS, JORNAIS E REVISTAS LTDA EPP",1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,TRIOLECA CASA EDITORIAL LTDA.,1.0
BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,UNIVERSO DOS LIVROS EDITORA,6.0
BRASIL,2019,820 - LITERATURA INGLESA E INGLESA ANTIGUA,SERVICO SOCIAL DA INDUSTRIA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ACADEMIA DE CIENCIAS E LETRAS DE CONSELHEIRO LAFAYETTE,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AVEC EDITORA E COMERCIO DE LIVROS LTDA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BCD UNIAO DE EDITORAS S/A,2.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA CAMPOS LTDA - ME,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA INTRINSECA,3.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MADALENA LTDA. - EPP,2.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA PENSAMENTO-CULTRIX,2.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA RADIO LONDRES LTDA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA SCHWARCZ,4.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA URUTAU LTDA ME,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,ESTUDIO DA CAROCHINHA PRODUCAO EDITORIAL LTDA - EPP,2.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GMT EDITORES LTDA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO PLANETA,8.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INDUSTRIA COMERCIO PRESTACIONAL GRAFICA LTDA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,INSTITUTO MOJO DE COMUNICACAO INTERCULTURAL,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,JAMES ANTONIO MISSE EDITORA E DISTRIBUIDORA LTDA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"KROLL, TUDREY E YACUBIAN LTDA",1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,L&PM EDITORES,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARCELO FREDDI LOTUFO,2.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARES TIZZOT EDITORA LTDA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARIANA GOIS 07767286444,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,MARTINS EDITORA LIVRARIA LTDA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,"PERGUNTA FIXAR EDITORA PRODUTORA DE ARTE, EDUCACAO E CULTURA LTDA",2.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,SILVIO FERNANDO TESTA ME,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TODAVIA EDITORA S.A.,2.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,UBOOK EDITORA,37.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VALER LIVRARIA EDITORA E DISTRIBUIDORA LTDA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VILLA RICA EDITORAS REUNIDAS LTDA,1.0
BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,VIVEIROS DE CASTRO EDITORA LTDA,1.0
BRASIL,2019,870 - LITERATURAS LATINAS E ITALIANAS,BASTOS E IGLESIAS LTDA,2.0
BRASIL,2019,870 - LITERATURAS LATINAS E ITALIANAS,BCD UNIAO DE EDITORAS S/A,1.0
BRASIL,2019,870 - LITERATURAS LATINAS E ITALIANAS,CAMILA ARAUJO DA SILVA 03754444328,4.0
BRASIL,2019,870 - LITERATURAS LATINAS E ITALIANAS,EDITORA MOVIMENTO LTDA.,1.0
BRASIL,2019,870 - LITERATURAS LATINAS E ITALIANAS,MARES TIZZOT EDITORA LTDA,1.0
BRASIL,2019,870 - LITERATURAS LATINAS E ITALIANAS,SERVICO SOCIAL DA INDUSTRIA,4.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,ANA PAULA PINEIRO VILLANUEVA 30492426805,1.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,ASTRAL CULTURAL EDITORA LTDA,2.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,"E REALIZACOES EDITORA, LIVRARIA E DISTRIBUIDORA LTDA",1.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA ALEPH LTDA,1.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA CAMPOS LTDA - ME,1.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA CRV,1.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA INTRINSECA,4.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,ELAINE MENDES MOLINA 00464469155,1.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,GABRIEL RATH KOLYNIAK 33127439822,1.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO PLANETA,4.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,GRUPO SM,3.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,JOAO VANDERLEI DE MORAS JUNIOR 95726632591,2.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,KASAFUTEBOL EDITORA LTDA,1.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,KATHERINE FUNKE 00675033900,1.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,SERVICO SOCIAL DA INDUSTRIA,2.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,TODAVIA EDITORA S.A.,7.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,UBOOK EDITORA,10.0
BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,WILSON GOMES DE OLIVEIRA JUNIOR 27268463863,1.0
BRASIL,2021,800 - LITERATURA Y RETÓRICA: GENERAL,CAROCHINHA,1.0
BRASIL,2021,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA ILUMINURAS,2.0
BRASIL,2021,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA JANDAIRA LTDA,1.0
BRASIL,2021,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA SATIVA,1.0
BRASIL,2021,800 - LITERATURA Y RETÓRICA: GENERAL,IDALIA MOREJON ARNAIZ,2.0
BRASIL,2021,800 - LITERATURA Y RETÓRICA: GENERAL,MARCELO LOTUFO,1.0
BRASIL,2021,800 - LITERATURA Y RETÓRICA: GENERAL,MOCHO EDICOES,1.0
BRASIL,2021,800 - LITERATURA Y RETÓRICA: GENERAL,UNESC,1.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,CARAMBAIA,1.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COMPANHIA DAS LETRAS,3.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ELEFANTE,2.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ILUMINURAS,2.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA INTRINSECA,3.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA ROCCO,1.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LEABHAR BOOKS,6.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LPM EDITORES,1.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUMME EDITOR,1.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,PIPOCA E NANQUIM EDITORA LTDA,2.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,RELICARIO,1.0
BRASIL,2021,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,TESSERACTUM EDITORIAL,1.0
BRASIL,2021,890 - LITERATURAS DE OTRAS LENGUAS,EDICOES OLHO DE VIDRO,1.0
BRASIL,2021,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA MOINHOS,6.0
BRASIL,2021,890 - LITERATURAS DE OTRAS LENGUAS,EDITORA URUTAU,1.0
BRASIL,2021,890 - LITERATURAS DE OTRAS LENGUAS,PONTOEDITA,1.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,ALETRIA,1.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,BERTRAND BRASIL,8.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,COMPANHIA DAS LETRAS,2.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA CAXINGUELE,3.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA CORAGEM,2.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA EDGARD BLUCHER,2.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA ILUMINURAS,4.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA INSTANTE,2.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA NOS,4.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA PEABIRU,1.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA REVIRAVOLTA,1.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA WMF MARTINS FONTES,1.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,FOSFORO,2.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,GDB EDITORIAL,24.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,GRUPO EDITORIAL RECORD,1.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,HARPERKIDS,1.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,JORGE ALONSO LIMA,2.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,LEITURINHA S.A.,2.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,O INSTITUTO,1.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,OFICIOS TERRESTRES EDICOES,1.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,PALAVRAS,1.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,PINGO DE LUZ,1.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,PINGO DE OURO EDITORES LTDA,4.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,RECO-RECO,1.0
BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,VIGILIA,1.0
BRASIL,2024,810 - LITERATURA AMERICANA EN INGLÉS,FOSFORO,1.0
BRASIL,2024,810 - LITERATURA AMERICANA EN INGLÉS,JOSE FLAVIO ILHA DE SOUZA EIRELE,1.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,AUTENTICA EDITORA,4.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,BALAIO EDITORIAL,1.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,COMPANHIA DAS LETRAS,1.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,DBA EDITORA,2.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDICOES JABUTICABA,1.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA CABRIOLE,1.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA INSTANTE,4.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,EDITORA MUNDAREU,2.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,GRUPO EDITORIAL RECORD,2.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LAFONTE,3.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LEABHAR BOOKS,4.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LPM EDITORES,3.0
BRASIL,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,LUPPA DO BRASIL,11.0
BRASIL,2024,870 - LITERATURAS LATINAS E ITALIANAS,EDITORA ILUMINURAS,2.0
BRASIL,2024,890 - LITERATURAS DE OTRAS LENGUAS,7 LETRAS,1.0
BRASIL,2024,890 - LITERATURAS DE OTRAS LENGUAS,COMPANHIA DAS LETRAS,1.0
BRASIL,2024,890 - LITERATURAS DE OTRAS LENGUAS,FOSFORO,1.0
BRASIL,2024,890 - LITERATURAS DE OTRAS LENGUAS,JOSE FLAVIO ILHA DE SOUZA EIRELE,1.0
BRASIL,2024,890 - LITERATURAS DE OTRAS LENGUAS,LPM EDITORES,3.0
BRASIL,2024,890 - LITERATURAS DE OTRAS LENGUAS,PONTOEDITA,3.0
BRASIL,2024,890 - LITERATURAS DE OTRAS LENGUAS,THE BOOKS EDITORA,1.0
BRASIL,2024,890 - LITERATURAS DE OTRAS LENGUAS,UNILA,2.0
CHILE,2013,800 - LITERATURA Y RETÓRICA: GENERAL,EDITORA ZIG-ZAG,4.0
COLOMBIA,2012,800 - LITERATURA Y RETÓRICA: GENERAL,3J EDITORES S.A,25.0
