GRUPO_EDITORIAL_COMPLETO,TIPO_AGENTE,PAIS,ANO,SUBCATEGORIA.DEWEY,CANTIDAD_REGISTROS
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2013,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2013,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2013,890 - LITERATURAS DE OTRAS LENGUAS,4.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2014,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2014,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2014,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2014,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2014,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2015,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2015,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2015,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2015,870 - LITERATURAS LATINAS E ITALIANAS,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2015,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2015,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2016,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2016,840 - LITERATURA DE LAS LENGUAS ROMANCES,3.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2016,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2016,890 - LITERATURAS DE OTRAS LENGUAS,3.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2017,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2017,840 - LITERATURA DE LAS LENGUAS ROMANCES,3.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2017,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2018,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2018,840 - LITERATURA DE LAS LENGUAS ROMANCES,4.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2018,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2019,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2019,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2019,840 - LITERATURA DE LAS LENGUAS ROMANCES,4.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2020,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2021,840 - LITERATURA DE LAS LENGUAS ROMANCES,3.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2021,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2022,800 - LITERATURA Y RETÓRICA: GENERAL,4.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2022,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2022,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2022,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2022,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2022,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2022,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2023,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2023,820 - LITERATURA INGLESA E INGLESA ANTIGUA,3.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2023,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2023,840 - LITERATURA DE LAS LENGUAS ROMANCES,8.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2023,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2023,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2023,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2024,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2024,820 - LITERATURA INGLESA E INGLESA ANTIGUA,2.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2024,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2024,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2024,890 - LITERATURAS DE OTRAS LENGUAS,4.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2025,800 - LITERATURA Y RETÓRICA: GENERAL,5.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2025,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,1.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2025,840 - LITERATURA DE LAS LENGUAS ROMANCES,3.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2025,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",3.0
UNIVERSIDAD VERACRUZANA,EDITORIAL UNIVERSITARIA,MÉXICO,2025,890 - LITERATURAS DE OTRAS LENGUAS,2.0
UNIVERSIDADE DE SAO PAULO,EDITORIAL UNIVERSITARIA,BRASIL,2011,SIN DATO,2.0
UNIVERSIDADE DE SAO PAULO,EDITORIAL UNIVERSITARIA,BRASIL,2013,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDADE DE SAO PAULO,EDITORIAL UNIVERSITARIA,BRASIL,2014,080 - COLECCIONES GENERALES,1.0
UNIVERSIDADE DE SAO PAULO,EDITORIAL UNIVERSITARIA,BRASIL,2017,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
UNIVERSIDADE DE SAO PAULO,EDITORIAL UNIVERSITARIA,BRASIL,2017,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
UNIVERSIDADE DE SAO PAULO,EDITORIAL UNIVERSITARIA,BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDADE DE SAO PAULO E FACUL...RIBEIRAO PRETO,EDITORIAL UNIVERSITARIA,BRASIL,2014,080 - COLECCIONES GENERALES,2.0
UNIVERSIDADE DO ESTADO DA BAHIA EDITORA,EDITORIAL UNIVERSITARIA,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,EDITORIAL UNIVERSITARIA,BRASIL,2011,SIN DATO,2.0
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,EDITORIAL UNIVERSITARIA,BRASIL,2013,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,EDITORIAL UNIVERSITARIA,BRASIL,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,EDITORIAL UNIVERSITARIA,BRASIL,2014,800 - LITERATURA Y RETÓRICA: GENERAL,9.0
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,EDITORIAL UNIVERSITARIA,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,EDITORIAL UNIVERSITARIA,BRASIL,2015,080 - COLECCIONES GENERALES,1.0
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,EDITORIAL UNIVERSITARIA,BRASIL,2015,800 - LITERATURA Y RETÓRICA: GENERAL,16.0
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,EDITORIAL UNIVERSITARIA,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,EDITORIAL UNIVERSITARIA,BRASIL,2016,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,EDITORIAL UNIVERSITARIA,BRASIL,2016,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,EDITORIAL UNIVERSITARIA,BRASIL,2017,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2.0
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,EDITORIAL UNIVERSITARIA,BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,EDITORIAL UNIVERSITARIA,BRASIL,2018,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2.0
UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,EDITORIAL UNIVERSITARIA,BRASIL,2019,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,EDITORIAL UNIVERSITARIA,BRASIL,2014,080 - COLECCIONES GENERALES,1.0
UNIVERSIDADE ESTADUAL DA PARAIBA,EDITORIAL UNIVERSITARIA,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDADE ESTADUAL DA PARAIBA,EDITORIAL UNIVERSITARIA,BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDADE ESTADUAL DA PARAIBA,EDITORIAL UNIVERSITARIA,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2013,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2013,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2014,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2014,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",3.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,12.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2014,870 - LITERATURAS LATINAS E ITALIANAS,3.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2014,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2015,810 - LITERATURA AMERICANA EN INGLÉS,1.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2015,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2015,870 - LITERATURAS LATINAS E ITALIANAS,3.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,2.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2016,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2016,870 - LITERATURAS LATINAS E ITALIANAS,3.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2018,810 - LITERATURA AMERICANA EN INGLÉS,1.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2018,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2018,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDADE ESTADUAL DE CAMPINAS,EDITORIAL UNIVERSITARIA,BRASIL,2019,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,EDITORIAL UNIVERSITARIA,BRASIL,2015,810 - LITERATURA AMERICANA EN INGLÉS,1.0
UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA,EDITORIAL UNIVERSITARIA,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
UNIVERSIDADE ESTADUAL DE LONDRINA,EDITORIAL UNIVERSITARIA,BRASIL,2011,SIN DATO,1.0
UNIVERSIDADE ESTADUAL DE LONDRINA,EDITORIAL UNIVERSITARIA,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDADE ESTADUAL DE LONDRINA,EDITORIAL UNIVERSITARIA,BRASIL,2015,080 - COLECCIONES GENERALES,2.0
UNIVERSIDADE ESTADUAL DE LONDRINA,EDITORIAL UNIVERSITARIA,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
UNIVERSIDADE ESTADUAL DE LONDRINA,EDITORIAL UNIVERSITARIA,BRASIL,2019,080 - COLECCIONES GENERALES,6.0
UNIVERSIDADE ESTADUAL DE LONDRINA,EDITORIAL UNIVERSITARIA,BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
UNIVERSIDADE ESTADUAL DE LONDRINA,EDITORIAL UNIVERSITARIA,BRASIL,2019,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
UNIVERSIDADE ESTADUAL DE MARINGA,EDITORIAL UNIVERSITARIA,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDADE ESTADUAL DE PONTA GROSSA,EDITORIAL UNIVERSITARIA,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDADE ESTADUAL DE SANTA CRUZ - BA,EDITORIAL UNIVERSITARIA,BRASIL,2015,800 - LITERATURA Y RETÓRICA: GENERAL,8.0
UNIVERSIDADE ESTADUAL DE SANTA CRUZ - BA,EDITORIAL UNIVERSITARIA,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,4.0
UNIVERSIDADE ESTADUAL DE SANTA CRUZ - BA,EDITORIAL UNIVERSITARIA,BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDADE ESTADUAL DO CENTRO OESTE,EDITORIAL UNIVERSITARIA,BRASIL,2014,080 - COLECCIONES GENERALES,1.0
UNIVERSIDADE ESTADUAL DO MARANHAO EDITORA,EDITORIAL UNIVERSITARIA,BRASIL,2014,080 - COLECCIONES GENERALES,1.0
UNIVERSIDADE ESTADUAL DO MARANHAO EDITORA,EDITORIAL UNIVERSITARIA,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,3.0
UNIVERSIDADE ESTADUAL DO MARANHAO EDITORA,EDITORIAL UNIVERSITARIA,BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDADE ESTADUAL DO OESTE DO PARANA,EDITORIAL UNIVERSITARIA,BRASIL,2015,810 - LITERATURA AMERICANA EN INGLÉS,1.0
UNIVERSIDADE ESTADUAL DO RIO GRANDE DO SUL,EDITORIAL UNIVERSITARIA,BRASIL,2014,080 - COLECCIONES GENERALES,4.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2011,SIN DATO,11.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2013,810 - LITERATURA AMERICANA EN INGLÉS,1.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2013,820 - LITERATURA INGLESA E INGLESA ANTIGUA,1.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2013,890 - LITERATURAS DE OTRAS LENGUAS,2.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2014,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,2.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2014,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2014,890 - LITERATURAS DE OTRAS LENGUAS,3.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2015,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2015,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2015,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2015,890 - LITERATURAS DE OTRAS LENGUAS,7.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2016,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,4.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2016,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2016,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2017,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2017,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2017,840 - LITERATURA DE LAS LENGUAS ROMANCES,4.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2017,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2017,880 - LITERATURAS GRIEGAS CLÁSICAS Y MODERNAS,1.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2017,890 - LITERATURAS DE OTRAS LENGUAS,2.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2018,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2018,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2018,840 - LITERATURA DE LAS LENGUAS ROMANCES,4.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2018,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2018,890 - LITERATURAS DE OTRAS LENGUAS,1.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2019,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2019,830 - LITERATURA DE LAS LENGUAS GERMÁNICAS,2.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2019,890 - LITERATURAS DE OTRAS LENGUAS,2.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2021,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2023,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2023,840 - LITERATURA DE LAS LENGUAS ROMANCES,2.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2024,800 - LITERATURA Y RETÓRICA: GENERAL,1.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2024,810 - LITERATURA AMERICANA EN INGLÉS,1.0
UNIVERSIDADE ESTADUAL PAULISTA (UNESP),EDITORIAL COMERCIAL,BRASIL,2024,840 - LITERATURA DE LAS LENGUAS ROMANCES,1.0
UNIVERSIDADE ESTADUAL PAULISTA - FACULDADE DE CIENCIAS E LETRAS - LABEDIT,EDITORIAL UNIVERSITARIA,BRASIL,2014,800 - LITERATURA Y RETÓRICA: GENERAL,2.0
UNIVERSIDADE ESTADUAL PAULISTA - FACULDADE DE CIENCIAS E LETRAS - LABEDIT,EDITORIAL UNIVERSITARIA,BRASIL,2015,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO,EDITORIAL UNIVERSITARIA,BRASIL,2014,080 - COLECCIONES GENERALES,1.0
UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO,EDITORIAL UNIVERSITARIA,BRASIL,2014,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO,EDITORIAL UNIVERSITARIA,BRASIL,2014,860 - LITERATURAS ESPAÑOLA Y PORTUGUESA,1.0
UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO,EDITORIAL UNIVERSITARIA,BRASIL,2015,"850 - LITERATURA ITALIANA, RUMANA, RETORROMANA",1.0
UNIVERSIDADE FEDERAL DA BAHIA,EDITORIAL UNIVERSITARIA,BRASIL,2014,810 - LITERATURA AMERICANA EN INGLÉS,1.0
UNIVERSIDADE FEDERAL DA BAHIA,EDITORIAL UNIVERSITARIA,BRASIL,2015,800 - LITERATURA Y RETÓRICA: GENERAL,3.0
